,subject,session,scan,site,bg_mean,bg_size,bg_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,snr
0,3001,session_1,rest_1,BMB_1,82.9127687049,101131,111.5035321137,0.585920263,50.308569092,967.0864885231,38133,189.7928120344,1.9897167161,1.92094,2.2883331515,1.7920175,-0.0187518,0.0738735,,8.6731466725
1,3001,session_1,rest_2,BMB_1,84.1358165575,101119,112.3508712788,0.5868130881,50.0825817635,974.7300812653,38145,191.1715439163,1.9877390832,1.9188966667,2.2782264856,1.7965125,-0.0190944,0.071197,,8.6757678883
2,3002,session_1,rest_1,BMB_1,71.1737111597,104836,95.4465249511,0.5528230953,71.2917855376,986.337278821,34428,194.1302051653,1.9196941143,1.84133,2.1334333333,1.8008776073,-0.0278648,0.0613935,,10.3339255078
3,3002,session_1,rest_2,BMB_1,71.3793978498,104712,93.1908250499,0.5541615598,73.341205512,986.0724278518,34552,195.4269551425,1.9230769873,1.8641766667,2.1294333333,1.7915901068,-0.0273789,0.0597397,,10.5812179184
4,3004,session_1,rest_1,BMB_1,80.9381021953,100968,113.7756567698,0.5855676401,47.8729004559,948.8590800379,38296,181.4789853551,1.8300797794,1.7895633333,2.0639934974,1.6594150989,-0.02193,0.0731227,,8.3397372248
5,3004,session_1,rest_2,BMB_1,81.6007384098,101103,111.8244631785,0.5863651842,48.612999567,947.8109969612,38161,182.2378891007,1.8238803694,1.7937066667,2.0592901637,1.6425575979,-0.0225375,0.0732534,,8.4758823787
6,3006,session_1,rest_1,BMB_1,69.2844938979,104795,98.32118801,0.5420680984,82.472351513,1072.6092940514,34469,206.3035434413,1.9938598949,1.94277,2.2116466667,1.84478761,-0.0264586,0.062906,,10.9092385452
7,3006,session_1,rest_2,BMB_1,67.9013658121,104949,96.9588216318,0.539643043,85.1341531231,1072.8763337637,34315,204.191057582,1.9542042646,1.9035866667,2.1639,1.811755108,-0.0250558,0.0623632,,11.0652781842
8,3007,session_1,rest_1,BMB_1,90.5383345503,96464,126.2205175264,0.6085401573,45.8865354951,1034.0984215308,42800,194.5873686361,1.8500923352,1.7989033333,2.1150701681,1.6643575992,-0.0199972,0.0735244,,8.1927918043
9,3007,session_1,rest_2,BMB_1,92.5313904506,96483,129.4673059882,0.6102400822,43.6359590808,1033.0867492837,42781,194.4456011995,1.8481389305,1.7863966667,2.122343502,1.6649850992,-0.0187667,0.0754906,,7.9795183919
10,3008,session_1,rest_1,BMB_1,86.9506503286,104941,115.721184495,0.561732843,59.5618448164,1097.2815398872,34323,209.2216368529,1.9127072853,1.9158466667,2.08241,1.7539551045,-0.0200847,0.0505763,,9.4821146593
11,3008,session_1,rest_2,BMB_1,88.0010267969,104724,117.7067676774,0.5635989161,57.8046546963,1097.3167685864,34540,210.403037589,1.9103813708,1.9036266667,2.08148,1.7595676049,-0.0216971,0.0544412,,9.3224611485
12,3009,session_1,rest_1,BMB_1,87.3733627857,97149,107.1183574082,0.6084907216,52.7016418941,983.3301603606,42115,200.2698045884,1.9648251931,1.9136833333,2.1884633333,1.8111825,-0.0201306,0.0794143,,9.1798472657
13,3009,session_1,rest_2,BMB_1,88.1499300644,96947,108.3723651495,0.6104584278,51.3736987379,981.4114519324,42317,198.4954223841,1.9583653295,1.9033133333,2.18978,1.8020675,-0.0197794,0.0835148,,9.0559198425
14,3010,session_1,rest_1,BMB_1,86.9118273039,107900,114.2837282011,0.557451436,50.5632663912,1002.4834538168,31364,192.9787408735,1.7182691914,1.6989866667,1.8907266667,1.579265,-0.0359266,0.0609574,,8.7718826608
15,3010,session_1,rest_2,BMB_1,87.5323005411,107839,114.6866729284,0.5584560024,50.3224972939,1005.1698958217,31425,192.2818653115,1.710013407,1.7006566667,1.86745,1.5744625,-0.0359238,0.0606955,,8.7644873651
16,3011,session_1,rest_1,BMB_1,77.0177353768,108356,99.058529765,0.5396600555,70.0856200944,1028.4016285725,30908,213.9785233931,2.0433157152,2.06881,2.2410964886,1.8400301097,-0.0227871,0.031067,,10.3817574419
17,3011,session_1,rest_2,BMB_1,77.2271672358,108393,98.8973265857,0.5396055381,70.3546596507,1030.2010376062,30871,215.2534663169,2.0362198595,2.04506,2.256393154,1.8295901091,-0.0233469,0.0309696,,10.4168744816
18,3012,session_1,rest_1,BMB_1,97.0750123198,97860,118.9854232327,0.6106106013,47.5884762607,1038.5174753812,41404,209.0267542358,1.8564613432,1.7905101423,2.03681,1.75441,-0.0315924,0.0916379,,8.7281067476
19,3012,session_1,rest_2,BMB_1,99.3083518167,97638,120.0293536006,0.6137885154,46.405275242,1040.0176514722,41626,211.292510958,1.8648988402,1.8042868101,2.0391466667,1.7628325,-0.0320783,0.0897877,,8.6646942625
20,3013,session_1,rest_1,BMB_1,66.7424955785,104561,90.2076820533,0.556273099,69.6773807192,922.9286238459,34703,159.9286096607,1.7378185054,1.7049966667,1.9523468218,1.576637594,-0.0245338,0.0591715,,10.2311532991
21,3013,session_1,rest_2,BMB_1,65.9722412301,104477,91.2300252356,0.5556270657,68.7289402614,919.8741341078,34787,158.0594467536,1.6964093536,1.6605166667,1.9097101518,1.5395025918,-0.0221206,0.0632187,,10.083019617
22,3014,session_1,rest_1,BMB_1,88.45159258,96949,108.158222038,0.6184892144,43.2296362201,899.7272644282,42315,185.4808153914,1.9561637264,1.87818,2.2058633333,1.8067576077,-0.0421122,0.0926927,,8.3186210671
23,3014,session_1,rest_2,BMB_1,86.7566393651,97124,106.0992903391,0.616408607,44.482394446,895.3666687514,42140,183.9409125165,1.9181919612,1.8405733333,2.15874,1.7763201059,-0.0367542,0.0961742,,8.4389505895
24,3015,session_1,rest_1,BMB_1,87.1931568565,104628,115.1714344678,0.5653692109,56.1091570627,1058.9692852348,34636,221.9486120324,1.919763632,1.9093865149,2.0915233333,1.7716876056,-0.0305245,0.0701934,,9.1947216784
25,3015,session_1,rest_2,BMB_1,88.4785253519,104651,115.1123035685,0.5669715902,55.7874165151,1061.5978218437,34613,220.9343905706,1.9176951431,1.9204398474,2.07999,1.7655401052,-0.0306403,0.0694211,,9.2222793649
26,3016,session_1,rest_1,BMB_1,102.2053981544,91842,125.4720883953,0.6504902906,35.2730023986,943.7194009954,47422,182.0997083681,1.8545986606,1.80755,2.1029866667,1.678115,-0.0287108,0.0974943,,7.5213492743
27,3016,session_1,rest_2,BMB_1,103.5364863498,91921,126.3331478985,0.6518151671,34.446499236,941.4266540412,47343,180.9476764662,1.8512642444,1.8156333333,2.0951266667,1.6678925,-0.0284176,0.0989572,,7.4519369595
28,3017,session_1,rest_1,BMB_1,105.3379864003,102099,131.840463819,0.5996506257,38.6646981256,1025.4495841246,37165,222.6532113252,2.0987015495,2.04978,2.399526476,1.8793975,-0.0253561,0.0859231,,7.7779579533
29,3017,session_1,rest_2,BMB_1,108.1204957796,101841,136.5035718433,0.6032346305,36.2656580155,1024.6517603844,37423,223.2125542474,2.1023115624,2.04093,2.4099498085,1.8891,-0.0245246,0.0877582,,7.5064098803
30,3018,session_1,rest_1,BMB_1,84.0785165124,103664,104.0690919918,0.5825311287,49.5147166216,922.6261450543,35600,187.1027622909,2.0007982674,1.94225,2.24923,1.8334626093,-0.0300025,0.0733097,,8.8655154705
31,3018,session_1,rest_2,BMB_1,86.7642386132,103588,106.0450639001,0.5854341361,47.9315968802,928.998270581,35676,191.7565879715,2.0191178724,1.9662833333,2.2583,1.8537726105,-0.0308239,0.0720251,,8.760410305
32,3020,session_1,rest_1,BMB_1,78.8512562862,105016,104.8125759363,0.5676952293,52.709230489,935.6396493295,34248,176.9308228619,1.819407224,1.7917268091,2.0336768283,1.6528625985,-0.0262789,0.0606163,,8.9267880402
33,3020,session_1,rest_2,BMB_1,81.1933391832,104952,107.5362995965,0.570246829,50.6216734798,941.681080727,34312,179.7209941,1.8233685471,1.7729268076,2.0490801628,1.6686800995,-0.0268693,0.0576334,,8.7568670696
34,3021,session_1,rest_1,BMB_1,81.3879653044,100986,109.0615525238,0.5762884228,62.9518516167,1058.5767017426,38278,212.4575515785,1.9093819545,1.8649168149,2.1362966667,1.7472575,-0.0229228,0.0489938,,9.706231731
35,3021,session_1,rest_2,BMB_1,82.7970119182,101101,110.0265277043,0.5771884838,62.0271287341,1063.5108623742,38163,212.2815477449,1.8986912278,1.8665134817,2.1105066667,1.7375775,-0.0231316,0.0498312,,9.6659495175
36,3022,session_1,rest_1,BMB_1,82.9908222922,100588,106.9910214656,0.584109812,58.0530099536,1009.6504572455,38676,212.0421326169,2.0188725611,1.9014868178,2.3521401869,1.8398001097,-0.0209592,0.0739523,,9.4367774362
37,3022,session_1,rest_2,BMB_1,83.1728601691,100789,107.4275257012,0.5837565815,57.2770559726,1006.339651751,38475,210.9711863949,1.9919882606,1.8940034839,2.3172101842,1.8010026073,-0.0197236,0.0736259,,9.36761454
38,3023,session_1,rest_1,BMB_1,69.6546378039,106654,97.7365673297,0.5405849172,71.2791492879,995.0237119614,32610,191.2746472156,1.7978742141,1.7346766667,2.0435798376,1.639335,-0.0310366,0.04005,,10.1806697242
39,3023,session_1,rest_2,BMB_1,70.4583241555,106651,98.2947675986,0.5417330956,70.3226392558,995.9325962544,32613,191.3340864632,1.7870714324,1.7189533333,2.026349839,1.6385,-0.0312368,0.039389,,10.1321018462
40,3024,session_1,rest_1,BMB_1,101.0495565306,101062,125.6450511411,0.5984286528,45.1609955513,1062.1110795054,38202,214.310990964,2.0093175348,1.9958666667,2.1969235079,1.8501176103,-0.0128375,0.0512614,,8.4532663233
41,3024,session_1,rest_2,BMB_1,101.5492246344,101106,125.5622713978,0.5989601279,44.9783621573,1061.5201095255,38158,214.6097083787,1.9927363086,1.98831,2.173023506,1.8314701092,-0.0128063,0.0494565,,8.4541327399
42,3025,session_1,rest_1,BMB_1,86.6321101219,104164,120.8520572661,0.5650351472,53.8183421283,1069.1828488903,35100,215.960187338,1.9799951211,1.9125733333,2.2432731551,1.8092201078,-0.0226249,0.0501081,,8.8470388761
43,3025,session_1,rest_2,BMB_1,88.5446020482,104171,122.4349071923,0.5670069408,52.5925548205,1074.1614545274,35093,216.2261186771,1.9691196546,1.8978033333,2.2275864896,1.8060526076,-0.0232509,0.0499043,,8.7733268163
44,3026,session_1,rest_1,BMB_1,63.7837251496,104540,88.029319392,0.5514746333,71.5608890858,901.6550482165,34724,180.7823372766,1.9348215043,1.8779066667,2.1643,1.7820975,-0.0256666,0.0533578,,10.2426674936
45,3026,session_1,rest_2,BMB_1,64.135915033,104441,87.7863319684,0.5521698814,72.1773576788,905.4575025214,34823,182.3709543502,1.9169713234,1.85603,2.1445866667,1.76978,-0.0272215,0.0558277,,10.3143334756
46,3032,session_1,rest_1,BMB_1,58.3892360891,105284,82.8426822912,0.5389164764,83.4197031003,906.7798851325,33980,186.069528192,1.8762314807,1.8121733333,2.1222633333,1.717355,-0.0136018,0.0367429,,10.9458054719
47,3032,session_1,rest_2,BMB_1,59.8245070364,105092,83.4659586013,0.542198233,81.0692891026,905.2348506923,34172,188.4482388825,1.901368315,1.8231866667,2.1668833333,1.739935,-0.013176,0.0361415,,10.8455574687
48,3033,session_1,rest_1,BMB_1,74.5363466645,97982,100.8348814853,0.5885104723,61.0395155924,954.9578202275,41282,218.5933588856,2.071893114,1.9925066667,2.3612166667,1.8904526127,-0.0107614,0.0570488,,9.4705106622
49,3033,session_1,rest_2,BMB_1,72.3839943169,98375,98.5362364424,0.5851993857,63.3748558172,949.8608103067,40889,212.4146649751,2.0124278397,1.92186,2.3128433333,1.8335526093,-0.00696597,0.0606387,,9.639710675
50,3034,session_1,rest_1,BMB_1,58.9397040932,104365,87.9721585289,0.5397577117,78.952318876,917.7661697765,34899,207.1798627142,2.1460316377,2.1032601672,2.3753866667,1.97825,-0.0107842,0.0419611,,10.4324616461
51,3034,session_1,rest_2,BMB_1,55.5579073127,104796,83.8076907075,0.5343116108,84.7224109988,903.2907565551,34468,201.6602840142,2.1106280698,2.0751001649,2.3440666667,1.9329725,-0.0080351,0.0421383,,10.7781368145
52,3036,session_1,rest_1,BMB_1,60.243210093,101302,84.1772995331,0.5607850586,79.6020841065,902.9415704057,37962,194.3626093411,1.9567754903,1.8849333333,2.2333033333,1.7798326061,-0.0154003,0.0433926,,10.7266635472
53,3036,session_1,rest_2,BMB_1,60.9095271012,101212,84.3111544222,0.5620022261,79.3200159919,905.5326665623,38052,195.5692854079,1.9897441166,1.91294,2.2701766667,1.8139726081,-0.0156591,0.0422136,,10.7403661208
54,3037,session_1,rest_1,BMB_1,57.8584523497,102018,80.0407748736,0.5579403246,80.4972043533,866.4460770044,37246,185.601412651,1.8618884769,1.8177368111,2.10393,1.687715,-0.0139885,0.0348699,,10.8250585826
55,3037,session_1,rest_2,BMB_1,57.2359535983,102123,79.4278827376,0.5565925254,82.4275518545,869.7843840691,37141,183.0607389461,1.8439080678,1.794913476,2.08384,1.67614,-0.0131615,0.0368176,,10.9506177691
56,3038,session_1,rest_1,BMB_1,71.6593706852,97541,98.287999975,0.5975318507,51.7563930855,854.7786656512,41723,187.3117196765,1.8986276286,1.8319134789,2.1440335037,1.7425401039,-0.0087109,0.0525225,,8.6966737126
57,3038,session_1,rest_2,BMB_1,71.9498645062,97588,98.3066086724,0.5983790514,51.0985395021,850.9323920069,41676,185.0386940045,1.9100966886,1.8445801466,2.164690172,1.745307604,-0.00530716,0.0552255,,8.6559022175
58,3039,session_1,rest_1,BMB_1,63.0702821428,98713,87.1712134394,0.5735154948,78.7779970196,931.7165348553,40551,209.7260506824,2.0878746904,2.0437366667,2.4040235244,1.852465,-0.0209014,0.0499411,,10.6883510977
59,3039,session_1,rest_2,BMB_1,65.3908980621,98663,90.4937007154,0.5761677334,74.1116675806,937.8737026381,40601,210.4092414311,2.0800671285,2.0318366667,2.382536856,1.8591075,-0.0220839,0.0519557,,10.3639667206
60,3040,session_1,rest_1,BMB_1,78.1578886318,93438,115.154835968,0.6123789077,47.7085454005,936.5289042389,45826,216.7155189649,2.1845423243,2.11159,2.4580533333,2.0085425,-0.0204378,0.0711129,,8.1327796298
61,3040,session_1,rest_2,BMB_1,79.2466346318,93360,113.898202499,0.6137959721,48.1988812407,937.8467066679,45904,219.9683886734,2.1700780447,2.09258,2.4414633333,2.000295,-0.0192562,0.068045,,8.234078204
62,3041,session_1,rest_1,BMB_1,71.5787218003,97980,93.2804670969,0.5817547951,74.2575601637,984.7471851256,41284,238.4028250589,2.2560946374,2.2292633333,2.5292833333,2.0366327428,-0.0100734,0.0341036,,10.5568423462
63,3041,session_1,rest_2,BMB_1,73.0351746338,98068,95.4348710561,0.5831551784,70.9333450928,983.9097513171,41196,237.2714195596,2.2657011487,2.2250033333,2.5460466667,2.0531052447,-0.0110807,0.0345738,,10.3097509373
64,3042,session_1,rest_1,BMB_1,68.6957540805,97528,91.7011307605,0.5921077887,60.6733084409,869.9500198688,41736,199.2352416609,2.0186999346,1.9631766667,2.2820333333,1.8362601094,-0.0186442,0.0541099,,9.4867970837
65,3042,session_1,rest_2,BMB_1,69.895389571,97458,92.3482774621,0.5936220675,60.3580751578,877.3590437436,41806,199.5387778662,2.0133818281,1.9615766667,2.27502,1.828890109,-0.0195841,0.0554141,,9.5005458451
66,3044,session_1,rest_1,BMB_1,72.5597723956,98024,101.2642766538,0.5906524462,56.8720289418,919.2364420907,41240,193.9102862398,1.9687865159,1.925569847,2.2162935095,1.78817,-0.0140999,0.046223,,9.0775984628
67,3044,session_1,rest_2,BMB_1,74.17422107,98049,103.2814957836,0.592325582,54.8211640884,921.3055154556,41215,193.7917329934,1.9537437863,1.912749848,2.1946101744,1.776595,-0.0131155,0.0459669,,8.920334746
68,3045,session_1,rest_1,BMB_1,64.0872058022,104926,88.4085398524,0.5507880572,68.9080703681,887.053925671,34338,186.6015672601,1.9483711665,1.95597,2.2098866667,1.7111325,-0.0164181,0.0425083,,10.0335773801
69,3045,session_1,rest_2,BMB_1,65.0579974957,104875,89.1955636264,0.552737149,67.1538988021,885.4272167488,34389,186.0272964818,1.937047477,1.9327166667,2.20784,1.703275,-0.0169052,0.0435177,,9.9268078002
70,3047,session_1,rest_1,BMB_1,77.0707875317,98852,103.3870227135,0.6015266964,44.3809999205,841.4743710798,40412,172.9040159377,1.7432850101,1.6882801342,1.9438301545,1.6143675962,-0.0172349,0.0457695,,8.1390715101
71,3047,session_1,rest_2,BMB_1,78.8192385027,98925,104.8938896937,0.6030011504,43.3679613819,846.3753016728,40339,173.7978902344,1.7606021702,1.7014801352,1.9674701564,1.6302275972,-0.0165673,0.0466603,,8.0688713532
72,3049,session_1,rest_1,BMB_1,73.0005561969,102092,102.968755975,0.5719787905,53.6256538148,900.6101930776,37172,207.8666604633,2.1647781098,2.0917231671,2.45573,1.9749425,-0.0144715,0.0458093,,8.7464414283
73,3049,session_1,rest_2,BMB_1,73.1101011638,102000,103.0752198463,0.5731234891,52.9864942129,896.5119307418,37264,205.9238337014,2.1241048948,2.067413169,2.4107766667,1.9228425,-0.0132809,0.049523,,8.6976475246
74,3050,session_1,rest_1,BMB_1,60.7552729338,110800,87.0401980708,0.5175730724,71.2583788644,877.6522499937,28464,180.5640670888,1.9349851848,1.8924434837,2.13898017,1.7897926067,-0.00790816,0.0305491,,10.083297941
75,3050,session_1,rest_2,BMB_1,61.4573820182,110475,87.1106618293,0.5207085104,70.3630274703,875.7914274962,28789,180.8781418201,1.9041183616,1.858203481,2.1124335012,1.7587501048,-0.00738509,0.0301493,,10.0537799749
76,3051,session_1,rest_4,BMB_1,64.1698368856,96368,91.629297519,0.5962909872,58.0608673094,834.9021613813,42896,171.9684226715,1.9500945433,1.8519233333,2.2426068449,1.785625,-0.010809,0.0491723,,9.1117381011
77,3051,session_1,rest_1,BMB_1,62.0246646289,96355,86.8704621237,0.5939075241,64.1225284875,837.4869946619,42909,171.0560537942,1.9405849451,1.8414666667,2.2384068446,1.772945,-0.0107454,0.0463356,,9.6406416426
78,3051,session_1,rest_2,BMB_1,63.2293817174,96399,88.4505098858,0.5950636564,61.8400381965,837.4230943725,42865,172.7604295005,1.941372364,1.8385433333,2.2323335107,1.78276,-0.0091957,0.0467955,,9.4677022829
79,3051,session_1,rest_3,BMB_1,63.7622101379,96425,92.9861962173,0.5951181738,57.2404436368,835.7467327711,42839,170.9359083649,1.9476414304,1.8432566667,2.2473101786,1.783525,-0.0110792,0.0487714,,8.987858056
80,3052,session_1,rest_4,BMB_1,59.7157689752,106242,78.578542746,0.5504526125,66.0260170296,784.4527828286,33022,166.5703398713,2.0257200775,1.97146349,2.2873464849,1.8433926099,-0.013541,0.051744,,9.9830406039
81,3052,session_1,rest_1,BMB_1,57.7096137641,106211,75.3839535852,0.5470888313,71.5122586294,785.00054181,33053,168.2117326814,2.04201965,1.9856934911,2.3174098158,1.8503976103,-0.0127788,0.0454074,,10.413363912
82,3052,session_1,rest_2,BMB_1,59.0300424608,106214,76.9513355252,0.5491781659,68.8436546278,786.9560661463,33050,168.0067436886,2.0478859213,1.9930534917,2.3173464825,1.8595526108,-0.012394,0.0485816,,10.226671971
83,3052,session_1,rest_3,BMB_1,59.1476719974,106203,76.9260554021,0.5501576554,67.9764145954,782.381533917,33061,167.11381722,2.0522470109,1.9900534915,2.3289931482,1.8649001112,-0.0141931,0.0533469,,10.1705661343
84,3054,session_1,rest_4,BMB_1,63.7510169726,104350,84.7274070117,0.5631299675,60.1930638339,805.1176285804,34914,168.9691765728,1.9808977674,1.925100153,2.2432633333,1.7999151073,-0.00670267,0.0394618,,9.5024462211
85,3054,session_1,rest_1,BMB_1,61.7061964149,104175,81.7590800023,0.5606015666,64.7595504135,806.4895214216,35089,170.4416557181,1.9945080013,1.9218401527,2.2671133333,1.8210301085,-0.00625998,0.0374244,,9.8642196243
86,3054,session_1,rest_2,BMB_1,63.2024260252,104417,83.3618900135,0.5621750025,61.8557231619,805.1960433884,34847,169.1178526445,1.9925212827,1.9407534876,2.2543166667,1.8081026078,-0.00673229,0.0384497,,9.6590425584
87,3054,session_1,rest_3,BMB_1,63.0690349595,104065,84.5941450997,0.5628267803,60.9538821248,805.8454826575,35199,171.1197391887,2.0030575541,1.9275834865,2.2788666667,1.8295676091,-0.00718003,0.0390881,,9.526019581
88,3055,session_1,rest_4,BMB_1,60.2802656101,105543,81.948033026,0.5551403865,61.9836341746,785.0740716309,33721,158.5786574369,1.9107658567,1.8652131851,2.16521,1.727405,-0.0148991,0.0433522,,9.5801454
89,3055,session_1,rest_1,BMB_1,58.9799164599,105455,80.7910031096,0.5529788592,64.5474159142,787.8602485477,33809,158.5013325711,1.8933729846,1.8432798535,2.14655,1.7154425,-0.0143881,0.0436564,,9.7518314939
90,3055,session_1,rest_2,BMB_1,59.8934801398,105442,81.942074957,0.5544981091,62.7627339848,788.3030766936,33822,158.4727374513,1.8863498136,1.8512565195,2.1337566667,1.699245,-0.0147536,0.0451007,,9.6202479264
91,3055,session_1,rest_3,BMB_1,60.0023216752,105460,81.9208131691,0.5551683356,62.1699136449,785.0438357903,33804,157.2125188542,1.8799989773,1.8413865203,2.1207366667,1.70154,-0.0162499,0.0479476,,9.582959512
92,3056,session_1,rest_4,BMB_1,77.5053154955,94619,112.166301248,0.6111608012,44.8736521559,890.1037396761,44645,204.5154706748,1.9896288886,1.9447466667,2.2214731568,1.823105,-0.0199554,0.057962,,7.935571823
93,3056,session_1,rest_1,BMB_1,76.5954295559,94485,105.5697359958,0.6119696686,48.8544055552,888.5248216021,44779,203.972464164,2.0032088362,1.9533733333,2.2495531546,1.829345,-0.0171442,0.0537383,,8.4164728956
94,3056,session_1,rest_2,BMB_1,75.9505457617,94658,104.162935839,0.6108079022,49.6183866742,884.6029026262,44606,205.0136817083,1.9862036163,1.9386633333,2.2211864901,1.8196375,-0.0174897,0.0528287,,8.4924920318
95,3056,session_1,rest_3,BMB_1,77.5374127781,94779,113.3422685993,0.6108424796,43.5437456275,883.1491799948,44485,202.9731477552,1.9698737597,1.9288566667,2.2068998246,1.7956925,-0.0187079,0.0575733,,7.7918784484
96,3057,session_1,rest_4,BMB_1,70.7405360227,101189,95.9019478889,0.5757105499,60.3648003572,906.2820800952,38075,189.5036038277,1.9805343432,1.8906334836,2.3022968496,1.784755,-0.00721529,0.0481003,,9.4500904314
97,3057,session_1,rest_1,BMB_1,73.4657870573,101483,97.5297513958,0.5764229763,59.583075915,922.0841606096,37781,195.1009465657,2.0319800582,1.9512368217,2.3772235223,1.80875,-0.0126942,0.0396752,,9.4543885062
98,3057,session_1,rest_2,BMB_1,74.8092730158,101552,98.8813851262,0.577401582,58.3062097824,926.1391485452,37712,196.4905376699,2.0123036698,1.9159801523,2.3384601858,1.818695,-0.0127306,0.0370559,,9.3661627754
99,3057,session_1,rest_3,BMB_1,74.9019297567,101554,100.2868513985,0.5773284503,57.0564525211,924.941566016,37710,195.9248426787,2.0100534687,1.9216701527,2.3416668528,1.804755,-0.0127972,0.0398418,,9.2229594719
100,3059,session_1,rest_4,BMB_1,68.7324958467,100417,90.5418484701,0.5791939158,61.4623319972,868.5365659287,38847,199.7475434949,2.0919417101,2.0275731722,2.3530664797,1.91884,-0.0216232,0.0629667,,9.5926533487
101,3059,session_1,rest_1,BMB_1,66.6775227298,100185,91.047314782,0.5759840205,63.635539005,877.7541794764,39079,200.1716025484,2.1043526425,2.030083172,2.3766564778,1.93141,-0.0199726,0.0584326,,9.6406377451
102,3059,session_1,rest_2,BMB_1,67.1713941062,100154,90.2431059645,0.5774328452,63.5211495202,873.9917498017,39110,200.3084792927,2.103771164,2.0276931722,2.3795498109,1.929735,-0.0205068,0.060995,,9.6848589204
103,3059,session_1,rest_3,BMB_1,67.9765886189,100262,90.0768914372,0.5785518594,62.7107908928,871.0098154254,39002,199.9946594433,2.1015330773,2.0279098388,2.3675898118,1.933095,-0.0212609,0.0623853,,9.6696256002
104,3060,session_1,rest_1,BMB_1,55.5607492577,103878,79.2609805931,0.5456351458,84.1699265242,871.4293747834,35386,170.9967035572,1.9597130273,1.9298098466,2.2175333333,1.758705,-0.0151342,0.0380557,,10.9944309074
105,3060,session_1,rest_2,BMB_1,56.5640295538,103907,80.0165091059,0.5469119123,82.835645171,875.4103792675,35357,170.4879441795,1.9531683648,1.9241365138,2.20422,1.7568275,-0.0150457,0.0377006,,10.9403720438
106,3061,session_1,rest_1,BMB_1,59.3150259744,101970,81.5016284038,0.5637749513,71.7836677914,836.2636297102,37294,173.2971127809,1.9415236506,1.912619848,2.1793164935,1.7558126047,-0.0126694,0.0300557,,10.260698419
107,3061,session_1,rest_2,BMB_1,60.4299501782,101890,82.3517669159,0.565434444,70.6004268981,840.2830277869,37374,174.7019136163,1.9410118283,1.9056431819,2.18101316,1.7594851049,-0.0122368,0.0301317,,10.2035822576
108,3062,session_1,rest_4,BMB_1,77.620405651,101858,108.2068264084,0.5860549821,41.441390566,835.5668110257,37406,191.6157131748,2.069700455,2.02962,2.3549801872,1.8549001106,-0.00121408,0.0393459,,7.7219417551
109,3062,session_1,rest_1,BMB_1,75.7921957907,101650,104.3212724303,0.5858616582,43.7576117554,832.0077305429,37614,187.9678787204,2.0771203645,2.02658,2.3674801882,1.8678201113,-0.00198051,0.0433709,,7.9754369474
110,3062,session_1,rest_2,BMB_1,80.5285282441,101267,108.4381198335,0.5911337123,42.1718514959,855.3343978864,37997,194.2726487803,2.0580254547,2.0033366667,2.3367833333,1.861997611,-0.00420118,0.0382276,,7.8877649225
111,3062,session_1,rest_3,BMB_1,77.275979545,101495,108.1751661433,0.5874438765,41.6363881959,836.9586369001,37769,188.0200465047,2.0321890271,1.9803966667,2.3253635181,1.8224201086,-0.00359833,0.0453686,,7.7370681899
112,3063,session_1,rest_4,BMB_1,54.7350138565,101850,76.3474204959,0.563543294,69.8215213261,767.1001215584,37414,166.4808266465,1.9321595622,1.9074033333,2.1841235069,1.7314501032,-0.0124968,0.05202,,10.0474923262
113,3063,session_1,rest_1,BMB_1,54.2725098921,101834,74.95996002,0.5629516123,72.2968672792,769.140733862,37430,166.1311289976,1.937105159,1.90404,2.1875535072,1.745117604,-0.0131114,0.0504422,,10.2606876212
114,3063,session_1,rest_2,BMB_1,54.1488315005,101847,74.7261534747,0.563127979,71.9660585748,765.1791598762,37417,165.4142447689,1.9218504309,1.8941033333,2.1701401725,1.7268951029,-0.0110315,0.0512751,,10.2397771636
115,3063,session_1,rest_3,BMB_1,53.8917826643,101947,75.9866782323,0.5620275239,70.461866714,764.4523646691,37317,164.6031293414,1.9211356967,1.8917866667,2.1656768388,1.7306476032,-0.0123418,0.0504573,,10.0603471879
116,3064,session_1,rest_4,BMB_1,63.2197904353,105182,90.7518627826,0.5460636069,68.9540359386,898.5062931601,34082,190.4455032529,2.1024993315,2.038579838,2.4308966667,1.8754825,-0.0201309,0.0517823,,9.9006925655
117,3064,session_1,rest_1,BMB_1,63.4943628261,105391,91.3253159392,0.5450071745,68.9616626565,904.0010587666,33873,189.9164478935,2.0922568287,2.0200765061,2.4117366667,1.8799525,-0.0198838,0.0491021,,9.8986907351
118,3064,session_1,rest_2,BMB_1,63.8040583057,105391,92.4006773773,0.545671325,67.1050025374,900.2721231453,33873,188.9987314408,2.0715386259,2.0059698406,2.3897433333,1.8544,-0.0204214,0.0511525,,9.7431333698
119,3064,session_1,rest_3,BMB_1,63.7159294576,105498,92.6648108541,0.5446464873,67.467967575,904.2931077376,33766,188.5969006159,2.0782195724,2.0078098404,2.3901266667,1.87038,-0.0193891,0.0486229,,9.7587541528
120,21001,session_1,rest_2500_1,NKI_1,65.7469238431,150312,89.8815114825,0.5410304359,50.2002340243,730.8723686189,46680,297.1870793399,2.4083699252,2.3845366667,2.4153566667,2.425405461,0.00230867,0.0478319,,8.1315095459
