,Unnamed: 0,subject,session,scan,site,dvars,mean_fd,num_fd,outlier,perc_fd,quality,gcor
1970,1970,25637,session_2,rest_1,SWU_4,1.1262470162,0.0294194614,0,0.0009691736,0,0.0064242489,0.0415394643
1969,1969,25637,session_1,rest_1,SWU_4,1.1049103011,0.0823546112,0,0.0017300826,0,0.0051496162,0.136845244
1971,1971,25638,session_1,rest_1,SWU_4,1.226442999,0.0789291424,0,0.0032802893,0,0.0081957765,0.0529934894
1972,1972,25638,session_2,rest_1,SWU_4,1.2047597451,0.0573477187,0,0.0013256612,0,0.0083414229,0.0735698376
1973,1973,25639,session_1,rest_1,SWU_4,1.1133720711,0.0275983027,0,0.0013338843,0,0.008901919,0.036958378
1974,1974,25639,session_2,rest_1,SWU_4,1.1068315087,0.0386495825,1,0.0032305372,0.4115226337,0.0053019505,0.0397596513
1976,1976,25640,session_2,rest_1,SWU_4,1.1822899187,0.0358116956,0,0.0010842562,0,0.0073641616,0.0684375537
1975,1975,25640,session_1,rest_1,SWU_4,1.2543378565,0.0334699838,0,0.0007380165,0,0.0096473942,0.0982644247
1978,1978,25641,session_2,rest_1,SWU_4,1.0595528214,0.0436908192,0,0.006078843,0,0.0075721365,0.0659042112
1977,1977,25641,session_1,rest_1,SWU_4,1.0831120341,0.0437269219,0,0.0005597934,0,0.0058523293,0.1311238312
1979,1979,25642,session_1,rest_1,SWU_4,1.0724112774,0.080695334,0,0.0009542975,0,0.0078748658,0.053684829
1980,1980,25642,session_2,rest_1,SWU_4,1.1325461454,0.0644173972,0,0.0013543802,0,0.0065909371,0.0574297462
1982,1982,25643,session_2,rest_1,SWU_4,1.0961426972,0.0339026538,0,0.0014386364,0,0.0128424148,0.048157189
1981,1981,25643,session_1,rest_1,SWU_4,1.1584745076,0.0406703343,0,0.0026444628,0,0.007868644,0.0601119373
1984,1984,25644,session_2,rest_1,SWU_4,1.1957127906,0.0624860782,0,0.0019171074,0,0.0081587389,0.132884607
1983,1983,25644,session_1,rest_1,SWU_4,1.1771605079,0.0624310463,0,0.0008797107,0,0.006529436,0.1669714121
1985,1985,25645,session_1,rest_1,SWU_4,1.4142131976,0.0756107795,0,0.0018257851,0,0.0074300486,0.0614712398
1986,1986,25645,session_2,rest_1,SWU_4,1.3297395425,0.0581132775,0,0.0015317769,0,0.0090335285,0.1014519782
1987,1987,25646,session_1,rest_1,SWU_4,1.0763046015,0.1261097092,0,0.005999876,0,0.0157655431,0.0662251091
1988,1988,25646,session_2,rest_1,SWU_4,1.1112274977,0.09271315,0,0.0008583058,0,0.0144251264,0.0670044899
1989,1989,25647,session_1,rest_1,SWU_4,1.0645176434,0.0528929335,0,0.0014968595,0,0.0054473887,0.0434486879
1990,1990,25647,session_2,rest_1,SWU_4,1.1277207921,0.0650565779,0,0.0005445041,0,0.0048043711,0.1087430203
1991,1991,25648,session_1,rest_1,SWU_4,1.3169545814,0.0626311233,0,0.0008903719,0,0.0051248047,0.055683484
1992,1992,25648,session_2,rest_1,SWU_4,1.3141204455,0.0565888856,0,0.001850124,0,0.0055329466,0.1083719953
1993,1993,25649,session_1,rest_1,SWU_4,1.111319955,0.0693519477,0,0.0019059504,0,0.0084128947,0.062255567
1994,1994,25649,session_2,rest_1,SWU_4,1.117546546,0.0595337555,0,0.0008252893,0,0.0042853276,0.1880743517
1995,1995,25650,session_1,rest_1,SWU_4,1.2400951746,0.0866642018,1,0.0129515289,0.4115226337,0.0089621974,0.0555724193
1996,1996,25650,session_2,rest_1,SWU_4,1.2695213451,0.0648782392,0,0.0175583884,0,0.0097449712,0.0793521013
1998,1998,25651,session_2,rest_1,SWU_4,1.303079368,0.071420523,0,0.0007439256,0,0.0067523296,0.0736889085
1997,1997,25651,session_1,rest_1,SWU_4,1.2710326789,0.0765594048,0,0.0009315702,0,0.0054015484,0.090200142
1999,1999,25652,session_1,rest_1,SWU_4,1.1662404969,0.065477655,0,0.0010837603,0,0.0090364052,0.0472697939
2000,2000,25652,session_2,rest_1,SWU_4,1.3072329863,0.0658260097,0,0.0007844628,0,0.0130482039,0.0992243537
2002,2002,25653,session_2,rest_1,SWU_4,1.1128884538,0.0368069312,0,0.0016268182,0,0.0156203062,0.0293640816
2001,2001,25653,session_1,rest_1,SWU_4,1.2405527603,0.0425147365,0,0.0006767355,0,0.006863566,0.127328281
2003,2003,25654,session_1,rest_1,SWU_4,0.9375833877,0.0638105302,0,0.004662562,0,0.0316681219,0.033059237
2004,2004,25654,session_2,rest_1,SWU_4,1.2414498127,0.0622299407,0,0.001613595,0,0.0089233291,0.0937053575
2006,2006,25655,session_2,rest_1,SWU_4,1.1024879235,0.0683709555,0,0.0006322314,0,0.00781701,0.0594770134
2005,2005,25655,session_1,rest_1,SWU_4,0.9764658993,0.0521341994,0,0.0050330992,0,0.0140566586,0.092504429
2008,2008,25656,session_2,rest_1,SWU_4,1.1954954093,0.0598036395,0,0.0008665702,0,0.0052890062,0.0792216872
2007,2007,25656,session_1,rest_1,SWU_4,1.1675455848,0.0701989529,0,0.0007143388,0,0.0062529521,0.0893560121
2009,2009,25657,session_1,rest_1,SWU_4,1.2515984335,0.0396610594,0,0.0022703306,0,0.0112651219,0.0379614578
2010,2010,25657,session_2,rest_1,SWU_4,1.0495728332,0.058017914,0,0.0039407025,0,0.0102431298,0.1032040122
2012,2012,25658,session_2,rest_1,SWU_4,1.1215154254,0.0977509937,0,0.0008091736,0,0.0231815657,0.0174850045
2011,2011,25658,session_1,rest_1,SWU_4,1.2622473203,0.0680058214,0,0.010114876,0,0.0173872024,0.0399346742
2014,2014,25659,session_2,rest_1,SWU_4,1.0303619313,0.0410443176,0,0.0054107851,0,0.0152113355,0.063423242
2013,2013,25659,session_1,rest_1,SWU_4,0.9227622547,0.0507854082,0,0.0013192562,0,0.0168089895,0.0806778989
2015,2015,25660,session_1,rest_1,SWU_4,1.0034725007,0.0706068993,0,0.002653843,0,0.0170835708,0.0186027865
2016,2016,25660,session_2,rest_1,SWU_4,1.2802107896,0.0494838012,0,0.0039089669,0,0.0122319541,0.0302060028
2017,2017,25661,session_1,rest_1,SWU_4,1.1550602724,0.0789716107,0,0.0003212397,0,0.0057335775,0.0222305248
2018,2018,25661,session_2,rest_1,SWU_4,1.1486241347,0.0583006136,0,0.0037872314,0,0.0057243582,0.0345912577
2019,2019,25662,session_1,rest_1,SWU_4,1.1360228257,0.0671342673,0,0.0037757025,0,0.0081992189,0.0935138521
2020,2020,25662,session_2,rest_1,SWU_4,1.1628210579,0.087478416,0,0.0002995041,0,0.0041196781,0.2222923172
2022,2022,25663,session_2,rest_1,SWU_4,1.2599309027,0.0466367586,0,0.001201281,0,0.0053942172,0.0665315789
2021,2021,25663,session_1,rest_1,SWU_4,1.0924563467,0.0422779365,0,0.0004609504,0,0.0048953532,0.1205351733
2024,2024,25664,session_2,rest_1,SWU_4,1.2331542687,0.0848670553,0,0.0005940496,0,0.0117478246,0.0942348483
2023,2023,25664,session_1,rest_1,SWU_4,1.2389962828,0.0904827498,0,0.0004180992,0,0.010020273,0.1480105984
2025,2025,25665,session_1,rest_1,SWU_4,1.1806140185,0.0743037559,0,0.0005045041,0,0.0038972308,0.1159480049
2026,2026,25665,session_2,rest_1,SWU_4,1.1033014286,0.0851741443,0,0.0009894215,0,0.0050185876,0.1820454405
2027,2027,25666,session_1,rest_1,SWU_4,1.0954694591,0.0949321706,0,0.0017216942,0,0.0188377069,0.0628822705
2028,2028,25666,session_2,rest_1,SWU_4,1.4872288812,0.0895120293,0,0.0007103306,0,0.0074909722,0.1082394956
2030,2030,25667,session_2,rest_1,SWU_4,1.1791887946,0.0290392147,0,0.0013033058,0,0.0054220157,0.1427939944
2029,2029,25667,session_1,rest_1,SWU_4,1.2255564723,0.0284497472,0,0.0010150413,0,0.005695889,0.1432219203
2032,2032,25668,session_2,rest_1,SWU_4,1.0651411228,0.0446780228,0,0.0006822314,0,0.0170398026,0.0602620374
2031,2031,25668,session_1,rest_1,SWU_4,1.1484817919,0.0426761758,0,0.0048550413,0,0.0064402232,0.0786897652
2034,2034,25669,session_2,rest_1,SWU_4,1.2137317452,0.1169113196,0,0.0014111157,0,0.0109791341,0.0425624773
2033,2033,25669,session_1,rest_1,SWU_4,1.1642983443,0.1184314406,0,0.001434876,0,0.0129967331,0.0758525608
2035,2035,25670,session_1,rest_1,SWU_4,1.2757007051,0.0617912489,0,0.0017097521,0,0.0046384995,0.027695878
2036,2036,25670,session_2,rest_1,SWU_4,1.1792002018,0.0754931946,0,0.0006843802,0,0.0069353702,0.1666356387
2037,2037,25671,session_1,rest_1,SWU_4,1.2084353861,0.0851769675,0,0.0016869835,0,0.0097325245,0.0672549751
2038,2038,25671,session_2,rest_1,SWU_4,1.1221165918,0.04951668,0,0.0015674793,0,0.0113093004,0.1064519742
2040,2040,25672,session_2,rest_1,SWU_4,1.1145821563,0.0506895588,0,0.0011058264,0,0.0127226465,0.0575267846
2039,2039,25672,session_1,rest_1,SWU_4,1.1251289143,0.0507030412,0,0.000615124,0,0.0037560747,0.1600474182
2042,2042,25673,session_2,rest_1,SWU_4,1.1248812133,0.0559555439,0,0.0027840909,0,0.0075387399,0.0488197137
2041,2041,25673,session_1,rest_1,SWU_4,1.0878047571,0.0475757676,0,0.0006563636,0,0.0075682181,0.1479839841
2044,2044,25674,session_2,rest_1,SWU_4,1.1775854278,0.0348822925,0,0.0006661983,0,0.0085187982,0.0419931664
2043,2043,25674,session_1,rest_1,SWU_4,1.1578736689,0.061771568,0,0.0018655785,0,0.0111959105,0.1177539931
2046,2046,25675,session_2,rest_1,SWU_4,1.2831882245,0.0865957322,0,0.0007129752,0,0.0059248298,0.0649171139
2045,2045,25675,session_1,rest_1,SWU_4,1.1042832379,0.1243964327,0,0.0011892149,0,0.0112055628,0.0679331635
2047,2047,25676,session_1,rest_1,SWU_4,1.0463544788,0.05303058,0,0.0014883471,0,0.0129106452,0.0516926081
2048,2048,25676,session_2,rest_1,SWU_4,1.0095697991,0.0573832654,0,0.0004133884,0,0.0061037082,0.0759373328
2050,2050,25677,session_2,rest_1,SWU_4,1.1198243273,0.0358486452,0,0.0004853719,0,0.0072523362,0.0768412426
2049,2049,25677,session_1,rest_1,SWU_4,1.2021821442,0.0485265907,0,0.0003645455,0,0.0069358114,0.1166109499
2052,2052,25678,session_2,rest_1,SWU_4,1.1294829127,0.0356074705,0,0.0006631818,0,0.0064668907,0.107870357
2051,2051,25678,session_1,rest_1,SWU_4,1.1089260617,0.0382440364,0,0.0004193388,0,0.0050718548,0.1249402832
2054,2054,25679,session_2,rest_1,SWU_4,1.2009384109,0.0471126223,0,0.0008966942,0,0.0048674722,0.0678549938
2053,2053,25679,session_1,rest_1,SWU_4,1.1781091563,0.0517290822,0,0.0008415289,0,0.0051984813,0.1212868577
2055,2055,25680,session_1,rest_1,SWU_4,1.0922619977,0.049817637,0,0.0015019421,0,0.0050448781,0.0675573049
2056,2056,25680,session_2,rest_1,SWU_4,1.1560879116,0.0890913575,0,0.0042828099,0,0.0050460114,0.1006354599
2058,2058,25681,session_2,rest_1,SWU_4,1.1714379777,0.0512527154,1,0.0027693802,0.4115226337,0.0083292501,0.0679489603
2057,2057,25681,session_1,rest_1,SWU_4,1.1612411858,0.059675651,0,0.0017522727,0,0.0047959916,0.1340528555
2059,2059,25682,session_1,rest_1,SWU_4,1.1843082745,0.0502842599,0,0.0142954959,0,0.0093539706,0.0564254118
2060,2060,25682,session_2,rest_1,SWU_4,1.0497716094,0.0495108388,1,0.0027916116,0.4115226337,0.00617358,0.0827397904
2062,2062,25683,session_2,rest_1,SWU_4,1.1626088839,0.0489806807,0,0.0016899587,0,0.0154503064,0.0469226217
2061,2061,25683,session_1,rest_1,SWU_4,1.1520984753,0.040245331,0,0.0017902893,0,0.0153568216,0.0536068305
2063,2063,25684,session_1,rest_1,SWU_4,1.1014927893,0.0801388528,0,0.0038895868,0,0.0149164269,0.0303099055
2064,2064,25684,session_2,rest_1,SWU_4,1.0552167312,0.0784111426,0,0.0019885124,0,0.0140914531,0.0470171622
2065,2065,25685,session_1,rest_1,SWU_4,1.2849494359,0.0863122377,0,0.0042039669,0,0.0095476462,0.0152583596
2066,2066,25685,session_2,rest_1,SWU_4,1.1936351156,0.0861282568,0,0.0114479339,0,0.0148093336,0.0399835053
2068,2068,25686,session_2,rest_1,SWU_4,0.9417926691,0.0555987612,0,0.0011993802,0,0.0151894261,0.0592395026
2067,2067,25686,session_1,rest_1,SWU_4,1.0201779349,0.0528964773,0,0.0032914463,0,0.0122799636,0.1040129402
2069,2069,25687,session_1,rest_1,SWU_4,1.2124279012,0.0880055284,0,0.0008436777,0,0.0067045875,0.063087788
2070,2070,25687,session_2,rest_1,SWU_4,1.2568075173,0.0733466284,0,0.0006944215,0,0.0066991116,0.1107552169
2072,2072,25688,session_2,rest_1,SWU_4,1.1780952135,0.0794946957,0,0.000955,0,0.0079349888,0.0254118989
2071,2071,25688,session_1,rest_1,SWU_4,1.0517678171,0.0495457853,0,0.0017823967,0,0.0073123745,0.0645805655
2073,2073,25689,session_1,rest_1,SWU_4,1.1028982443,0.0993754804,0,0.0010514463,0,0.0053370445,0.0355304462
2074,2074,25689,session_2,rest_1,SWU_4,1.0974214743,0.1279971102,0,0.0011695455,0,0.0067511993,0.1518711575
2076,2076,25690,session_2,rest_1,SWU_4,1.1579316264,0.0471864352,0,0.000465124,0,0.0043965783,0.06125673
2075,2075,25690,session_1,rest_1,SWU_4,1.1383397412,0.0537967805,0,0.0017047107,0,0.0075829742,0.0790675556
2078,2078,25691,session_2,rest_1,SWU_4,1.0805589549,0.0250457306,0,0.0012958678,0,0.0103833564,0.0708059283
2077,2077,25691,session_1,rest_1,SWU_4,1.1576435298,0.0324142486,0,0.000478595,0,0.0054868068,0.119056473
2080,2080,25692,session_2,rest_1,SWU_4,1.0406908764,0.0811196808,0,0.0016909091,0,0.0067943827,0.0299455973
2079,2079,25692,session_1,rest_1,SWU_4,1.0013279308,0.0643388045,0,0.0012241736,0,0.0090190056,0.0389332241
2082,2082,25693,session_2,rest_1,SWU_4,1.2556549613,0.0539944788,0,0.0042117769,0,0.0105167429,0.042950904
2081,2081,25693,session_1,rest_1,SWU_4,0.9728792695,0.0865431634,0,0.0036180992,0,0.017708888,0.0607139793
2084,2084,25694,session_2,rest_1,SWU_4,1.1959780994,0.0790434095,0,0.0053955785,0,0.0092031286,0.0556743208
2083,2083,25694,session_1,rest_1,SWU_4,1.0255796579,0.060163753,0,0.0079793388,0,0.0209622857,0.0703826382
2085,2085,25695,session_1,rest_1,SWU_4,1.1409396851,0.0470163205,0,0.0005469008,0,0.004461946,0.0655938044
2086,2086,25695,session_2,rest_1,SWU_4,1.204334127,0.0549020615,0,0.0033745455,0,0.0067074942,0.0986643638
2088,2088,25696,session_2,rest_1,SWU_4,1.0074741436,0.0723388565,0,0.0054254132,0,0.0215037427,0.0331452179
2087,2087,25696,session_1,rest_1,SWU_4,1.0851268306,0.0722566472,0,0.0015620248,0,0.0109089848,0.064128919
2089,2089,25697,session_1,rest_1,SWU_4,1.1288541799,0.0313002238,0,0.0005014876,0,0.0034567719,0.0958276732
2090,2090,25697,session_2,rest_1,SWU_4,1.1426271085,0.0256444273,0,0.0006009504,0,0.0056835633,0.1030401555
2092,2092,25698,session_2,rest_1,SWU_4,1.2753067753,0.0346919277,0,0.0071133884,0,0.0080338577,0.0443797051
2091,2091,25698,session_1,rest_1,SWU_4,1.0077697488,0.0237774781,0,0.0016068595,0,0.0063035564,0.058662633
2093,2093,25699,session_1,rest_1,SWU_4,1.1237677306,0.0682843809,0,0.0046377686,0,0.0086918699,0.0959668153
2094,2094,25699,session_2,rest_1,SWU_4,1.1873301739,0.044933497,0,0.0008207851,0,0.0052574041,0.135675027
2095,2095,25700,session_1,rest_1,SWU_4,1.0412674829,0.1368835111,0,0.0045054545,0,0.0157308211,0.0270656388
2096,2096,25700,session_2,rest_1,SWU_4,1.1237897984,0.1294224364,0,0.0031127273,0,0.0062097578,0.0614563488
2097,2097,25701,session_1,rest_1,SWU_4,0.9850414931,0.0614083231,0,0.0008366529,0,0.0080855003,0.0434193396
2098,2098,25701,session_2,rest_1,SWU_4,1.0421011655,0.0472037559,0,0.0005169008,0,0.0055694693,0.1564077216
2099,2099,25702,session_1,rest_1,SWU_4,1.2286121701,0.0560030099,0,0.0132432645,0,0.0213242915,0.0297414349
2100,2100,25702,session_2,rest_1,SWU_4,1.146734222,0.0365262443,0,0.0003983884,0,0.0106971993,0.0668596251
2102,2102,25703,session_2,rest_1,SWU_4,0.8285420928,0.0936997262,1,0.0030787603,0.4115226337,0.0207670644,0.0224497616
2101,2101,25703,session_1,rest_1,SWU_4,1.1040800354,0.0628760086,0,0.0029028512,0,0.0078491437,0.095054272
2103,2103,25704,session_1,rest_1,SWU_4,1.0838900279,0.0475834617,0,0.001395124,0,0.0195616665,0.0224147256
2104,2104,25704,session_2,rest_1,SWU_4,1.3361732481,0.0465473526,0,0.0114561157,0,0.0129751663,0.0617805022
2105,2105,25705,session_1,rest_1,SWU_4,1.1036882617,0.0495228533,0,0.0081019835,0,0.0136605043,0.0242584551
2106,2106,25705,session_2,rest_1,SWU_4,1.0830509243,0.0487926712,0,0.0080226033,0,0.0118578088,0.0962697109
2108,2108,25706,session_2,rest_1,SWU_4,1.2688033985,0.0565543595,0,0.0008294215,0,0.0107756424,0.0724939073
2107,2107,25706,session_1,rest_1,SWU_4,1.1963649523,0.0797507302,0,0.0012619008,0,0.0100454134,0.1600818585
2109,2109,25707,session_1,rest_1,SWU_4,1.1013896577,0.0592635679,1,0.0059113223,0.4115226337,0.0089640822,0.0833592644
2110,2110,25707,session_2,rest_1,SWU_4,1.1357261414,0.0575249621,1,0.0048528512,0.4115226337,0.0091819123,0.1101727166
2112,2112,25708,session_2,rest_1,SWU_4,1.1806981926,0.1502204662,0,0.0020793802,0,0.0095316846,0.065962812
2111,2111,25708,session_1,rest_1,SWU_4,1.1110307277,0.1407499355,0,0.0012688843,0,0.0063368067,0.1329245971
2113,2113,25709,session_1,rest_1,SWU_4,1.196107843,0.0597247731,0,0.0020296281,0,0.0096847761,0.0261221378
2114,2114,25709,session_2,rest_1,SWU_4,1.1995949294,0.063799372,1,0.0046857025,0.4115226337,0.0076684553,0.0699730627
2116,2116,25710,session_2,rest_1,SWU_4,1.0937864359,0.0374251926,0,0.000592438,0,0.0087653146,0.044267809
2115,2115,25710,session_1,rest_1,SWU_4,1.1803893666,0.0424660261,0,0.0017646694,0,0.0088370706,0.0727204711
2117,2117,25711,session_1,rest_1,SWU_4,1.0641689821,0.0560768814,0,0.0005269835,0,0.0056282818,0.1039834478
2118,2118,25711,session_2,rest_1,SWU_4,1.0998835681,0.0551040782,0,0.0011304132,0,0.0069442987,0.1201944074
2119,2119,25712,session_1,rest_1,SWU_4,1.1225620198,0.0436504866,0,0.0005339669,0,0.0043052973,0.0518238581
2120,2120,25712,session_2,rest_1,SWU_4,1.004275812,0.0560835223,0,0.0015879752,0,0.0118934186,0.0575514559
2122,2122,25713,session_2,rest_1,SWU_4,1.245100737,0.0762388084,0,0.0133495455,0,0.0116500616,0.0224222498
2121,2121,25713,session_1,rest_1,SWU_4,1.0222520194,0.0748687257,0,0.0019937603,0,0.0196775949,0.0365074299
2124,2124,25714,session_2,rest_1,SWU_4,1.0937009959,0.1352924286,0,0.0172535124,0,0.0207453307,0.0276512083
2123,2123,25714,session_1,rest_1,SWU_4,0.9215903397,0.0678464124,0,0.0009506198,0,0.0146495065,0.0405878706
2126,2126,25715,session_2,rest_1,SWU_4,1.1819635177,0.0660206636,1,0.0126892149,0.4115226337,0.0079461656,0.0751268195
2125,2125,25715,session_1,rest_1,SWU_4,1.1590001609,0.0397935557,0,0.0054634711,0,0.0052412046,0.0807041873
2127,2127,25716,session_1,rest_1,SWU_4,1.0852083003,0.0452027439,0,0.0009730579,0,0.0082241371,0.0557087452
2128,2128,25716,session_2,rest_1,SWU_4,1.0740095321,0.0424233674,0,0.0017694628,0,0.0094145077,0.057561443
2129,2129,25717,session_1,rest_1,SWU_4,1.1219061856,0.0830200541,0,0.0040014463,0,0.0073138,0.1274319802
2130,2130,25717,session_2,rest_1,SWU_4,1.009906842,0.0807082936,0,0.0002642562,0,0.0072504647,0.1322016695
2131,2131,25718,session_1,rest_1,SWU_4,1.2522983711,0.0705758024,0,0.0005979752,0,0.0085793599,0.0511157097
2132,2132,25718,session_2,rest_1,SWU_4,1.2145308126,0.0764202241,0,0.0007388017,0,0.0132018245,0.0871556162
2134,2134,25719,session_2,rest_1,SWU_4,1.0733901853,0.1054273836,0,0.0008722727,0,0.0081999108,0.0418235397
2133,2133,25719,session_1,rest_1,SWU_4,1.1405529994,0.0963659371,0,0.0006423967,0,0.0065216313,0.0876567037
2136,2136,25720,session_2,rest_1,SWU_4,1.0976404392,0.0234044963,0,0.0009920661,0,0.0044614216,0.0726681183
2135,2135,25720,session_1,rest_1,SWU_4,1.05016765,0.0245354875,0,0.0004900826,0,0.0032947055,0.1306878061
2138,2138,25721,session_2,rest_1,SWU_4,1.1007403422,0.0834673631,0,0.0029110744,0,0.0153895865,0.0614659093
2137,2137,25721,session_1,rest_1,SWU_4,1.2067512919,0.0941864972,0,0.0030960331,0,0.0085299571,0.0908313853
2139,2139,25722,session_1,rest_1,SWU_4,1.2276476501,0.0904369847,0,0.0005121488,0,0.0051016418,0.0755876482
2140,2140,25722,session_2,rest_1,SWU_4,1.136112621,0.0810525995,0,0.000458843,0,0.0072960929,0.1217968016
2141,2141,25723,session_1,rest_1,SWU_4,1.1769997744,0.0851822828,0,0.0004620248,0,0.0043546235,0.0576784401
2142,2142,25723,session_2,rest_1,SWU_4,1.0718636866,0.1397179295,0,0.0022061157,0,0.0067608683,0.1111906235
2144,2144,25724,session_2,rest_1,SWU_4,1.1558105184,0.0460944745,0,0.004258719,0,0.0106881816,0.0645269532
2143,2143,25724,session_1,rest_1,SWU_4,1.168070828,0.0300451008,0,0.0044391736,0,0.0057884967,0.1730872456
2146,2146,25725,session_2,rest_1,SWU_4,1.0998784586,0.0950738895,0,0.0073459917,0,0.0152936406,0.0378614767
2145,2145,25725,session_1,rest_1,SWU_4,1.150633475,0.1243439421,0,0.0081214463,0,0.007311025,0.0900094912
2147,2147,25726,session_1,rest_1,SWU_4,1.1241635861,0.047242166,0,0.0011492149,0,0.0051991605,0.1048532217
2148,2148,25726,session_2,rest_1,SWU_4,1.1455209885,0.0633625822,0,0.0016558678,0,0.011529924,0.1259570495
2150,2150,25727,session_2,rest_1,SWU_4,1.0974525159,0.0728584921,0,0.0005587603,0,0.0061452619,0.0421844145
2149,2149,25727,session_1,rest_1,SWU_4,1.0846840727,0.0845698619,0,0.0013410331,0,0.0054968716,0.2288261073
2151,2151,25728,session_1,rest_1,SWU_4,1.1090125736,0.0694974714,0,0.0019497934,0,0.0087253652,0.0746930818
2152,2152,25728,session_2,rest_1,SWU_4,1.1837606443,0.0668664543,0,0.0022472727,0,0.0061664452,0.1238163432
2153,2153,25729,session_1,rest_1,SWU_4,1.2322850304,0.0729058657,0,0.000831281,0,0.0048489655,0.0911051735
2154,2154,25729,session_2,rest_1,SWU_4,1.1987321658,0.073582214,0,0.0027740083,0,0.0116227265,0.0962791285
2155,2155,25730,session_1,rest_1,SWU_4,1.2225079151,0.0358715607,0,0.0020065702,0,0.0060290968,0.02360099
2156,2156,25730,session_2,rest_1,SWU_4,1.2611287509,0.0334087181,0,0.0012476033,0,0.0056750228,0.1629532978
2158,2158,25731,session_2,rest_1,SWU_4,0.9956879011,0.07851155,0,0.0018623967,0,0.0214831719,0.0418144381
2157,2157,25731,session_1,rest_1,SWU_4,1.1198833971,0.0641647185,0,0.0016002066,0,0.0056034119,0.1053574609
2160,2160,25732,session_2,rest_1,SWU_4,1.0832315701,0.0611683242,0,0.0018901653,0,0.0089320842,0.078688059
2159,2159,25732,session_1,rest_1,SWU_4,1.0774620983,0.0646856962,0,0.0009530579,0,0.00736292,0.1034995122
2162,2162,25733,session_2,rest_1,SWU_4,1.0908477921,0.0289198612,0,0.0008111157,0,0.0057661181,0.0289510925
2161,2161,25733,session_1,rest_1,SWU_4,1.10730998,0.0481196865,0,0.0035156612,0,0.0156892562,0.0359022612
2163,2163,25734,session_1,rest_1,SWU_4,1.0615646106,0.0679322138,0,0.0011150826,0,0.0123301719,0.0448692032
2164,2164,25734,session_2,rest_1,SWU_4,1.1443290417,0.0624084765,0,0.0004729752,0,0.0081592669,0.1059249928
2166,2166,25735,session_2,rest_1,SWU_4,1.1254945889,0.0654849643,0,0.0053842149,0,0.0083756033,0.0948652694
2165,2165,25735,session_1,rest_1,SWU_4,1.1147884298,0.0387800621,0,0.0004470248,0,0.005117684,0.2033066009
2168,2168,25736,session_2,rest_1,SWU_4,1.0092529709,0.0792388526,0,0.0012307851,0,0.0127504725,0.0428271752
2167,2167,25736,session_1,rest_1,SWU_4,1.1117776212,0.1240732672,0,0.0042542975,0,0.0139284623,0.0543137502
2169,2169,25737,session_1,rest_1,SWU_4,1.1490187973,0.0410649956,0,0.0020411157,0,0.0054629948,0.091908107
2170,2170,25737,session_2,rest_1,SWU_4,1.0404806025,0.0303104708,0,0.0021123554,0,0.006617423,0.1485467036
2171,2171,25738,session_1,rest_1,SWU_4,1.0484870555,0.0748547003,0,0.0012474793,0,0.0052220741,0.0509587195
2172,2172,25738,session_2,rest_1,SWU_4,1.0582981286,0.060419975,0,0.0021923967,0,0.011331055,0.0967917852
2174,2174,25739,session_2,rest_1,SWU_4,1.1954501395,0.0620599435,0,0.0017944215,0,0.0174295314,0.0220043603
2173,2173,25739,session_1,rest_1,SWU_4,1.3365245024,0.0729532196,0,0.0008415289,0,0.0083129537,0.0837349043
2175,2175,25740,session_1,rest_1,SWU_4,1.1731241353,0.0981138422,0,0.0018761983,0,0.0066469636,0.0576685732
2176,2176,25740,session_2,rest_1,SWU_4,1.2618821586,0.0771666586,0,0.0008566942,0,0.0085696057,0.0738743124
2178,2178,25741,session_2,rest_1,SWU_4,1.1805813835,0.0559591678,0,0.0006065289,0,0.0056824367,0.179002447
2177,2177,25741,session_1,rest_1,SWU_4,1.1568835276,0.0719893715,0,0.0007820661,0,0.0073248813,0.2569263372
2180,2180,25742,session_2,rest_1,SWU_4,1.0841950802,0.0831789374,0,0.000795124,0,0.005053926,0.1006116523
2179,2179,25742,session_1,rest_1,SWU_4,1.1206092391,0.0628081692,0,0.0008523967,0,0.0045442287,0.167613411
2182,2182,25743,session_2,rest_1,SWU_4,0.9720521334,0.0831477657,0,0.0160066116,0,0.0144393447,0.0405028407
2181,2181,25743,session_1,rest_1,SWU_4,1.2739241993,0.0824048832,0,0.0016346694,0,0.0060791057,0.1244727686
2183,2183,25744,session_1,rest_1,SWU_4,1.0491484609,0.1260583109,0,0.0015977686,0,0.0129168889,0.0532228913
2184,2184,25744,session_2,rest_1,SWU_4,1.345416832,0.0696413553,0,0.008847562,0,0.0060820755,0.0598697129
2186,2186,25745,session_2,rest_1,SWU_4,1.1156216141,0.0237621669,0,0.000841157,0,0.0061237914,0.0560166186
2185,2185,25745,session_1,rest_1,SWU_4,1.1203627511,0.0491362014,0,0.0009410331,0,0.005724144,0.1437204268
2187,2187,25746,session_2,rest_1,SWU_4,1.1596124516,0.0240975453,0,0.0005504132,0,0.0053782826,0.1475720834
2189,2189,25747,session_2,rest_1,SWU_4,1.0086345995,0.0528935932,0,0.0076943802,0,0.0241063889,0.0176753251
2188,2188,25747,session_1,rest_1,SWU_4,0.9427271459,0.1104826161,0,0.0027050413,0,0.0329953591,0.0309494151
2191,2191,25748,session_2,rest_1,SWU_4,1.1959414439,0.0388406135,0,0.0003060744,0,0.0048720462,0.0715293585
