,Unnamed: 0,subject,session,scan,site,dvars,mean_fd,num_fd,outlier,perc_fd,quality,gcor
1087,1087,25376,session_1,rest_1,LMU_2,1.1701272925,0.0931027971,0,0.0020480833,0,0.0104263324,0.0971475496
1092,1092,25377,session_1,rest_2,LMU_2,1.1483785014,0.1124294134,0,0.0006080833,0,0.0046957347,0.1261395821
1093,1093,25377,session_1,rest_3,LMU_2,1.1013311682,0.1459746461,0,0.0007605833,0,0.0058224573,0.1357948837
1091,1091,25377,session_1,rest_1,LMU_2,1.086144005,0.1972726822,0,0.0004616667,0,0.0050255448,0.145605183
1090,1090,25377,session_1,rest_4,LMU_2,1.0959851891,0.1173716298,0,0.0004834167,0,0.0051880801,0.1722322065
1097,1097,25378,session_1,rest_3,LMU_2,1.0992743359,0.119737609,0,0.0006144167,0,0.0140656525,0.0579634926
1095,1095,25378,session_1,rest_1,LMU_2,1.1590780413,0.0630686471,0,0.0005399167,0,0.0086540278,0.076486939
1096,1096,25378,session_1,rest_2,LMU_2,1.1314576351,0.1155399424,0,0.000838,0,0.0098611385,0.0783517297
1094,1094,25378,session_1,rest_4,LMU_2,1.1562941152,0.0546142243,0,0.0006506667,0,0.0083089139,0.0962692373
1100,1100,25379,session_1,rest_2,LMU_2,1.0577603356,0.1684205093,0,0.0024830833,0,0.0276709242,0.0141877465
1101,1101,25379,session_1,rest_3,LMU_2,1.0849273138,0.1413206141,0,0.0039991667,0,0.027563675,0.0195940323
1098,1098,25379,session_1,rest_4,LMU_2,1.0504097371,0.1496417675,0,0.0027744167,0,0.026049605,0.0249328557
1099,1099,25379,session_1,rest_1,LMU_2,1.1749189054,0.1644387712,0,0.0008765833,0,0.010400725,0.061084257
1105,1105,25380,session_1,rest_3,LMU_2,1.0726005237,0.0684040369,0,0.0005704167,0,0.0067003798,0.1498450868
1102,1102,25380,session_1,rest_4,LMU_2,1.0752604451,0.1254140868,0,0.0005980833,0,0.0066252108,0.1611390885
1104,1104,25380,session_1,rest_2,LMU_2,1.0672597728,0.1027987712,0,0.0006629167,0,0.0057565227,0.2039419247
1103,1103,25380,session_1,rest_1,LMU_2,1.0970351226,0.083557408,0,0.0005285833,0,0.007009077,0.2062918021
1109,1109,25381,session_1,rest_3,LMU_2,0.9524963133,0.0955850207,0,0.00603625,0,0.0179556897,0.0323456257
1108,1108,25381,session_1,rest_2,LMU_2,0.9450967125,0.0888780143,0,0.0048009167,0,0.0173574,0.0330298202
1107,1107,25381,session_1,rest_1,LMU_2,0.9307408794,0.0798532554,0,0.0012554167,0,0.0131096019,0.0596892939
1106,1106,25381,session_1,rest_4,LMU_2,1.0827460649,0.0742447652,0,0.0010561667,0,0.0056020085,0.0964509128
1113,1113,25382,session_1,rest_3,LMU_2,0.9647737511,0.0824918625,0,0.0007701667,0,0.0136323766,0.1443146304
1110,1110,25382,session_1,rest_4,LMU_2,1.208027836,0.0770067639,0,0.0010134167,0,0.0069711497,0.1955303778
1112,1112,25382,session_1,rest_2,LMU_2,1.0842571866,0.0782989766,0,0.00136975,0,0.0068636323,0.2446763202
1111,1111,25382,session_1,rest_1,LMU_2,1.1188384524,0.0745311308,0,0.0019409167,0,0.0046562097,0.2471582803
1115,1115,25383,session_1,rest_1,LMU_2,1.1971036105,0.27559074,0,0.00181975,0,0.0159831469,0.0611967346
1116,1116,25383,session_1,rest_2,LMU_2,1.2298763255,0.3461852362,1,0.00218975,0.826446281,0.0171435467,0.0617438024
1114,1114,25383,session_1,rest_4,LMU_2,1.165931543,0.2313637613,1,0.0029606667,0.826446281,0.0131354974,0.0625650001
1117,1117,25383,session_1,rest_3,LMU_2,1.2298603438,0.3982397618,3,0.002847,2.479338843,0.0197784804,0.0656378281
1121,1121,25384,session_1,rest_3,LMU_2,1.0246645534,0.1045597247,0,0.0008095833,0,0.0166776278,0.0685887691
1118,1118,25384,session_1,rest_4,LMU_2,1.1281373415,0.104130275,0,0.00092675,0,0.0110195589,0.0897464223
1120,1120,25384,session_1,rest_2,LMU_2,1.0368642825,0.0751181219,0,0.0009654167,0,0.0081432555,0.1369644423
1119,1119,25384,session_1,rest_1,LMU_2,1.0207202876,0.0646464411,0,0.0005619167,0,0.0078005515,0.165500724
1124,1124,25385,session_1,rest_2,LMU_2,1.0424520151,0.283541626,0,0.0015009167,0,0.0307386475,0.0409848709
1123,1123,25385,session_1,rest_1,LMU_2,1.1533110428,0.2932636681,0,0.0006966667,0,0.0108343114,0.0814819707
1125,1125,25385,session_1,rest_3,LMU_2,1.155959654,0.2186847373,0,0.00187375,0,0.0134683488,0.1222884658
1122,1122,25385,session_1,rest_4,LMU_2,1.2226832548,0.2465819579,2,0.0078634167,1.652892562,0.0131120663,0.1274570628
1126,1126,25386,session_1,rest_4,LMU_2,1.1800138529,0.1335673848,2,0.0133221667,1.652892562,0.0143614538,0.0538078893
1127,1127,25386,session_1,rest_1,LMU_2,1.072991972,0.1046570603,0,0.0081518333,0,0.0171146542,0.0540437343
1128,1128,25386,session_1,rest_2,LMU_2,1.0828080862,0.1124567615,0,0.005817,0,0.0110462519,0.0666146468
1129,1129,25386,session_1,rest_3,LMU_2,1.0996216663,0.1151110806,0,0.0009761667,0,0.0092530042,0.0961584945
1132,1132,25387,session_1,rest_2,LMU_2,1.0936967301,0.0465347467,0,0.00046575,0,0.0073770527,0.0796310736
1133,1133,25387,session_1,rest_3,LMU_2,1.0867495353,0.0287581025,0,0.0006419167,0,0.0060006581,0.1016653316
1130,1130,25387,session_1,rest_4,LMU_2,1.1086943299,0.0258162967,0,0.0006845833,0,0.0050568976,0.1361178035
1131,1131,25387,session_1,rest_1,LMU_2,1.1169167491,0.0376840303,0,0.00043175,0,0.0058916595,0.1563388204
1137,1137,25388,session_1,rest_3,LMU_2,1.1422159774,0.0342447272,0,0.0006505,0,0.0041076669,0.1321196547
1136,1136,25388,session_1,rest_2,LMU_2,1.1618676155,0.0328477743,0,0.00086225,0,0.0050981209,0.1327970018
1134,1134,25388,session_1,rest_4,LMU_2,1.1756357173,0.0272711688,0,0.0007786667,0,0.0040087558,0.1430911172
1135,1135,25388,session_1,rest_1,LMU_2,1.1707977512,0.0292364204,0,0.0005833333,0,0.0040835633,0.164284774
1141,1141,25389,session_1,rest_3,LMU_2,1.1497956363,0.0600160864,0,0.0010290833,0,0.0069166291,0.1342414093
1139,1139,25389,session_1,rest_1,LMU_2,1.1361611008,0.0460595037,0,0.0008841667,0,0.0058764302,0.1545133432
1138,1138,25389,session_1,rest_4,LMU_2,1.1770647619,0.0320333005,0,0.0004838333,0,0.0042848392,0.1859167157
1140,1140,25389,session_1,rest_2,LMU_2,1.1702977107,0.0519296933,0,0.00105925,0,0.0049164532,0.1863948718
1142,1142,25390,session_1,rest_4,LMU_2,1.0880261852,0.0574453523,0,0.0009880833,0,0.0110206438,0.0341880021
1143,1143,25390,session_1,rest_1,LMU_2,1.1341064875,0.0426092572,0,0.00065725,0,0.0046886768,0.0664956457
1145,1145,25390,session_1,rest_3,LMU_2,1.1511620565,0.0492766268,0,0.0007939167,0,0.0053071078,0.1021208914
1144,1144,25390,session_1,rest_2,LMU_2,1.1689471428,0.0389465203,0,0.0006641667,0,0.0047721441,0.1681806303
1146,1146,25391,session_1,rest_4,LMU_2,1.0944425935,0.0331215822,0,0.00056525,0,0.0061436168,0.0977806291
1149,1149,25391,session_1,rest_3,LMU_2,1.1861489876,0.0381669306,0,0.0010249167,0,0.0053006205,0.1097708673
1148,1148,25391,session_1,rest_2,LMU_2,1.1458922321,0.0269790211,0,0.00088675,0,0.0054848322,0.1384089921
1147,1147,25391,session_1,rest_1,LMU_2,1.1502386591,0.03464536,0,0.0008599167,0,0.0055690135,0.170692832
1151,1151,25392,session_1,rest_1,LMU_2,1.1304050338,0.0605182986,0,0.0005715,0,0.006941176,0.0762485101
1152,1152,25392,session_1,rest_2,LMU_2,1.0869588392,0.0705086178,0,0.00076575,0,0.0069837296,0.0939540808
1153,1153,25392,session_1,rest_3,LMU_2,1.1359120343,0.1083672959,0,0.00070775,0,0.0075729364,0.0976644682
1150,1150,25392,session_1,rest_4,LMU_2,1.1790151383,0.0490937042,0,0.0009683333,0,0.0058860284,0.0993491955
1156,1156,25393,session_1,rest_2,LMU_2,1.1393921144,0.0467321148,0,0.0012615833,0,0.0048401771,0.1018521864
1154,1154,25393,session_1,rest_4,LMU_2,1.0919019776,0.0319374636,0,0.000972,0,0.0062878598,0.1077621281
1157,1157,25393,session_1,rest_3,LMU_2,1.1569143245,0.0424417438,0,0.0007135,0,0.0050415174,0.134180397
1155,1155,25393,session_1,rest_1,LMU_2,1.1892732878,0.0464464476,0,0.0005393333,0,0.0039881623,0.1723075129
1161,1161,25394,session_1,rest_3,LMU_2,1.1361049073,0.0468001796,0,0.0032905833,0,0.0076944407,0.0758549497
1160,1160,25394,session_1,rest_2,LMU_2,1.1948317014,0.0618924689,0,0.0033579167,0,0.0068596789,0.0859598647
1159,1159,25394,session_1,rest_1,LMU_2,1.1374153422,0.048794377,0,0.0014723333,0,0.0060075725,0.1070084215
1158,1158,25394,session_1,rest_4,LMU_2,1.1532043188,0.0397380026,0,0.0008635,0,0.0057740315,0.1336556995
1163,1163,25395,session_1,rest_1,LMU_2,1.0920449099,0.0190284813,0,0.00059375,0,0.0049259073,0.1503938372
1165,1165,25395,session_1,rest_3,LMU_2,1.1105735312,0.0202005098,0,0.000724,0,0.0047241093,0.1780809891
1162,1162,25395,session_1,rest_4,LMU_2,1.0863282589,0.0208718208,0,0.000543,0,0.0042636483,0.1922779636
1164,1164,25395,session_1,rest_2,LMU_2,1.0898568795,0.0197275128,0,0.00059725,0,0.0057334733,0.2142967262
1169,1169,25396,session_1,rest_3,LMU_2,1.0619076052,0.045411944,0,0.00092775,0,0.0091440008,0.0758251917
1166,1166,25396,session_1,rest_4,LMU_2,1.1170283078,0.0240406097,0,0.0006425833,0,0.0052820327,0.0836904795
1168,1168,25396,session_1,rest_2,LMU_2,1.1197955734,0.022357244,0,0.00057225,0,0.0068165223,0.1421616305
1167,1167,25396,session_1,rest_1,LMU_2,1.1310108369,0.0313964475,0,0.0006418333,0,0.0061028371,0.1638476711
1172,1172,25397,session_1,rest_2,LMU_2,1.0651428957,0.0363937838,0,0.0043120833,0,0.0108888474,0.0635431383
1173,1173,25397,session_1,rest_3,LMU_2,1.0673065366,0.0265862793,0,0.00073575,0,0.0060919907,0.0725812682
1171,1171,25397,session_1,rest_1,LMU_2,1.1055309661,0.1018182198,0,0.000595,0,0.007497413,0.0778459934
1170,1170,25397,session_1,rest_4,LMU_2,1.1199233033,0.051927614,0,0.0007134167,0,0.0071903868,0.1021949134
1174,1174,25398,session_1,rest_4,LMU_2,1.0932272465,0.0403499337,0,0.00422675,0,0.0117125257,0.0908034059
1175,1175,25398,session_1,rest_1,LMU_2,1.1243135928,0.0319117784,0,0.00145275,0,0.0081655882,0.1052254582
1176,1176,25398,session_1,rest_2,LMU_2,1.1205184026,0.0393749263,0,0.0028823333,0,0.0087216548,0.107417458
1177,1177,25398,session_1,rest_3,LMU_2,1.1093046553,0.0307511573,0,0.000566,0,0.0060533748,0.1356165226
1181,1181,25399,session_1,rest_3,LMU_2,1.0837658896,0.040544076,0,0.0006991667,0,0.0069843323,0.1089908272
1178,1178,25399,session_1,rest_4,LMU_2,1.1555573963,0.0493691295,0,0.0044179167,0,0.0090768657,0.1173827042
1180,1180,25399,session_1,rest_2,LMU_2,1.1338146518,0.0392977819,0,0.0014228333,0,0.0086241602,0.1216381367
1179,1179,25399,session_1,rest_1,LMU_2,1.1466430746,0.0506326747,0,0.0011173333,0,0.0073437898,0.123550017
1182,1182,25400,session_1,rest_4,LMU_2,1.0384704532,0.0353795462,0,0.000865,0,0.0080901441,0.079676059
1185,1185,25400,session_1,rest_3,LMU_2,1.0551489152,0.0335948262,0,0.000679,0,0.0069955176,0.0936819278
1184,1184,25400,session_1,rest_2,LMU_2,1.0808801823,0.0324068984,0,0.0006725,0,0.0052126122,0.1254597537
1183,1183,25400,session_1,rest_1,LMU_2,1.0847475405,0.0934781884,0,0.0005251667,0,0.006518363,0.1465314411
1186,1186,25401,session_1,rest_4,LMU_2,1.159948631,0.0547132947,0,0.00078375,0,0.0077455942,0.1035534141
1189,1189,25401,session_1,rest_3,LMU_2,1.141457369,0.0363215383,0,0.00049525,0,0.0066770713,0.124027729
1188,1188,25401,session_1,rest_2,LMU_2,1.21770988,0.0477983043,0,0.000866,0,0.0057627965,0.1327233309
1187,1187,25401,session_1,rest_1,LMU_2,1.1056613248,0.0439485054,0,0.0005900833,0,0.0065984845,0.1848708252
1191,1191,25402,session_2,rest_1,LMU_3,1.1593303313,0.0618348265,0,0.0019395,0,0.0096776918,0.0137797869
1190,1190,25402,session_1,rest_1,LMU_3,1.1985222781,0.0737556766,0,0.0027901667,0,0.011195162,0.0159419224
1193,1193,25403,session_2,rest_1,LMU_3,1.1598980518,0.0849882273,0,0.0037168333,0,0.0101506966,0.0058628608
1192,1192,25403,session_1,rest_1,LMU_3,1.2146411433,0.0989289116,0,0.002475,0,0.009820474,0.0351020925
1194,1194,25404,session_1,rest_1,LMU_3,1.1585689386,0.0296390333,0,0.0007098333,0,0.0059265027,0.0202471408
1195,1195,25404,session_2,rest_1,LMU_3,1.1130019338,0.0395341211,0,0.001781,0,0.0043548833,0.0322136127
1196,1196,25405,session_1,rest_1,LMU_3,0.9704955681,0.0389141968,0,0.0018570833,0,0.0060072645,0.009028418
1197,1197,25405,session_2,rest_1,LMU_3,1.2871343318,0.0344551042,0,0.00482775,0,0.0046980865,0.0133396771
1198,1198,25406,session_1,rest_1,LMU_3,1.0853050279,0.0392093487,0,0.00107725,0,0.0055707757,0.0663057144
1199,1199,25406,session_2,rest_1,LMU_3,1.1409978249,0.0516070729,0,0.0030595833,0,0.0053140114,0.0790335236
1200,1200,25407,session_1,rest_1,LMU_3,1.1727330121,0.1375542158,0,0.0030236667,0,0.0086981112,0.0257353057
1201,1201,25407,session_2,rest_1,LMU_3,1.2158430683,0.1112276987,0,0.0010525833,0,0.0099681438,0.0311576453
1203,1203,25408,session_2,rest_1,LMU_3,1.1366968165,0.0930772341,0,0.0017914167,0,0.0102408963,0.0165300046
1202,1202,25408,session_1,rest_1,LMU_3,1.2203645329,0.0622532603,0,0.0021066667,0,0.0065710228,0.0222678257
1205,1205,25409,session_2,rest_1,LMU_3,1.1062454003,0.0708103682,0,0.0008475,0,0.0040089867,0.0178692555
1204,1204,25409,session_1,rest_1,LMU_3,1.2382111248,0.0861415451,0,0.0007259167,0,0.0049216225,0.0189015339
1207,1207,25410,session_2,rest_1,LMU_3,1.1559603871,0.0515407379,0,0.0017135,0,0.0048332138,0.0285312473
1206,1206,25410,session_1,rest_1,LMU_3,1.1441440081,0.0401477015,0,0.0007243333,0,0.0037633045,0.038771167
1209,1209,25411,session_2,rest_1,LMU_3,1.2343135323,0.0701302958,0,0.004197,0,0.0052918734,0.0112200629
1208,1208,25411,session_1,rest_1,LMU_3,1.1621015406,0.104551285,0,0.0043416667,0,0.0072583136,0.0219042764
1210,1210,25412,session_1,rest_1,LMU_3,1.2620484653,0.0675918651,0,0.0016516667,0,0.0099055829,0.0190256625
1211,1211,25412,session_2,rest_1,LMU_3,1.2807417794,0.0936078989,0,0.0013298333,0,0.0091505386,0.0273890994
1213,1213,25413,session_2,rest_1,LMU_3,1.1390597867,0.1944478019,0,0.0050238333,0,0.0276021708,0.0144082269
1212,1212,25413,session_1,rest_1,LMU_3,1.2182651283,0.0656539376,0,0.0020156667,0,0.0046759922,0.0169462478
1214,1214,25414,session_1,rest_1,LMU_3,1.2824775943,0.1513223518,1,0.00528725,0.826446281,0.0100651611,0.068976857
1215,1215,25414,session_2,rest_1,LMU_3,1.3491836621,0.152418616,0,0.0043033333,0,0.0074174361,0.0736629184
1217,1217,25415,session_2,rest_1,LMU_3,1.1235773361,0.0468554391,0,0.0015305833,0,0.0041608088,0.0259525213
1216,1216,25415,session_1,rest_1,LMU_3,1.0994844383,0.0446159648,0,0.0016308333,0,0.003671131,0.026246348
1218,1218,25416,session_1,rest_1,LMU_3,1.3005751761,0.0806186261,0,0.0054236667,0,0.0077753463,0.0146219169
1219,1219,25416,session_2,rest_1,LMU_3,1.0762742847,0.0646986129,0,0.0040244167,0,0.0066579012,0.0150804932
1221,1221,25417,session_2,rest_1,LMU_3,1.1642557629,0.0791837328,0,0.00114225,0,0.0068005405,0.0045669058
1220,1220,25417,session_1,rest_1,LMU_3,1.2106742339,0.0963009282,0,0.0045605,0,0.0130943143,0.008382129
1222,1222,25418,session_1,rest_1,LMU_3,1.0842235773,0.0838132935,0,0.0067815,0,0.0062762007,0.0058427453
1223,1223,25418,session_2,rest_1,LMU_3,1.2816248558,0.0377192589,0,0.0015476667,0,0.003707983,0.0138115376
1224,1224,25419,session_1,rest_1,LMU_3,1.2580961707,0.0695127667,0,0.0022495,0,0.0063436477,0.0080609487
1225,1225,25419,session_2,rest_1,LMU_3,1.2387937512,0.0802219694,0,0.00214225,0,0.0071172503,0.0103434688
1226,1226,25420,session_1,rest_1,LMU_3,1.3167265888,0.0777919486,0,0.0083055,0,0.0096695691,0.0121138002
1227,1227,25420,session_2,rest_1,LMU_3,1.2928304689,0.0445080548,0,0.00099625,0,0.0046423278,0.0193279572
1229,1229,25421,session_2,rest_1,LMU_3,1.0089776821,0.0714176256,0,0.0012728333,0,0.0118171793,0.0095055176
1228,1228,25421,session_1,rest_1,LMU_3,1.1796323805,0.062720269,0,0.0051580833,0,0.0102917124,0.0117758607
1230,1230,25422,session_1,rest_1,LMU_3,1.3621561435,0.1235066593,0,0.0067141667,0,0.0090013397,0.0131868323
1231,1231,25422,session_2,rest_1,LMU_3,1.3454454188,0.1185118896,0,0.0102345833,0,0.0093710891,0.0177728441
1233,1233,25423,session_2,rest_1,LMU_3,1.3151598524,0.0753213219,0,0.0026731667,0,0.007344846,0.0118825217
1232,1232,25423,session_1,rest_1,LMU_3,1.1862798776,0.1349671047,0,0.0044815,0,0.0147370368,0.0141941091
1234,1234,25424,session_1,rest_1,LMU_3,1.3703892442,0.0357255203,0,0.002334,0,0.0070084268,0.016090753
1235,1235,25424,session_2,rest_1,LMU_3,1.3457972548,0.0500178084,0,0.0027265833,0,0.0088861234,0.017396934
1236,1236,25425,session_1,rest_1,LMU_3,1.1283620362,0.0978183778,0,0.0019811667,0,0.0067816816,0.0209873771
1237,1237,25425,session_2,rest_1,LMU_3,1.0609395621,0.1340597175,0,0.0020485833,0,0.0075760233,0.0257054892
1238,1238,25426,session_1,rest_1,LMU_3,1.0472257174,0.064925075,0,0.0011898333,0,0.0051909804,0.0106287436
1239,1239,25426,session_2,rest_1,LMU_3,1.002406052,0.0675620902,0,0.0019275833,0,0.0059798669,0.030011228
1245,1245,25427,session_8,rest_1,HNU_1,0.7157262152,0.060873337,0,0.0056182,0,0.0078226125,0.3368689871
1243,1243,25427,session_3,rest_1,HNU_1,0.7095941618,0.0450192808,0,0.0043006667,0,0.0056663953,0.4104429439
1247,1247,25427,session_7,rest_1,HNU_1,0.9460004703,0.0433603037,0,0.0051640333,0,0.0051033749,0.4224191328
1244,1244,25427,session_9,rest_1,HNU_1,0.9533241957,0.0445237316,0,0.0071026,0,0.0050627338,0.4296427026
1242,1242,25427,session_10,rest_1,HNU_1,0.7697208325,0.040297939,0,0.004367,0,0.0047920006,0.4456554165
1249,1249,25427,session_2,rest_1,HNU_1,0.9195345687,0.0319344364,0,0.0070349333,0,0.0052469944,0.4621523822
1246,1246,25427,session_1,rest_1,HNU_1,0.7623469124,0.0256883867,0,0.0055954333,0,0.0046753717,0.472441223
1248,1248,25427,session_4,rest_1,HNU_1,0.958504829,0.0374134908,0,0.0043054,0,0.0032428358,0.4823966411
1240,1240,25427,session_5,rest_1,HNU_1,0.9966969209,0.0287476895,0,0.0048598333,0,0.0031936048,0.5252663792
1241,1241,25427,session_6,rest_1,HNU_1,1.0011513254,0.0361832472,0,0.0045572,0,0.002819067,0.5289486142
1253,1253,25428,session_3,rest_1,HNU_1,0.8822246523,0.0337049549,0,0.0070483667,0,0.0058586415,0.4469184656
1257,1257,25428,session_7,rest_1,HNU_1,0.8746141666,0.0208694063,0,0.0038206667,0,0.0048140125,0.4974906597
1256,1256,25428,session_1,rest_1,HNU_1,1.0129162305,0.0239993962,0,0.0039875333,0,0.0040224692,0.5387188521
1258,1258,25428,session_4,rest_1,HNU_1,0.975231293,0.0220253778,0,0.0042236333,0,0.0034634477,0.5395581331
1250,1250,25428,session_5,rest_1,HNU_1,0.9540316371,0.022655705,0,0.0042730333,0,0.0036174405,0.5559474015
1252,1252,25428,session_10,rest_1,HNU_1,0.9038236479,0.0175100962,0,0.0038916667,0,0.0029772958,0.5749741711
1254,1254,25428,session_9,rest_1,HNU_1,1.0641129625,0.0210049548,0,0.0039127667,0,0.0026522083,0.5852427563
1255,1255,25428,session_8,rest_1,HNU_1,1.0676458684,0.0195879824,0,0.0039650333,0,0.0025960621,0.6065182749
1251,1251,25428,session_6,rest_1,HNU_1,0.9789787847,0.0286354627,0,0.0041718333,0,0.0040915607,0.6458182484
1259,1259,25429,session_5,rest_1,HNU_1,0.7397664744,0.0400810364,0,0.0051922667,0,0.0069636895,0.4368342576
1260,1260,25429,session_6,rest_1,HNU_1,0.8183743439,0.0461214844,0,0.0053463,0,0.0063042557,0.4377995833
1268,1268,25429,session_2,rest_1,HNU_1,0.8782763723,0.0441639357,0,0.0049979333,0,0.0051615225,0.4696531608
1261,1261,25429,session_10,rest_1,HNU_1,0.6783003366,0.0375267392,0,0.0044588667,0,0.0054919531,0.4880286345
1266,1266,25429,session_7,rest_1,HNU_1,0.8152105199,0.0343347944,0,0.0078841667,0,0.0056815334,0.4998449718
1262,1262,25429,session_3,rest_1,HNU_1,0.7952825562,0.0379146737,0,0.0044013,0,0.0047897081,0.5254899903
1265,1265,25429,session_1,rest_1,HNU_1,0.9870445507,0.0482464335,0,0.0058096333,0,0.0044455741,0.5259147057
1264,1264,25429,session_8,rest_1,HNU_1,0.755841712,0.0385139945,0,0.0044504667,0,0.003855932,0.5438248586
1267,1267,25429,session_4,rest_1,HNU_1,0.8499961904,0.0350650453,0,0.0045269,0,0.003626445,0.5547808517
1263,1263,25429,session_9,rest_1,HNU_1,0.9400346726,0.0587852323,0,0.003884,0,0.0030659415,0.5698774601
1274,1274,25430,session_8,rest_1,HNU_1,0.78004562,0.0275004616,0,0.0046452667,0,0.0046353484,0.4741126093
1273,1273,25430,session_9,rest_1,HNU_1,0.7707633999,0.0216436703,0,0.0045704667,0,0.0053516253,0.4823343598
1276,1276,25430,session_7,rest_1,HNU_1,0.8069824242,0.0203472878,0,0.0045386333,0,0.0052691923,0.5030602377
1269,1269,25430,session_5,rest_1,HNU_1,0.7659709845,0.0145947164,0,0.0044298667,0,0.0043963028,0.5124102669
1275,1275,25430,session_1,rest_1,HNU_1,0.8200706241,0.015373766,0,0.0047265,0,0.0036155642,0.5202487026
1271,1271,25430,session_10,rest_1,HNU_1,0.8091433377,0.0227582333,0,0.0044419333,0,0.0041190643,0.5224646504
1277,1277,25430,session_4,rest_1,HNU_1,0.7439518267,0.0157348764,0,0.0041163667,0,0.0038903455,0.5278733275
1272,1272,25430,session_3,rest_1,HNU_1,0.6878911484,0.0133531762,0,0.0040044,0,0.0041794534,0.5355731086
1270,1270,25430,session_6,rest_1,HNU_1,0.8674890211,0.0125069845,0,0.0041992667,0,0.0031234682,0.5633167228
1278,1278,25430,session_2,rest_1,HNU_1,0.899055678,0.0164751971,0,0.0045026667,0,0.003463855,0.5703617686
1283,1283,25431,session_9,rest_1,HNU_1,0.9726017549,0.0722984735,0,0.0105955,0,0.0057505352,0.4144213111
1286,1286,25431,session_7,rest_1,HNU_1,0.8200968759,0.0578894786,0,0.0051218333,0,0.0065413015,0.4276043465
1280,1280,25431,session_6,rest_1,HNU_1,0.90131953,0.0931933695,1,0.0095528667,0.3322259136,0.0062583065,0.4290017123
1288,1288,25431,session_2,rest_1,HNU_1,0.9271000567,0.076332581,2,0.0104268667,0.6644518272,0.004940033,0.4566050281
1284,1284,25431,session_8,rest_1,HNU_1,0.9810615293,0.06607441,1,0.0069494667,0.3322259136,0.003998196,0.495290024
1287,1287,25431,session_4,rest_1,HNU_1,0.9079980621,0.0577546385,0,0.0052228,0,0.0039223423,0.4992480206
1281,1281,25431,session_10,rest_1,HNU_1,0.9330529992,0.0409732489,0,0.0042833667,0,0.0036414699,0.5211350607
1282,1282,25431,session_3,rest_1,HNU_1,0.9502374017,0.0545729067,0,0.0044769333,0,0.0035301677,0.5253152419
1285,1285,25431,session_1,rest_1,HNU_1,1.0177605461,0.0607129702,0,0.0042477,0,0.0033095313,0.5361355878
1279,1279,25431,session_5,rest_1,HNU_1,0.9094344901,0.053302556,0,0.0052797333,0,0.0035411912,0.5436124494
1291,1291,25432,session_10,rest_1,HNU_1,0.8064899875,0.0295083165,0,0.0038725333,0,0.0054818725,0.4361660707
1293,1293,25432,session_9,rest_1,HNU_1,0.896953599,0.0305368443,0,0.0057601667,0,0.0053158028,0.4746079914
1298,1298,25432,session_2,rest_1,HNU_1,0.8577538297,0.0335671976,0,0.0051250667,0,0.005315579,0.4829718416
1297,1297,25432,session_4,rest_1,HNU_1,0.9457144165,0.0274776848,0,0.0044880333,0,0.0042941354,0.5250741874
1289,1289,25432,session_5,rest_1,HNU_1,1.1397071419,0.0289312844,0,0.0041847,0,0.0039375629,0.5375338515
1294,1294,25432,session_8,rest_1,HNU_1,0.8903770573,0.0389744516,0,0.0045808333,0,0.0037351926,0.5474225138
1296,1296,25432,session_7,rest_1,HNU_1,0.9937260703,0.0275832483,0,0.0042325667,0,0.0039342174,0.5530824699
1295,1295,25432,session_1,rest_1,HNU_1,1.0969670117,0.0250185801,0,0.0041742333,0,0.0033123012,0.5723612479
1290,1290,25432,session_6,rest_1,HNU_1,1.1217162319,0.0299093788,0,0.0046478333,0,0.0035571046,0.5745274715
1292,1292,25432,session_3,rest_1,HNU_1,1.0477928911,0.0280173594,0,0.0042459333,0,0.0027437865,0.6128109232
1306,1306,25433,session_7,rest_1,HNU_1,0.9797075629,0.0499300166,0,0.0041469667,0,0.0064000624,0.4656902335
1301,1301,25433,session_10,rest_1,HNU_1,0.7810275318,0.0404231273,0,0.0042422333,0,0.0049171033,0.4792695496
1300,1300,25433,session_6,rest_1,HNU_1,1.0624894647,0.0241060973,0,0.0058461667,0,0.0045821395,0.5023579726
1308,1308,25433,session_2,rest_1,HNU_1,1.0917644628,0.0263388896,0,0.0041212667,0,0.0039846559,0.5283942103
1305,1305,25433,session_1,rest_1,HNU_1,1.0482271759,0.0252404628,0,0.0039675,0,0.0040982969,0.5397814521
1307,1307,25433,session_4,rest_1,HNU_1,1.0268680222,0.0207642372,0,0.0044872333,0,0.0034369773,0.5508910459
1299,1299,25433,session_5,rest_1,HNU_1,0.9701775603,0.0226377477,0,0.0041050333,0,0.0037916147,0.5509063342
1302,1302,25433,session_3,rest_1,HNU_1,1.1274148295,0.0273118422,0,0.0047023667,0,0.0036874192,0.5613425656
1303,1303,25433,session_9,rest_1,HNU_1,1.1221937795,0.0184882676,0,0.0052602333,0,0.0033337843,0.5681891312
1304,1304,25433,session_8,rest_1,HNU_1,1.0995538939,0.0272642277,0,0.0040987667,0,0.0033572073,0.576193518
1311,1311,25434,session_10,rest_1,HNU_1,0.7004762038,0.0327583278,0,0.0051139,0,0.0068329619,0.3722089077
1314,1314,25434,session_8,rest_1,HNU_1,0.7668247905,0.0324546187,0,0.0044615,0,0.0054496284,0.4243615272
1318,1318,25434,session_2,rest_1,HNU_1,0.8427645784,0.0325746865,0,0.0056477333,0,0.0053668862,0.4737685753
