,subject,session,scan,site,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,gm_mean,gm_size,gm_std,qi1,snr,wm_mean,wm_size,wm_std
0,3001,session_1,anat_1,BMB_1,9.399243173,4818274,8.57037983,11.7578001047,124.8656323689,267170,35.0396566632,0.5126949998,202.2113126883,120.7536572771,6716062,134.669129963,4.24297,3.98811,4.2045,4.5554,212.8365034734,604600,35.3253891675,0.2707776685,14.0896505958,313.6053163356,522578,39.7839918115
1,3002,session_1,anat_1,BMB_1,9.4013444915,4717025,8.8673318207,12.2266282197,138.2698791055,221929,35.9721318215,0.4739432103,206.4356548671,114.0454691006,6817311,146.5313993772,4.53742,4.10985,4.50726,5.043,232.7414676756,543785,37.8227803361,0.2508059635,12.8613061298,341.1590371483,463332,37.1885670237
2,3004,session_1,anat_1,BMB_1,8.0219687323,5783356,6.8658139275,13.5841010988,128.9713125701,262066,35.8329632161,0.4429781221,243.318824775,102.254371255,5750980,129.1200867954,4.7591,4.6650902781,4.91478,4.70122,221.0307336441,570222,34.6342525403,0.2865305196,14.8932628142,314.2966441603,526813,37.4133663041
3,3006,session_1,anat_1,BMB_1,7.0755359877,5770468,5.3348623262,19.2792506093,148.4435509129,217116,37.3327891973,0.4064625572,337.0786468605,93.4990077844,5763868,133.1416126165,4.86051,4.62002,4.86144,5.11255,242.3092714977,519010,34.8541628028,0.2380047857,17.5260394865,345.1614192512,459369,33.5184306939
4,3007,session_1,anat_1,BMB_1,8.8096311314,5271634,7.3380904077,13.2247096553,133.0270736081,272701,42.2027860329,0.4666225659,218.5012283129,106.8055738561,6262702,131.5907419596,4.93989,4.79429,5.15808,4.87459,236.0175747376,622143,39.992994632,0.2448756875,14.5549547529,333.0616898031,613894,44.5878253983
5,3008,session_1,anat_1,BMB_1,7.7199428552,4427350,5.5198069053,19.3876018224,154.8226591696,233336,40.5812262141,0.4037162666,289.3373991018,84.821656888,7106986,137.3487802705,4.99134,4.81317,5.15445,5.01231,260.1541757352,512305,38.0428700511,0.2704782771,15.366779734,367.1699941516,459957,40.124102961
6,3009,session_1,anat_1,BMB_1,9.3604154985,4889934,9.3135290969,10.7225556453,132.6480507731,294014,37.4389362801,0.5053204226,235.7754488352,134.9092026641,6644402,151.3576081368,4.26792,4.0617,4.22675,4.52828,229.650855871,616857,37.6874623251,0.2635696106,14.4852935188,329.5156898663,569922,41.7428957561
7,3010,session_1,anat_1,BMB_1,8.3783107387,5038226,8.5558362288,11.0573967187,128.5779808817,214559,33.3756261953,0.4601984815,253.9996550931,117.1372298191,6496110,150.6718936482,4.36214,4.28955,4.53559,4.26633,213.7196987051,515110,32.423599874,0.2934828648,13.6909153807,308.3249741468,417744,35.4226895872
8,3011,session_1,anat_1,BMB_1,7.5167320641,4712210,7.0822862749,14.2990952278,116.0653751296,223816,33.3417054538,0.459016351,258.6785935228,99.236587832,6822126,133.2019840834,4.22696,4.0161,4.18476,4.49375,202.5818950961,500439,31.3747944681,0.2302244594,14.0119424689,303.8521809709,380702,34.1884380705
9,3012,session_1,anat_1,BMB_1,7.2000893249,5555004,6.3909658867,13.4481078831,114.4953927919,301050,34.1166470203,0.4582527739,296.9440405314,105.7110407985,5979332,127.8579365588,4.43728,4.12398,4.6050602745,4.60043,202.0447220652,590894,34.1876550116,0.2439848828,16.5406986476,287.9911207863,559509,38.1127997331
10,3013,session_1,anat_1,BMB_1,10.6089928367,4938375,9.6276945189,10.9570632419,161.0980052821,243844,40.1853986141,0.4601823618,172.4553420395,113.3169021163,6595961,150.1817946327,4.4304802641,4.2063702507,4.4173002633,4.68046,261.6382736247,537890,36.4837951177,0.2382660288,11.7698896547,367.1295313419,458970,36.8014781082
11,3014,session_1,anat_1,BMB_1,9.4796075664,4690220,9.2708073126,9.6248219039,125.0626414144,325727,32.3927269247,0.5314838792,198.739101527,128.3722869396,6844116,135.87141335,4.2909,4.03364,4.35365,4.4987702681,209.6198943069,608365,33.8302150122,0.2558378925,13.8469372312,298.8497635964,593265,36.5169302848
12,3015,session_1,anat_1,BMB_1,8.0599991355,4650167,8.1969020436,12.0564126725,130.4576992117,230634,35.3725247343,0.4036871591,168.5598281179,78.6771605985,6884169,126.8288442308,5.0461203008,4.7707,5.2102103106,5.1693303081,221.5354950387,522242,33.7010321497,0.2743015466,9.5984019548,320.3607287123,434465,35.2554065299
13,3016,session_1,anat_1,BMB_1,9.3693268845,3981278,8.3061771802,12.5825431662,143.3870188694,312623,42.1775675597,0.4957019202,222.698623584,116.5720776936,7553058,146.0306195592,4.68789,4.50199,4.82833,4.73947,247.6186280743,699965,41.7748591501,0.2100021651,14.0343837079,352.1314609908,720381,43.8590999448
14,3017,session_1,anat_1,BMB_1,9.5310741345,4646485,9.1586271951,11.195482382,130.0230296187,247985,39.6474301621,0.5168043404,191.8348595894,122.1885846543,6887851,136.3366642638,4.3502102593,4.1489602473,4.2076902508,4.71572,225.6296501843,609035,38.6124250683,0.273517078,13.341364601,328.1648995905,536951,43.1400083767
15,3018,session_1,anat_1,BMB_1,10.0282908879,4719152,10.1914116093,10.4265892439,136.964411598,234627,38.9357519969,0.5040854371,177.8333129247,124.4717620243,6815184,144.4351360007,4.15044,3.94914,4.17954,4.33164,239.2304757983,573058,36.3417749222,0.3076264549,12.2133975936,345.4921384634,478278,36.3374217492
16,3020,session_1,anat_1,BMB_1,8.857969397,4411852,7.7207996245,11.2614874459,125.7062139252,229211,34.6754146334,0.5111818384,207.98160954,110.0180557794,7122484,128.8912578838,4.23049,3.99504,4.22567,4.48493,211.4583403133,483525,31.7187994424,0.2277549202,14.2495675487,298.4060283573,463443,33.8874130875
17,3021,session_1,anat_1,BMB_1,8.2547318827,4649999,6.8927192278,14.1270820325,134.9069568523,252528,38.0520319654,0.4211345018,209.8136277118,85.7089966688,6884337,130.0728693634,4.93894,4.74447,5.05099,5.02731,231.3266925733,554555,34.3563550544,0.2955215689,12.4347146368,328.7007025314,492647,36.5386288814
18,3022,session_1,anat_1,BMB_1,9.558379499,4631506,8.5042346832,12.7557699198,141.6654564013,274320,41.3961248308,0.5084063076,227.8042302101,126.9666283249,6902830,145.4906356711,4.28875,4.07126,4.30655,4.49918,247.6509371569,613878,39.2243929235,0.2807875019,14.9298123882,356.1289981196,529155,40.158234219
19,3023,session_1,anat_1,BMB_1,9.2839407851,4524063,8.5800742144,12.2251015436,138.2175171832,217946,38.8286659188,0.4644320238,168.7552063168,97.2418925768,7010273,132.3353832674,4.65484,4.37395,4.62779,4.98271,239.2736409444,477096,36.4798468336,0.2427057271,11.3334558825,344.1659194666,414213,36.1518145833
20,3024,session_1,anat_1,BMB_1,9.0213627722,3925146,7.2516579548,12.6234226792,151.3568358271,268936,36.8096023231,0.4432979832,224.2006124339,96.6880570731,7609190,143.8329526468,4.53455,4.39438,4.68841,4.52564,241.5157249306,545535,33.6997513764,0.2398542627,13.3332346445,333.056468419,545597,37.4496820571
21,3025,session_1,anat_1,BMB_1,10.5600337023,4347483,9.2289948547,13.0664954539,157.1946878797,248526,41.6645906132,0.4907471588,197.8693896137,122.7660433572,7186853,154.4252657683,4.3856102614,4.1052402447,4.30109,4.7772002847,267.2247030059,573833,43.3420806535,0.3411399194,13.3022117023,387.8153223193,490709,44.0884235414
22,3026,session_1,anat_1,BMB_1,8.9396477073,5323642,9.5278196305,10.1501256138,131.6485171964,204781,35.1391752671,0.4720901419,193.9022339265,115.6935517995,6210694,140.4046413703,4.0915,3.958730236,4.13275,4.18651,219.655267159,535374,32.1227981957,0.316214351,12.1427101148,316.3638332347,452996,32.3787414158
23,3032,session_1,anat_1,BMB_1,10.5142501721,4672119,9.8979295159,11.9302726802,163.6789887447,232780,41.3785941734,0.4808681652,205.8717825923,128.9188760717,6862217,162.1973830899,4.6067,4.30989,4.58977,4.94211,272.3360396552,498093,39.68229568,0.3337019027,13.0248327051,390.4210377489,427907,40.9813331931
24,3033,session_1,anat_1,BMB_1,9.2318415661,4281812,7.671553263,12.163444783,122.2201617731,287316,35.5797185988,0.5096599222,252.0348498871,122.9547136969,7252524,145.5858004596,4.4161,4.12384,4.46774,4.6744,211.5914650391,585568,34.456161011,0.2579716251,16.0273558015,304.9039795539,524305,39.0256027396
25,3034,session_1,anat_1,BMB_1,5.2683767812,4752859,10.5381385698,10.1425340694,216.8464333574,271628,59.224107487,0.3782342435,311.5697763536,105.8946326417,7830053,178.982542346,5.48188,5.08094,5.5493403308,5.84256,349.1909965911,518648,41.10743227,0.328506905,10.0487037573,456.0744260634,465818,43.2970566888
26,3036,session_1,anat_1,BMB_1,7.9676215087,5413007,6.9302311792,13.9316582111,115.8704686673,247361,33.279819297,0.4771692534,304.563893349,120.0703482855,6121329,139.8047413936,4.26086,3.86456,4.27557,4.68165,205.1998070952,577487,33.5443149719,0.2702398131,17.3255906161,301.7494192074,472630,35.1145859987
27,3037,session_1,anat_1,BMB_1,9.1452230635,4758824,8.9347298475,10.1204613245,126.760393793,245916,35.6803850217,0.4840066971,202.8541349968,114.6025374909,6775512,141.5122191723,4.19885,3.95731,4.1905,4.46401,218.9193031441,508570,31.9443875034,0.2305063184,12.8266371168,309.3428910112,460607,33.9568637779
28,3038,session_1,anat_1,BMB_1,9.0131297648,4310359,7.4659081947,13.3915132527,135.1716385384,279908,38.4444588603,0.5260112758,268.5503904492,128.2268807057,7223977,142.6285506603,4.2731602547,3.9833302374,4.30961,4.5453002709,230.6368172791,593178,37.8706143416,0.2489637174,17.1749876053,330.6166258115,561741,41.4685243304
29,3039,session_1,anat_1,BMB_1,9.3454806444,4709355,9.142356843,12.123611472,126.3149313351,266366,36.7489986517,0.4770485903,200.1654470245,114.3869870114,6824981,145.3548571268,4.32165,4.05695,4.23478,4.69805,226.4191849502,624698,37.3755912607,0.2524649342,12.5117613517,337.2575672526,489907,40.0503539701
30,3040,session_1,anat_1,BMB_1,8.7406860585,5247832,7.3731843537,14.9023208489,134.1856196413,291467,40.6284368545,0.4711788148,261.639703665,117.961856065,6286504,142.4707296184,4.41993,4.26313,4.6664402781,4.34042,239.9617886215,667419,41.7839570708,0.3372413599,15.9987666666,349.8393475385,611469,46.3521543499
31,3041,session_1,anat_1,BMB_1,10.2977063816,4881370,8.8761896521,14.9859797097,146.1874792646,259218,43.5423823226,0.4860764078,238.2766238674,133.7905816744,6652966,161.6806403394,4.24009,4.02377,4.21702,4.49247,265.3804377331,578389,43.8694464561,0.3390068772,15.0729746567,398.3988357593,498007,46.8186221477
32,3042,session_1,anat_1,BMB_1,8.4779093341,4282578,7.9540732354,11.0993403011,105.8984375,257664,32.6105557471,0.5126107696,237.4245130292,116.3449262924,7251758,136.1981452916,4.20097,3.91039,4.18042,4.53532,190.5828735382,584137,32.232262071,0.2935750382,14.6270876379,278.8678391581,543913,33.7548049356
33,3044,session_1,anat_1,BMB_1,8.7824583412,4899149,6.5491557853,15.5787102766,136.2623903143,270090,34.9698355997,0.4558549647,248.3507091507,104.0694269807,6635187,137.758325324,4.6914002796,4.546560271,4.7932,4.7380402824,227.5309205226,606927,36.5772055098,0.2368688929,15.8905102264,329.5583210585,535647,40.5098736232
34,3045,session_1,anat_1,BMB_1,9.3647983794,5044995,9.39931905,11.6950655818,129.1006667054,223937,40.4646328384,0.4783701164,192.4087768171,116.1876457101,6489341,142.7352473019,4.13968,3.97968,4.1042302446,4.34331,237.4554991067,500945,38.6799294451,0.2430299733,12.3612833113,347.3811518206,439565,38.6312445112
35,3047,session_1,anat_1,BMB_1,8.7805344589,4216302,7.2122003476,13.150542561,119.3947339738,275236,33.7782198581,0.524367875,202.0754281066,106.3082800654,7318034,121.6110151215,4.3083202568,4.1532402476,4.2141002512,4.56912,208.4044491784,581141,34.9825422529,0.2142405833,14.7400619703,303.2487968078,539814,38.879504354
36,3049,session_1,anat_1,BMB_1,8.0911095783,4687213,7.0137619113,12.6151399367,120.9774349047,263460,32.9785475565,0.4526068496,191.5547310766,87.2867836608,6847123,119.7684191374,4.81307,4.59046,5.05141,4.80838,204.5696716027,573878,31.3055791093,0.2837611604,12.4450736658,293.0492595968,503577,33.7804464179
37,3050,session_1,anat_1,BMB_1,7.6358252693,4494230,5.0291956168,19.8905825634,144.6794890405,192892,41.1876046786,0.394077027,246.7976144753,73.1123127976,7040106,123.6387255701,4.90072,4.6948702798,5.09024,4.92513,245.5213359667,429861,33.5759096712,0.2574841519,14.5375758608,345.5549666098,367323,34.5497213458
38,3051,session_1,anat_1,BMB_1,10.9239904962,4505134,10.3048848204,11.304445815,144.3660861837,280169,37.8387961286,0.5228301157,202.9883390583,143.2421135429,7029202,158.9354663216,4.16136,3.90622,4.12444,4.47286,244.4727750985,686963,41.1922826702,0.265313085,13.9004089846,360.9637871806,564441,45.3418744461
39,3052,session_1,anat_1,BMB_1,9.9592877068,3970275,9.768907986,11.2834779804,149.4045264611,211556,40.9850522846,0.4888841428,144.7620592418,101.3083604164,7564061,133.8284669554,4.3380902586,4.2488402533,4.32786,4.4396702646,245.6720052731,514304,35.8752184991,0.2852447249,10.3704897786,355.8992634251,434579,36.5227666053
40,3054,session_1,anat_1,BMB_1,9.7178319938,4318530,9.5447280593,10.1622935537,135.8625222337,227695,36.8783801365,0.5132545887,160.8975727356,111.9186918274,7215806,131.6314329516,4.17291,4.08059,4.07717,4.36754,225.0303919252,520533,34.8853674176,0.2781946635,11.7257077554,322.0267203536,487269,37.0575463459
41,3055,session_1,anat_1,BMB_1,7.7895530817,3859990,7.063779812,11.3232151568,106.2585876199,223665,27.8648213067,0.4768998218,253.5836046328,98.95506249,7674346,135.0839711267,4.51235,4.66615,4.70368,4.18613,176.5081465618,536975,28.8834164226,0.2343721098,14.0087977151,256.4928451928,449488,33.0710682154
42,3056,session_1,anat_1,BMB_1,9.8406526007,3674958,7.7813804558,13.9225155787,132.6142468123,295982,38.2466160627,0.4699995165,154.8215182449,90.2093475849,7793842,127.3945549613,4.76263,4.62764,4.9254302936,4.73954,232.1316482183,659500,38.1496705995,0.306085675,11.5929748066,340.4680388389,573446,40.0793214185
43,3057,session_1,anat_1,BMB_1,9.625720605,4473845,8.4924950465,13.2069865289,140.4367685627,258139,39.2580187905,0.5146457175,213.4236171507,123.4308368922,7060491,141.1811768361,4.3214702576,4.1205502456,4.2682202544,4.58874,239.2202103495,583315,39.6568529639,0.2956991134,14.5341076111,351.3804780251,509764,43.3817437658
44,3059,session_1,anat_1,BMB_1,8.8328763773,4734956,8.5173217225,11.2063827082,119.9476437741,229944,36.6773189332,0.4935368652,209.6597131707,113.9738154067,6799380,136.2984718988,4.29164,4.19037,4.30697,4.37972,215.7210841944,564622,37.261814272,0.2449030149,13.3814148532,311.169451065,530755,40.0729068905
45,3060,session_1,anat_1,BMB_1,10.0369735255,4743962,9.3091506682,11.9985154112,151.4076695247,218449,41.955913307,0.4798074428,204.0133488227,121.6851981938,6790374,153.0524194037,4.40913,4.09658,4.34164,4.81931,253.1518301188,567832,39.8165473494,0.302372363,13.0715682376,364.847817876,484505,42.4398232285
46,3061,session_1,anat_1,BMB_1,8.782510876,4709201,8.2256949873,11.1374083083,117.7018870783,250811,33.0717644764,0.4819101402,250.2498098727,119.5367844006,6825135,148.1410366267,4.31832,4.31182,4.33184,4.31133,203.217847498,571363,33.9900384526,0.2201375562,14.5321197278,294.8307711916,509990,35.5309390899
47,3062,session_1,anat_1,BMB_1,5.2456855521,4285079,4.7842287419,21.6163379122,164.2246091753,293354,45.4862758077,0.4780666956,1037.7511838943,143.230505278,7249257,178.3086404668,4.76312,4.28657,4.61083,5.46746,267.0186209567,578488,40.2774757275,0.4374509781,29.938055433,370.4361260899,530193,43.8774109053
48,3063,session_1,anat_1,BMB_1,8.4784523506,4996067,8.3802827936,11.4638473157,137.9723847746,246929,33.5040430334,0.4864644428,234.549544064,117.6935606351,6538269,139.5737574621,4.25269,4.20579,4.39319,4.1626,223.164956429,567465,33.1159857851,0.3023972657,14.0441037055,319.2352388375,492678,33.1385339757
49,3064,session_1,anat_1,BMB_1,8.8055765243,4478883,7.5024861837,13.6994552408,127.5310965999,222050,38.106441301,0.4771222777,215.8640254222,103.8128509962,7055453,134.5771078683,4.44324,4.31696,4.40204,4.6160102751,222.3707343524,534825,35.3762115904,0.3403027049,13.837126581,325.1507080212,443772,39.3620177517
50,21001,session_1,anat_1,NKI_1,8.1577421219,3906978,6.5414744534,15.8260176385,216.9460740016,282183,61.8440017143,0.4784768741,877.9409822172,188.146539339,7627358,246.1597712746,4.866184329,4.50491,5.03235584,5.08284928,327.5686901355,483592,58.5264105568,0.1962015143,28.7620995358,431.0941802165,571224,85.8645152375
51,21002,session_1,anat_1,NKI_1,4.0334850604,4506995,6.4705647579,12.921620103,155.8649390029,255914,46.1778451502,0.4397076298,330.8744068919,79.0561949807,8075917,113.9571474397,5.50623,5.18601,5.63459,5.71303,262.7876931322,544834,29.8509583499,0.2343381788,12.2178199182,346.3978727855,478090,30.1833602189
52,21006,session_1,anat_1,NKI_1,3.3442296197,5181123,4.8645453796,18.780182844,188.4435391932,281567,50.854513421,0.4582900566,977.2175408555,115.7746325922,7401789,143.7010458423,5.16487,4.86359,5.18146,5.46726,299.6589771345,640221,34.1430963751,0.4043229624,23.799681894,391.0160288152,578583,36.2456915649
53,21018,session_1,anat_1,NKI_1,2.3231419326,3437604,2.9080157524,19.921304928,130.5924016435,177670,33.4583539796,0.4495100591,1017.0808718772,66.1707128945,9145308,98.5475011402,5.41936,5.25974,5.75001,5.26273,199.4535838796,481029,21.7528666905,0.2314207803,22.7545923163,257.385052418,413980,20.1802179389
54,21024,session_1,anat_1,NKI_1,2.7964034301,4569743,3.0134569042,25.853548094,150.5793041453,285893,43.8052199421,0.4631983747,1128.1727943544,83.8995174069,8013169,109.671723676,5.05806,4.77102,5.10383,5.31427,238.7670151632,630805,26.8478252758,0.1114358072,27.8416184713,316.6755681657,528675,26.0208837511
55,25000,session_1,anat_1,NYU_2,1.9307429468,4002786,3.7921979296,15.909766108,53.6879097355,112115,38.081425653,0.3967235278,202.8888445372,34.5521149121,4385822,49.5387999969,5.7203300409,4.824331704,6.56183,5.9129,87.2412125941,456278,15.5217541143,0.0495172612,9.1113690672,147.5741946889,322422,19.8067564163
56,25000,session_1,anat_2,NYU_2,1.8018152252,3940079,3.2878493207,17.8831632596,51.9686183823,113729,38.8073271873,0.3969068101,244.9634301088,33.3364629281,4448529,48.0105447855,5.6768737225,4.7950159549,6.46155,5.90474,85.3607976537,458595,15.0758276805,0.0414608438,10.1392915782,144.1579438293,321627,19.1022748355
57,25000,session_2,anat_1,NYU_2,1.8318159371,4003416,3.6736561824,16.2676803968,51.7225668608,121222,39.4855299349,0.3900232133,207.325910064,33.2026479174,4385192,48.6643065553,5.6777557612,4.805760301,6.51301,5.84771,86.2325600543,449385,16.5638447448,0.0476073433,9.0380390185,145.9944247176,311195,20.3949336738
58,25000,session_2,anat_2,NYU_2,1.7727966348,4027697,3.3704328186,17.2988817467,50.3759479695,124081,37.4470523239,0.3935326058,232.2104411877,32.7745172567,4360911,47.632054756,5.6913864415,4.8194971242,6.51299,5.87317,84.8336146661,446091,16.091844863,0.0441877827,9.7241271436,143.1383334296,311754,19.980402153
59,25001,session_1,anat_1,NYU_2,1.8566302991,3893252,3.286703982,18.2778363933,53.8537349828,168140,35.5299850819,0.3858901196,248.4699453276,32.6239744653,4495356,49.4890866139,5.2274886523,4.4707156495,5.77904,5.52901,86.4428993271,484609,15.9463187065,0.0473033854,9.9260458636,146.5167369833,327329,21.1918825774
60,25001,session_2,anat_1,NYU_2,2.2030977213,3715159,3.7532267222,16.7996368183,57.7512569048,153154,44.4517478226,0.3906676833,189.8835032179,32.4866482175,4673449,50.1301213705,5.3038441042,4.5265050464,5.86618,5.61894,83.6105970665,511953,15.760388495,0.0573264832,8.6556583501,146.6634428953,345558,21.077108691
61,25002,session_1,anat_1,NYU_2,0.502184474,3101529,1.7447062356,33.8389714793,52.7999229826,184374,25.3726899658,0.3486689695,808.9167043055,24.6572513604,5287079,45.4165529696,5.2976880198,4.5630689058,5.99572,5.43452,89.9374698617,406460,14.9762051933,0.0048027924,14.1326091791,148.9765344087,272271,22.9689861241
62,25002,session_2,anat_1,NYU_2,0.089655949,2592128,0.7241975803,83.3493383623,59.7044893423,125965,36.4425701819,0.3729148508,4862.6132154985,25.0439429824,5796480,44.3622868293,5.3386723161,4.489575964,6.01007,5.63918,84.2340172112,455052,13.9080814784,0.0010273412,34.5816441039,144.5954063717,312128,20.9042845624
63,25003,session_1,anat_1,NYU_2,2.0823752005,3425075,4.1177604972,13.9831081219,54.8209341822,210794,22.375641115,0.3829619599,157.0338299464,29.9599081995,4963533,49.2803380644,5.6709995268,4.676324389,6.34802,6.14378,92.6579569623,395421,16.3269154734,0.087728006,7.2757772628,150.2370472153,297658,22.8158001534
64,25003,session_1,anat_2,NYU_2,1.8986800139,3718837,3.7795026345,15.5589967417,55.1102532236,193110,24.9280043543,0.3879008104,207.1543225724,33.0482969278,4669771,50.9288899215,5.5972538181,4.5880162399,6.28977,6.07666,91.9737778354,416556,16.5499241865,0.068658024,8.744086226,150.7790470112,307097,22.7751417131
65,25003,session_2,anat_1,NYU_2,1.8636722605,3915643,3.6243942447,17.6628671621,56.6052306413,175619,29.7630399573,0.3836291869,257.0768555553,35.8465161464,4472965,54.3976212319,5.4332143171,4.4542675394,6.16679,5.83894,95.0966919937,430501,17.7509204158,0.0578349456,9.8903468349,159.1138860807,300704,22.7357763772
66,25004,session_1,anat_1,NYU_2,2.2462878993,3998124,3.7224229796,16.590578482,51.8270877586,164303,32.7166297545,0.4004857848,210.295880746,36.0259070382,4390484,51.4061844581,5.6360927037,4.7856223674,6.34532,5.8958,87.4429160338,529308,17.8029709005,0.0530726411,9.6780799054,149.2000666201,378264,20.6045316309
67,25004,session_1,anat_2,NYU_2,2.2097498311,3985912,3.6789610248,16.5686077801,50.7924846109,163265,31.7567873122,0.4015725349,206.859787425,35.1976038693,4402696,50.3767450177,5.6461134102,4.8297879735,6.35667,5.8626,86.1047692108,524028,17.4754575117,0.0492188488,9.5672673975,147.0600314694,375603,20.3858366418
68,25004,session_2,anat_1,NYU_2,2.7861138197,3714721,4.1749780446,14.3757877127,50.822052902,163661,29.2820687341,0.4103864119,152.341187575,34.7938249796,4673887,50.9075547966,5.7055354332,4.8871286101,6.4921,5.85397,87.4439197035,538255,17.1137274788,0.0737059392,8.3338941206,147.4625177782,390225,19.7247266071
69,25004,session_2,anat_2,NYU_2,2.6113586013,3656992,3.7050128243,15.8850772284,50.1406024036,160424,28.3042889208,0.4112208052,176.5391314815,33.7706392522,4731616,49.5221761612,5.7611402431,4.9209029997,6.56677,5.91737,85.4073900153,536643,16.8476424969,0.0633012049,9.1148508395,144.2618048616,392296,19.6317620313
70,25005,session_1,anat_1,NYU_2,1.6070193339,4171973,3.1072140231,19.7185261105,50.207998158,138982,28.4927341579,0.3839107301,311.9227208588,34.9732851328,4216635,50.6417412545,5.3423082654,4.4858810422,6.00742,5.65784,86.6413212927,458006,16.1930126226,0.0370843723,11.2555121316,147.9110021387,308131,19.6687565065
71,25005,session_1,anat_2,NYU_2,1.6418234845,4092163,3.1040881497,19.4526252102,48.8880392805,142157,29.1589106848,0.3856335751,295.4650123431,34.0103537234,4296445,49.5797219745,5.3424173836,4.5057456765,5.97928,5.65977,85.0186785269,467221,15.8690478985,0.0361911292,10.9566326995,145.401341923,314176,19.3933049093
72,25005,session_2,anat_1,NYU_2,2.4581655796,3732585,4.3751777385,14.8759872318,56.3114893227,130791,35.9312321509,0.3985497097,171.4611173644,36.2667341153,4656023,54.5015166471,5.4421605005,4.5923921737,6.12118,5.73375,93.6904448244,463801,17.4003768518,0.0341717603,8.2892024696,158.7755329996,328565,20.9115467271
73,25005,session_2,anat_2,NYU_2,2.3309271475,3619142,3.8847266701,16.1977808382,52.6735465745,129556,32.7624350804,0.3989920321,188.6496195948,34.0729897128,4769466,51.7748397917,5.4741321295,4.6349334686,6.14212,5.76215,89.7950049717,463621,16.9701863584,0.0766598824,8.7710134087,152.7189561906,329792,20.4283338876
74,25006,session_1,anat_1,NYU_2,2.1754231272,3892813,4.1473345676,14.5842056509,52.0725945907,207605,26.0185461744,0.4032284626,186.1630604486,36.1971585198,4495795,52.4357024117,5.2653708498,4.4468134268,5.98414,5.48574,89.0677021786,486587,16.0390998966,0.0482322167,8.7278125094,149.5532824158,328767,22.4365543664
75,25006,session_1,anat_2,NYU_2,2.3538620975,3896855,4.5978788878,12.3374547324,52.2753343605,239487,19.7419075811,0.4097442259,146.7413058194,35.872214589,4491753,51.0642638032,5.4959375807,4.634670311,6.12904,5.84405,89.3722342398,453040,15.6759492148,0.072103273,7.8019050663,146.098356883,338929,23.0433602387
76,25006,session_2,anat_1,NYU_2,2.2367415443,3739051,3.6459055804,16.8932595508,50.4853454543,180183,27.9532793578,0.4170624467,224.6201684111,37.0348892378,4649557,52.0453514617,5.3510831864,4.4490916192,6.00509,5.73502,85.6477068659,537365,15.7015001169,0.0673737801,10.157939755,147.2389361327,368655,22.3838400423
77,25007,session_1,anat_1,NYU_2,3.0193441098,3685503,3.9190927104,15.1630013593,48.7971241507,202375,34.6371610814,0.4522399126,172.6103126377,39.5938432358,4703105,51.1701437045,5.1919979617,4.3394677099,5.79671,5.56399,82.9432799054,610542,16.5328002036,0.0959310032,10.1028085225,142.3684880013,438671,20.5838950404
78,25007,session_1,anat_2,NYU_2,3.1184815823,3688937,4.0304353071,14.4250590925,47.2001231805,199707,32.1984734059,0.4533069936,154.2702920798,38.5486066156,4699671,49.8199323818,5.2795380279,4.4192570738,5.91095,5.63354,81.0282750763,610856,16.0982146568,0.0979184518,9.5643779588,139.1675425497,438605,19.9695865426
79,25007,session_2,anat_1,NYU_2,3.0926315597,3563669,3.9381275402,15.243766173,50.1595322827,206535,42.251223455,0.4485501988,170.3785648105,39.4757275592,4824939,51.7072771327,5.2146592536,4.3707784536,5.82711,5.56757,82.7598558049,620548,16.9108496926,0.0945761237,10.0239840269,142.7917511877,451071,21.178435269
80,25008,session_1,anat_1,NYU_2,1.9276405191,3960985,3.5074906264,15.6346686641,47.9123970177,163499,30.2797785788,0.3718333034,165.1311709075,27.0407628847,4427623,43.5299934585,5.6969605623,4.9121736884,6.36804,5.91086,80.6253917558,468404,13.6873273349,0.0483119729,7.7094326871,135.4638455418,307915,20.2776268115
81,25008,session_2,anat_1,NYU_2,1.8637359208,4340186,3.4260304263,16.3454005326,50.762710586,145843,32.5683969223,0.3739035515,202.3004220381,30.6110337194,4048422,46.0093490916,5.6660619288,4.831241469,6.32549,5.95239,82.0476151523,464537,14.831884918,0.0470578911,8.9348400073,138.0474547078,318156,21.908775588
82,25008,session_2,anat_2,NYU_2,2.1700336717,4363084,4.4592870484,11.0312308145,48.8116465158,187833,22.8604648257,0.384502707,116.8998264572,30.102719605,4025524,44.1804484738,6.2216735549,5.2578874981,6.94725,6.59322,82.0648564257,416335,14.9624845111,0.0964829006,6.75056781,131.2562811254,338952,23.2325529711
83,25009,session_1,anat_1,NYU_2,2.6440924058,3581613,4.5675532613,14.9506792892,57.7608859187,228644,34.032048698,0.4382408771,203.3297027606,45.1331272348,4806995,59.9444997847,5.4835162937,4.5192794924,6.21064,5.87452,99.8257795383,522585,19.4285286122,0.0639563794,9.8812481548,168.1138034838,382686,22.8064171798
84,25009,session_1,anat_2,NYU_2,2.8366906119,3517550,4.9445279244,13.2255623146,57.0438294616,223457,30.4927500297,0.4462876164,161.3074559597,43.5190553357,4871058,57.6174462207,5.5877150699,4.6022041903,6.32176,5.99653,97.2349533402,499895,18.6634044302,0.0854591975,8.8014580968,162.6291155214,392265,22.9174110595
