,subject,session,scan,site,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,gm_mean,gm_size,gm_std,qi1,snr,wm_mean,wm_size,wm_std
901,25435,session_3,anat_1,HNU_1,2.9742103977,4103840,9.6181593928,20.22637274,147.1730547639,210887,50.6994307458,0.3724095185,485.9475566313,111.7116793356,7430496,191.8821164507,4.2046713683,3.71631,4.2447983175,4.7122466116,278.0831098538,529877,55.5198478575,0.1433413583,11.614662928,472.6235868063,480472,51.7196721515
902,25435,session_9,anat_1,HNU_1,2.6859264191,4985076,9.2642721019,20.2555802441,158.9268306329,214475,48.6422970878,0.3717440645,611.3528901558,127.5018179513,6549260,201.6729218215,4.0430806183,3.54053,4.0669465854,4.5898730697,282.3669678902,482034,53.9185325189,0.127922824,13.7627453672,470.0201748544,472965,50.1302409642
903,25435,session_8,anat_1,HNU_1,2.5964422918,4247884,9.0513929733,20.60005251,175.9679492492,241336,45.7002650701,0.3705998908,586.1913951842,115.6409268812,7286452,196.5989297503,4.1674687198,3.68747,4.1882552082,4.6865963963,297.9102999144,448528,54.4910691266,0.1260637061,12.7760364865,484.3694704532,465228,49.7060523664
904,25435,session_1,anat_1,HNU_1,2.672780712,5425761,9.2821647406,20.8192146263,145.0765526844,214741,53.2510333742,0.3732601511,632.7682090569,134.780773209,6108575,202.2940016883,3.9755327184,3.49357,3.9776264945,4.5216056105,276.9944590611,523377,54.1825936474,0.1240323708,14.5204030499,470.2418389916,481068,50.5003906824
905,25435,session_7,anat_1,HNU_1,3.6280754679,5025868,10.7320153799,18.7101696541,154.3901065725,203711,53.9298167242,0.3736820014,479.1496565985,133.0190080341,6508468,209.431718217,4.1171913012,3.58322,4.1264387014,4.7201208693,289.8426691882,529839,56.8347105071,0.1612195147,12.3945972238,490.6404976772,479588,51.6639004898
906,25435,session_4,anat_1,HNU_1,2.2682803749,5975684,9.6664515716,20.9877661891,153.5533878802,200317,55.5837456284,0.3716944808,755.2760012049,158.4238214346,5558652,222.2936832279,3.9795049291,3.46109,4.0151239349,4.5349887767,293.3694571108,532687,58.1489027447,0.0981032464,16.3890358588,496.2466825746,484035,54.4458639382
907,25435,session_2,anat_1,HNU_1,3.2537350426,4049539,10.2156897636,19.3063560272,158.9198948179,218288,49.7619665466,0.3711893779,453.3494300877,114.1140045521,7484797,197.8129369253,4.1500560111,3.67483,4.2265308588,4.6019455662,289.7220594525,497977,56.4123065977,0.151414519,11.1704649606,486.9498030913,472300,51.2619537392
908,25436,session_5,anat_1,HNU_1,1.9358819295,4615773,8.8113364566,24.5338404783,142.3881446793,240449,54.2633578971,0.4186670656,783.3105745642,147.0179806998,6918563,205.5201644387,4.0057865379,3.59856,4.0091747233,4.4553348747,275.5320374895,699930,57.9055772179,0.0859433512,16.6850944149,491.7079605158,565290,62.6356150549
909,25436,session_6,anat_1,HNU_1,2.5386353344,3945879,9.0440639124,23.1864418634,153.4904349955,245060,49.6318011513,0.4190359017,671.2758131665,135.3070479931,7588457,202.498908205,4.0163520088,3.60329,4.0495494933,4.4400881001,276.9009779472,663226,56.3875181355,0.1188477903,14.9608681786,486.6006400621,556821,59.1252217393
910,25436,session_10,anat_1,HNU_1,2.4600217206,5576875,8.8978033567,23.0012548472,164.9536827417,280932,48.2528698367,0.4176012993,905.6392377791,173.1033295613,5957461,217.4752258338,3.7655439844,3.34627,3.786084408,4.2143559662,284.990292789,604087,56.6718203402,0.1182891853,19.4546139784,489.6509353773,543524,62.9724182497
911,25436,session_3,anat_1,HNU_1,3.0029147942,3958137,10.9223866855,19.3743075602,164.2303507476,249068,49.4806865254,0.4200586272,483.0037057103,138.7282638058,7576199,206.9263050331,4.0832395668,3.64452,4.136166328,4.5162298169,288.6348360541,643322,57.1702352509,0.123059409,12.7012774589,500.2485149895,552353,59.3599465814
912,25436,session_9,anat_1,HNU_1,2.1202127205,4552911,8.4373236283,24.6595335094,148.8626996053,249555,50.1942952114,0.4197152195,834.4904858499,145.8722497476,6981425,204.8608582475,3.9613201282,3.5214,4.0087446598,4.4034712658,273.4493079378,662007,55.4493914055,0.0977198983,17.2889243288,481.5097726794,559826,58.7511689627
913,25436,session_8,anat_1,HNU_1,2.9884028439,4976493,10.5043246549,18.9767111271,146.771092489,245348,47.7200316132,0.4183084857,514.7267634539,147.2373786318,6557843,199.5211423763,3.8725803318,3.43034,3.9274217019,4.3107823443,264.7531393471,631660,53.4596522137,0.1237284972,14.0168343486,464.0906739091,550831,57.7589314785
914,25436,session_1,anat_1,HNU_1,2.7608147372,3940241,9.6182899599,21.9455009185,154.0979138007,255153,50.3479538116,0.4173291903,592.3780094858,134.7790282394,7594095,203.0438186206,4.0266025474,3.59873,4.1283125495,4.3943272969,279.6191678797,637504,57.2179475632,0.1228947671,14.0127848922,490.6973590306,550669,61.1675448314
915,25436,session_7,anat_1,HNU_1,3.0787947749,3550308,11.2829090274,19.8157190497,171.9541469318,229712,53.8038942461,0.4226145919,474.6291050489,139.2428321474,7984028,213.6042052616,4.1689011539,3.72938,4.1917673934,4.6347942251,304.2215541043,678024,60.4499666928,0.1246224271,12.3410400464,527.8005094555,555495,62.5001510979
916,25436,session_4,anat_1,HNU_1,2.5552768099,4898051,9.5279754185,20.1949622571,141.7032896403,264497,43.8718388871,0.4155493411,579.9004388422,139.6510022045,6636285,192.3737719675,3.9129119851,3.43977,3.9609461749,4.3971739076,254.4818133048,628179,52.2777795745,0.1169144625,14.6569440066,446.8989172678,552953,56.5040770216
917,25436,session_2,anat_1,HNU_1,4.0260635781,4147108,12.1438077199,17.0753751864,148.5995150365,261463,49.5540777464,0.41435088,355.8699390591,133.78561848,7387228,201.1542349176,3.9768026067,3.55837,4.0712676995,4.3413270916,276.3044622555,620090,56.5399592508,0.1583927884,11.0167767447,483.6645352634,540489,58.1811959099
918,25437,session_5,anat_1,HNU_1,1.5828355678,5110325,7.1548794112,27.6747026134,148.434095101,266748,58.8762930905,0.4194039598,1148.9585006174,150.5350743072,6424011,197.7645125154,3.7035429567,3.40285,3.7636187105,3.9664755626,284.2769376151,616944,55.8314695269,0.0719539364,21.0394984535,482.2860975548,552018,57.7695463953
919,25437,session_6,anat_1,HNU_1,1.9001948476,4529068,7.7930207431,26.8503983354,152.9172301339,271681,60.3573787453,0.4214226029,951.725581848,144.3228397691,7005268,201.2041850501,3.8295565153,3.55516,3.8717591989,4.0801761575,293.2927315746,670324,57.6452620727,0.0911370728,18.5194989885,502.538442763,561289,59.8768221253
920,25437,session_10,anat_1,HNU_1,2.3698346347,5083037,9.1820167348,20.6330573037,141.044129223,312514,68.8473448022,0.4118789812,570.4261540547,134.1249696012,6451299,182.6930417308,3.8255843046,3.51435,3.8807495737,4.1051710379,269.2687990161,619567,56.0415571069,0.1021706118,14.6073540786,458.7218764687,544704,62.5976964834
921,25437,session_3,anat_1,HNU_1,2.4774154654,3886235,8.7445169387,23.2326381367,154.5065682668,261789,55.7999914989,0.4197218683,646.6851944734,128.3580572036,7648101,192.3945142003,3.8880932877,3.60988,3.9257731252,4.1475527708,286.3529800378,629690,56.4031961061,0.1186644657,14.6786904414,489.5111777555,551184,58.0511167131
922,25437,session_9,anat_1,HNU_1,1.831564416,4772571,8.2525782369,23.7396765848,149.8308703563,234134,49.6365875815,0.4170195221,753.373709659,136.3461158057,6761765,187.9366168597,3.8341382724,3.53437,3.8778722442,4.1124411588,281.6923913446,540700,55.6154281699,0.0822688651,16.5216386797,477.6059296791,505255,54.0997346636
923,25437,session_8,anat_1,HNU_1,2.7094091685,4718809,10.0344661035,19.2683567908,143.6081101835,306035,55.4766474301,0.4232093485,504.9409681929,137.8716286111,6815527,188.7361521889,3.7740065202,3.49176,3.7832275577,4.0691071424,272.5658594211,638261,53.4623357191,0.1115681944,13.7398070998,465.9135325081,558337,56.4923992427
924,25437,session_1,anat_1,HNU_1,3.1385406685,3803491,10.1152123803,20.7274431143,155.0264682644,273384,57.4503138795,0.4206263993,506.2831018504,131.6521518945,7730845,198.8014461781,3.8803622075,3.62009,3.9248720398,4.112174929,291.0579802334,635113,57.8329320177,0.1395638901,13.0152632437,500.7204694343,552580,60.5716834294
925,25437,session_7,anat_1,HNU_1,1.9702503399,5171894,8.6836743633,22.5215713279,139.2759115976,286146,56.0059520076,0.4171251969,739.404369729,146.3624972819,6362442,193.0637795832,3.707667554,3.41246,3.744511604,3.988787666,272.5271880322,643592,54.2422137889,0.0817663703,16.8549039449,468.0971795936,561373,56.4301288149
926,25437,session_4,anat_1,HNU_1,1.5828387977,4685721,7.0369705503,28.2490486992,156.5524343068,237049,56.8722090707,0.4188842153,1110.5816718941,141.0960684719,6848615,194.7889832507,3.7675148511,3.48356,3.8109052151,4.0282101525,288.6986114378,561156,56.2506176619,0.0776747058,20.050683382,487.4863352074,525072,55.6525572124
927,25437,session_2,anat_1,HNU_1,1.9437806871,4410874,9.1890976375,24.2532061045,174.5237759679,256856,66.1096526119,0.4209782949,801.9097278677,153.7444525579,7123462,217.1971649604,3.8379885738,3.56598,3.8632500855,4.1037374929,320.9849175015,649163,61.6289982837,0.0814815839,16.7311806472,543.8499964189,558480,62.6895924774
928,25438,session_5,anat_1,HNU_1,1.793903788,5099724,8.3031503802,25.8879596958,176.8649771843,193945,54.8184672755,0.361142351,1186.2934456265,153.922850338,6434612,249.0266456428,4.107265854,3.69114,4.113086254,4.5638439889,313.6755870459,470832,59.8231224794,0.080993795,18.5378854158,528.6272094359,417980,59.780817878
929,25438,session_6,anat_1,HNU_1,2.8191725377,4135230,10.6194369859,19.370605327,144.4069658492,185706,53.1988663254,0.3576380717,506.0071721481,119.9292837024,7399106,216.281566128,4.259428953,3.77566,4.3366680705,4.7195986494,277.9807306222,498096,56.3021531804,0.1207998104,11.2933749559,483.6856532718,420981,55.6755435412
930,25438,session_10,anat_1,HNU_1,2.3344488524,5131682,10.0096527753,21.2006637353,151.538322918,198106,56.1304314324,0.3540120967,749.0880625988,145.2453074126,6402654,241.1030767151,4.121651149,3.65656,4.1974503752,4.5620213389,293.0197735914,491059,58.1949605901,0.0990556313,14.5105240584,505.2310561886,418448,60.3284377093
931,25438,session_3,anat_1,HNU_1,2.7717724957,3999014,10.5708654949,18.9083028778,169.6918078134,196663,49.2418591063,0.3579979248,533.6750676832,121.6064599457,7535322,221.4104609926,4.2627916173,3.74916,4.3239095203,4.778292076,297.3925984806,451637,56.3184928292,0.1201213599,11.5039265238,497.2697249386,415071,56.0494212713
932,25438,session_9,anat_1,HNU_1,3.3442750454,5667715,11.0921820193,19.5091805406,171.6274152857,202150,53.4484341171,0.3625646459,717.2974092979,170.2117463877,5866621,259.7370407872,4.0704594107,3.59234,4.1016383735,4.5771349987,308.0241095901,495446,59.2148032979,0.1441498029,15.3451995371,524.4234911943,430970,62.5509285394
933,25438,session_8,anat_1,HNU_1,2.4407375886,4759857,9.421233214,22.3723658876,147.1484278006,207003,56.3760292725,0.3642983066,803.888302377,142.2760821449,6774479,236.6169553377,4.1408315423,3.70959,4.1373746016,4.6260803196,291.5967291208,530683,57.5510617961,0.1126846878,15.1016410393,502.3720056967,436746,59.1907235109
934,25438,session_1,anat_1,HNU_1,3.2238061205,5188212,11.4418237251,17.8838617488,156.3875917551,195902,52.8408975056,0.363815237,540.4093975112,146.2123770897,6346124,234.737202341,4.0642420374,3.62991,4.0951771816,4.5161581397,285.9133860314,461750,56.051107464,0.1343985173,12.7787650468,490.5373796849,416095,57.5835134206
935,25438,session_7,anat_1,HNU_1,4.0708703158,4336690,12.297167942,15.7965276456,158.218412759,209420,48.3661071643,0.3621916012,374.1515845364,123.8590182819,7197646,218.0406351334,4.220550052,3.73337,4.2721278283,4.7136903962,281.3855218562,459092,54.0748589545,0.1747581681,10.0721579852,475.6380752142,419974,54.117415988
936,25438,session_4,anat_1,HNU_1,2.945902916,5457197,11.1235030207,18.2550145966,150.4835345697,215087,52.7837008492,0.3623639062,614.9719250155,153.8549440842,6077139,240.5366791325,4.1168560506,3.61481,4.1838931357,4.6135060824,286.0810081725,502295,55.4489282296,0.1246577684,13.8315190635,489.1407181815,431785,59.2250407802
937,25438,session_2,anat_1,HNU_1,1.9456749919,7768567,9.33493537,23.6043187978,152.3009632499,191020,58.211136438,0.3621716899,1488.9196395063,252.5514862349,3765769,267.8862636593,3.640404109,3.18531,3.6455253242,4.154659058,300.2302761863,576169,59.9149931086,0.0802243194,27.0544440025,520.5750666173,451459,61.511453857
938,25439,session_5,anat_1,HNU_1,2.3461250426,5795820,9.2064151472,22.4932770499,165.6092598868,239031,49.3706876225,0.3741669101,863.5985084783,160.3248539338,5738516,228.6633248322,4.2983180132,3.71947,4.3454946116,4.9133217721,296.0236585245,524758,58.6823714766,0.1067364066,17.4144714714,503.1061050664,490052,56.3316747763
939,25439,session_6,anat_1,HNU_1,2.3106840756,5361649,9.0029305123,23.1154090816,164.9374921202,230019,49.4991420343,0.3717107847,825.3793092556,147.2663244937,6172687,222.8483454771,4.3191340227,3.76821,4.3704178148,4.8925046513,294.6694600373,524814,59.1930284812,0.1103306091,16.3575987055,502.7758817628,489389,55.8135196968
940,25439,session_10,anat_1,HNU_1,3.051073624,4352377,9.7313162531,20.9195817061,158.2541850202,239963,47.4119271578,0.3660986329,536.5058945781,118.894802145,7181959,204.2401293952,4.5264102751,3.98242,4.5387159936,5.1307598244,287.5188401064,514461,60.2954402356,0.1538559275,12.2177513353,491.0939055704,477075,61.6451106329
941,25439,session_3,anat_1,HNU_1,4.3549247831,4355826,12.7430579099,16.7402831735,158.3464909031,229475,51.4298127315,0.3728778757,340.0152053588,126.6759305892,7178510,213.7293597218,4.5176124888,3.94262,4.5880197008,5.0970203197,292.7150468823,565672,60.7388591795,0.186767791,9.9407796374,506.0374447914,494488,57.2055213596
942,25439,session_9,anat_1,HNU_1,3.0015358672,5380966,9.7852444041,20.9671486549,158.21631266,229233,48.3871004705,0.3703635019,650.5411184349,143.1540633587,6153370,218.4476768235,4.3595469488,3.79328,4.3946344851,4.9703563825,285.8782702381,544838,58.2723228666,0.1458974095,14.6295848572,491.0469442844,494565,56.3149119263
943,25439,session_8,anat_1,HNU_1,1.9058288342,5203870,7.816587373,25.9073673921,154.1921590904,230611,48.5453033733,0.3695737703,945.3140017256,134.2771672858,6330466,207.8930705577,4.3740643122,3.83131,4.362441161,5.0070244148,280.1666017955,552377,57.6952555937,0.099022074,17.1784899059,482.6738026207,488045,56.5407907088
944,25439,session_1,anat_1,HNU_1,1.9995503099,5637250,8.4496456092,25.2581408545,159.9317191995,224558,52.9897211174,0.3724286164,985.1692424581,154.2243583023,5897086,224.7961772496,4.2723614958,3.73041,4.3103829996,4.8499078866,296.1526639853,544241,60.3149267885,0.0929318373,18.2521688406,509.5750029527,491074,57.1427259037
945,25439,session_7,anat_1,HNU_1,2.0875177872,5826777,8.6082634618,24.462981763,157.5523623773,228160,52.2330743874,0.37005058,978.5196279044,158.2527115128,5707559,227.5293876272,4.2827339436,3.70698,4.3190149882,4.9063485998,291.1948568074,563891,59.0697364228,0.0966070951,18.3838136709,501.7786488854,500002,56.8624292553
946,25439,session_4,anat_1,HNU_1,2.6780966576,5480688,9.5672225708,21.7668172426,169.4265041689,228598,52.7658008074,0.3715589214,766.3483501027,152.9410456459,6053648,228.6889484768,4.2939597564,3.77135,4.3648577083,4.8095638355,300.347356007,520633,59.1331542123,0.1264310247,15.9859399646,508.5953412255,491288,55.6715996251
947,25439,session_2,anat_1,HNU_1,2.3482210657,5177795,8.8935802641,23.3674257658,167.0228987094,215558,49.5247875227,0.3736155833,807.1076395595,142.8048427458,6356541,218.9678132758,4.3586529474,3.81864,4.4044542681,4.9233053888,296.0256352437,518856,59.6457670187,0.1155238861,16.057070213,503.8457118575,487134,55.9261641427
948,25440,session_5,anat_1,HNU_1,2.6355803327,5265680,9.7623201238,20.2266722655,147.1128431162,223248,46.15177101,0.399818793,595.157676414,144.0270548872,6268656,200.4271922023,3.7224998497,3.3072,3.8440713018,4.0574442302,266.3356104397,525228,54.1799048564,0.1131141657,14.7533632437,463.7948601333,485927,58.9246008431
949,25440,session_6,anat_1,HNU_1,3.7621191859,4179891,11.4457606819,17.3464377674,145.9832199879,232181,45.0218035934,0.3993551395,354.3599345918,121.9019532148,7354445,191.4311150644,3.895367208,3.467,4.0214212932,4.2394532427,263.8699808618,538713,54.9320438426,0.155774397,10.6504020661,462.413156231,488757,57.9540722132
950,25440,session_10,anat_1,HNU_1,3.2875309734,5826695,11.0798607472,19.5908195004,149.1659590628,234359,54.5084087271,0.401778162,564.3168299833,167.9297359602,5707641,217.4376510338,3.7073729399,3.30414,3.7902212092,4.0688818711,286.6534582539,566760,60.861821698,0.1350250871,15.1563038374,503.7170102411,483544,67.7354380859
951,25440,session_3,anat_1,HNU_1,3.7036623104,4153939,11.174075491,17.2374854375,134.5408753497,247741,44.7745334005,0.3994461726,339.0140095504,116.1660199847,7380397,183.1707941014,3.90194015,3.45987,4.0003174634,4.2922896142,252.2215670369,549802,52.9080208324,0.1578985633,10.3960296383,444.83453059,491958,57.6605228018
952,25440,session_9,anat_1,HNU_1,3.3718154584,5052973,11.690527853,16.571096351,138.8453755286,238384,46.6656540539,0.3993781984,370.608679498,133.7923108131,6481363,192.491281507,3.8084154144,3.40726,3.8962011405,4.1609052182,257.6959637431,546323,52.305917802,0.1294131198,11.4445055429,451.4208271891,498435,58.358285412
953,25440,session_8,anat_1,HNU_1,2.165925122,5127339,8.1212831695,24.3509598721,148.0533785132,230486,46.6911431784,0.3988556599,845.2526688847,141.220162118,6406997,199.5809342643,3.7385004426,3.34665,3.8028773633,4.1055396638,266.364748128,538865,54.2912321514,0.1024441723,17.3888976865,464.1257887,495911,60.2669046068
954,25440,session_1,anat_1,HNU_1,1.6155188944,5298659,7.2836771157,28.5771144552,170.2281876936,237664,49.1751462744,0.3947767829,1296.1715668977,156.4164255682,6235677,218.5330801102,3.658599069,3.30424,3.7724247724,3.928722132,293.6163024664,476615,58.2247443487,0.0771923613,21.4749257941,501.7627770573,474992,62.6636950479
955,25440,session_7,anat_1,HNU_1,2.3120760665,6153848,9.1452407214,21.80550852,148.4128703566,222387,47.0607882441,0.3990738352,790.6417387084,166.8506301709,5380488,206.3798106696,3.5992902045,3.18806,3.6657587874,3.9898935435,268.5238888508,539059,54.8038839494,0.0999116325,18.2445312544,467.9405133184,490261,58.5942736287
956,25440,session_4,anat_1,HNU_1,2.2931818954,5550252,9.4931423098,21.4659058082,146.0314155037,229791,50.9561569219,0.3955344371,725.1077004697,155.830591032,5984084,211.9957962285,3.6958931494,3.29219,3.8411427743,3.9921872155,274.8672001101,537764,55.9398588962,0.0931581125,16.4150695255,478.6460987576,493471,61.4061766056
957,25440,session_2,anat_1,HNU_1,2.8949468964,5978854,11.1026230511,18.315142269,136.5185701892,229373,50.9575571287,0.4005793119,526.3287659675,162.9953695606,5555482,206.9265839361,3.6613928233,3.23773,3.7524882578,4.0399754608,265.5386089681,577068,55.19418834,0.1150595081,14.6807982952,468.884729708,497240,58.9797941528
958,25441,session_5,anat_1,HNU_1,3.1569458445,3645339,11.0058919946,19.8494560504,172.5120148028,241036,53.9368249968,0.3871739982,594.6531071671,141.3722615772,7888997,241.0915511529,4.3643725245,3.85884,4.3665984414,4.9336064334,310.9998748427,583266,63.3355460756,0.1440110234,12.8451434602,529.4608442838,539321,60.2669046092
959,25441,session_6,anat_1,HNU_1,2.9725507946,4549026,10.6254740163,19.3023705405,157.8204883668,267381,48.7022691184,0.3878336876,636.1493858282,149.3375870334,6985310,235.0560289295,4.256096766,3.7647,4.2441225034,4.8251997152,288.1171385097,569787,58.9007944824,0.1348787631,14.0546752837,493.2139751399,543923,58.6855996256
960,25441,session_10,anat_1,HNU_1,2.2836605934,4714298,8.2631788502,23.7075952696,169.956453436,297268,47.3224994156,0.3813586311,1047.1869679777,148.7355699353,6820038,234.4065068976,4.2182236165,3.72564,4.2130964945,4.7817530632,295.2371998535,515873,59.8338957275,0.1189010538,17.9998003953,491.137299675,523337,62.0792556752
961,25441,session_3,anat_1,HNU_1,1.718514801,4795752,7.2057099876,26.2282896589,164.9717805538,284024,44.7081405454,0.3868166561,1278.0091283582,144.8925842206,6738584,221.96925969,4.1939636699,3.69932,4.1500307557,4.8050993669,283.2952757105,492201,55.6979333802,0.0905857934,20.1080232857,472.288724463,528303,57.2217071468
962,25441,session_9,anat_1,HNU_1,3.7795465699,3378520,11.8937332421,18.7894163108,153.8633848428,205658,54.9985721257,0.3864183244,465.8268865285,133.6921441461,8155816,234.1490829362,4.4148632844,3.91952,4.4212472234,4.9656359237,298.0156333533,609786,63.8778745435,0.1659173247,11.2405534431,521.4919387288,544269,61.0952303273
963,25441,session_8,anat_1,HNU_1,1.6672567121,4797111,7.4227087944,28.0210796644,158.4776381699,250941,49.2422090618,0.3842852357,1386.560950731,154.197600352,6737225,237.9293064209,4.2362458717,3.72512,4.2192812171,4.8368728671,285.5287058722,578575,59.9468084175,0.0809949989,20.7737639483,493.5210203256,546257,58.6212055915
964,25441,session_1,anat_1,HNU_1,2.7278673292,4812107,10.0445345495,20.6986004335,154.0251660987,244734,50.8298775876,0.3883371636,726.1081268865,153.7702759368,6722229,234.8215320895,4.1434017963,3.65886,4.1393098873,4.6967336072,284.2134548199,587061,60.1264254867,0.122715268,15.3088503185,492.1212619992,542536,59.5692232735
965,25441,session_7,anat_1,HNU_1,3.2731460254,3365687,9.7656674187,19.6996984037,167.4391779984,284379,44.5324775152,0.3863197583,582.7854717181,123.2486747138,8168649,216.131975984,4.3393404857,3.8017,4.3550788837,4.9351218952,286.1348700792,513813,58.0559675779,0.1663036402,12.6206094709,478.5155729377,528513,56.6743388629
966,25441,session_4,anat_1,HNU_1,3.8723126059,4048132,11.8128372124,16.9633032511,157.8082104565,265442,47.6168930574,0.387457283,458.4440568272,137.6088217074,7486204,228.0963618756,4.3030826342,3.82412,4.2940508266,4.8522117982,285.7563403111,549697,57.9649239535,0.1751375696,11.6490915123,486.1410802013,538807,57.0656942086
967,25441,session_2,anat_1,HNU_1,3.1799032638,5140137,10.5935293539,18.2084448673,160.8042599112,278926,45.6141028881,0.3878818212,629.2901600577,155.2250970719,6394199,230.2245395358,4.1032834842,3.62323,4.0949109518,4.6564305144,279.6365939891,520151,56.3423331423,0.1482797054,14.652821726,472.52828918,533066,57.3149052679
968,25442,session_5,anat_1,HNU_1,2.381406995,4393568,9.0334425645,21.9959843386,145.093656948,175641,44.1263764077,0.3592626624,473.4275278983,100.9806417221,7140768,176.5236684801,4.1670420374,3.65621,4.1055396638,4.8204075792,262.6956094993,448286,53.8033152032,0.1090337056,11.1785336544,461.3950706712,387923,56.990509367
969,25442,session_6,anat_1,HNU_1,3.2108817093,4415457,10.4977624948,19.680787748,142.8030858949,175249,47.8147387844,0.3634918113,387.0935081355,108.1478382089,7118879,187.1012771239,4.0841437273,3.58623,4.0222711805,4.7227524483,266.5665151946,481717,54.5100806675,0.1463667294,10.3019894251,473.1707506836,397158,56.897166672
970,25442,session_10,anat_1,HNU_1,1.8244524436,5254163,8.2419636143,24.5658069208,140.8935131143,167908,45.5843007229,0.3613056022,715.7684117917,120.3226267453,6280173,191.2579484101,3.9866061446,3.47599,3.9514950177,4.6128507475,263.0306082199,433511,52.2584029755,0.0815834986,14.5987815982,465.5010950162,371684,53.4602944192
971,25442,session_3,anat_1,HNU_1,1.4518867021,5155067,6.7258335378,30.6938974027,132.6647918312,177260,49.2456781682,0.3596821432,1014.4118172304,115.7391839793,6379269,186.2682229741,4.0447568709,3.5395,3.9564714667,4.7253021104,258.1878397469,525943,53.7595048921,0.0729214577,17.2081546962,464.6298843042,405892,59.0532050173
972,25442,session_9,anat_1,HNU_1,3.4934784557,4969770,11.5252783297,17.6399384526,128.0799136848,194172,48.1308333079,0.3638718232,326.626761646,113.0516807312,6564566,186.1635333186,4.0767275795,3.55653,3.9945218459,4.7691788259,251.3503789429,525277,52.5750926257,0.1436748582,9.809019574,454.6555793281,408033,57.4931294942
973,25442,session_8,anat_1,HNU_1,2.6564511185,5549265,10.3175164419,18.9843048034,133.4112289342,173801,47.0233742434,0.3612449135,439.0190956556,121.0175391393,5985071,187.7105342406,4.0360200392,3.50011,3.9828282148,4.7161376622,254.4806622456,479218,51.0077569645,0.1088372965,11.7293284503,450.3515391929,397546,55.1189626615
974,25442,session_1,anat_1,HNU_1,2.5978665882,4956911,10.5811837416,20.4801494534,135.899809814,182453,52.8682429979,0.364889279,454.788560666,121.7678969267,6577425,198.0849869297,4.0141474827,3.55176,3.9540446798,4.6056830227,271.2349908356,539587,55.5470867968,0.1074782259,11.5079654508,487.9392152575,411600,59.9552404489
975,25442,session_7,anat_1,HNU_1,3.1788819953,3924785,10.6403819501,19.6450720949,151.8456658158,188040,47.2006427979,0.365312438,380.4737666243,105.6937742015,7609551,189.2238484163,4.1415934753,3.63799,4.1205202086,4.739012944,274.8332058907,483878,55.370216792,0.1428750874,9.9332688147,483.8642764176,398759,57.5268673832
976,25442,session_4,anat_1,HNU_1,2.4029902852,4895422,9.2227669677,22.231340021,149.7433322432,177346,47.2492262755,0.3632120631,538.3746531287,114.9852693678,6638914,189.0169714585,4.0137208002,3.54488,3.9590723268,4.6073111202,270.0995676083,450980,55.0039147198,0.1110331244,12.4675457779,475.134036001,388045,56.3211623466
977,25442,session_2,anat_1,HNU_1,2.9219607882,4142948,10.2909796043,20.812192594,135.0120415525,179628,50.4951365641,0.3677472021,409.3784119734,107.8297030191,7391388,187.8211433915,4.1117764973,3.61563,4.0694552891,4.7246262963,266.7423658977,526650,55.9213274266,0.1292627858,10.4780795575,480.9202154042,409277,60.0832760864
978,25443,session_5,anat_1,HNU_1,1.8633860846,4998422,8.0345442591,24.6805236486,160.2223912038,300493,51.3605053752,0.4220152376,1151.1193291578,168.3091135395,6535914,223.7950049751,3.7931462771,3.31312,3.8832377982,4.2419824256,279.0183430252,675134,54.2767526715,0.0872093233,20.9481842545,477.3151026167,589719,64.6774132675
979,25443,session_6,anat_1,HNU_1,5.102979743,3969110,12.4002888092,15.166349344,158.4348054049,291811,46.5867209365,0.4248755655,356.0580389915,141.1767473376,7565226,210.2724470133,3.8918724753,3.40454,4.0057854134,4.3224657357,275.4943483606,571781,53.3449629572,0.2330116827,11.3849563917,463.5614604078,548833,61.4536817944
980,25443,session_10,anat_1,HNU_1,2.2302835687,4770465,8.5895448191,23.1560029031,161.1910147749,279392,51.1962878606,0.4190021622,941.3001061482,159.895279222,6763871,220.600588452,3.8315070637,3.34603,3.9451464614,4.261038334,281.7583210104,621469,55.7920432054,0.1098972532,18.6151050596,480.6578457781,561697,68.2300858041
981,25443,session_3,anat_1,HNU_1,2.9789850177,4903026,10.7303809577,17.8529056609,152.6770102833,309434,49.4417057384,0.4247798994,569.7272520558,159.0114255199,6631310,213.312718522,3.8069321848,3.32921,3.9312308357,4.2155437606,268.0923477756,657861,53.3157594236,0.1327533242,14.8188052359,459.6608267192,585108,64.0018555771
982,25443,session_9,anat_1,HNU_1,2.371112818,5375077,8.827431844,21.1815636279,152.0803913106,347550,51.8920801336,0.4227798237,933.8145895223,172.8043665316,6159259,219.6276033182,3.7887575431,3.28717,3.8745750907,4.2701515841,269.2455151661,673938,52.2177186075,0.1177638944,19.5758369574,456.2243244409,602538,65.5953208255
983,25443,session_8,anat_1,HNU_1,3.2210081989,4191067,10.072632334,19.238290387,154.3105601082,298728,53.2080888784,0.4203659258,592.6574398391,145.2091934081,7343269,212.8038241302,3.8698678504,3.40443,3.9861663266,4.2705918872,269.1681804017,667444,54.1719595065,0.1539001882,14.4162110353,462.9484062053,592203,68.6569916266
