"","uniqueid","subid","site","site.name","session","scan","efc","fber","fwhm","gsr","dvars","quality","global"
"487","NYU_org_0025153_session_1_rest_2","0025153",24,"NYU 2",1,2,0.481771432728507,149.611354761746,2.00618285678389,0.0134669610925462,1.05767644383123,0.0132837310555556,"All Sites"
"488","NYU_org_0025154_session_1_rest_2","0025154",24,"NYU 2",1,2,0.492174406276276,104.429768843056,1.77742857937452,0.0239383736433524,1.07639686290396,0.0117220448333333,"All Sites"
"489","NYU_org_0025155_session_1_rest_2","0025155",24,"NYU 2",1,2,0.53844633525164,86.8148193584846,1.76414845669384,0.0299321874541615,1.07962086512616,0.0131666152222222,"All Sites"
"490","NYU_org_0025156_session_1_rest_2","0025156",24,"NYU 2",1,2,0.47955761522113,90.8248318843861,1.77071129041083,0.0271700196802367,0.986650904363465,0.00974883111111111,"All Sites"
"491","NYU_org_0025157_session_1_rest_2","0025157",24,"NYU 2",1,2,0.511492156036579,110.93583849693,1.76117746459583,0.0200303878500305,1.09037592437613,0.0123667638888889,"All Sites"
"492","NYU_org_0025158_session_1_rest_2","0025158",24,"NYU 2",1,2,0.468651848966023,133.515960097621,1.89679219971974,0.0179767818136128,1.02825748286594,0.0105396818333333,"All Sites"
"493","NYU_org_0025159_session_1_rest_2","0025159",24,"NYU 2",1,2,0.489326991010809,127.996470463158,1.78829798879321,0.0159374096830706,1.04098165791171,0.0120023756666667,"All Sites"
"494","NYU_org_0025160_session_1_rest_2","0025160",24,"NYU 2",1,2,0.46601013956875,134.692708925876,1.80528806592859,0.0182294177856143,0.984168099091316,0.0176901495555556,"All Sites"
"495","NYU_org_0025161_session_1_rest_2","0025161",24,"NYU 2",1,2,0.457492564660836,190.161035293118,1.87456881540255,0.0212503213178318,0.939680065129231,0.0157206919444445,"All Sites"
"496","NYU_org_0025162_session_1_rest_2","0025162",24,"NYU 2",1,2,0.454253178319108,113.368072084031,1.73140091586231,0.00924936505308443,1.10633492084489,0.0111745665555556,"All Sites"
"497","NYU_org_0025163_session_1_rest_2","0025163",24,"NYU 2",1,2,0.523849014610639,89.3907828531219,1.76873971461491,0.0251752774463791,0.783157395581688,0.0325717172222222,"All Sites"
"498","NYU_org_0025164_session_1_rest_2","0025164",24,"NYU 2",1,2,0.487737001589682,102.086203643935,1.75568673200288,0.0183940489279794,1.06372964038691,0.0122706011111111,"All Sites"
"499","NYU_org_0025165_session_1_rest_2","0025165",24,"NYU 2",1,2,0.506778486740722,80.4401419753345,1.7193746063606,0.042798184760506,0.96722803730693,0.0260013038888889,"All Sites"
"500","NYU_org_0025166_session_1_rest_2","0025166",24,"NYU 2",1,2,0.517832327668521,63.5705438525835,1.93527881295261,0.044866576912111,1.01858801690546,0.0137915264444444,"All Sites"
"501","NYU_org_0025167_session_1_rest_2","0025167",24,"NYU 2",1,2,0.546017929611458,91.2169511808968,1.69067924435388,0.020448024890496,1.06703441923344,0.0118145658888889,"All Sites"
"502","NYU_org_0025168_session_1_rest_2","0025168",24,"NYU 2",1,2,0.51749867857264,93.0204814852924,1.88679500816468,0.0194343728933761,1.09124671447636,0.0131412183333333,"All Sites"
"503","NYU_org_0025169_session_1_rest_2","0025169",24,"NYU 2",1,2,0.511344377414549,102.001881423584,1.70655179235148,0.0302045993979638,1.05277912694106,0.0182377038888889,"All Sites"
"504","NYU_org_0025170_session_1_rest_2","0025170",24,"NYU 2",1,2,0.48845013829225,93.962577369392,1.75427543504297,0.0151420013245726,0.95751840383513,0.0201030894444444,"All Sites"
"505","NYU_org_0025171_session_1_rest_2","0025171",24,"NYU 2",1,2,0.495695879556949,70.6156922323828,1.76281893015864,0.0402031494915541,1.00301023188829,0.013916985,"All Sites"
"506","NYU_org_0025172_session_1_rest_2","0025172",24,"NYU 2",1,2,0.532188317678355,72.8169025432326,1.74565925510533,0.0386210903216144,1.04412096859746,0.0158404683333333,"All Sites"
"507","NYU_org_0025173_session_1_rest_2","0025173",24,"NYU 2",1,2,0.534188880025661,78.1869370228556,1.76550221150302,0.0291716186840332,1.07037750727929,0.0153409811111111,"All Sites"
"508","NYU_org_0025174_session_1_rest_2","0025174",24,"NYU 2",1,2,0.548546498314135,66.8600546286981,1.70319314786963,0.0347528428674442,1.08551707539347,0.0145231283333333,"All Sites"
"509","NYU_org_0025175_session_1_rest_2","0025175",24,"NYU 2",1,2,0.452866871753319,162.995628498262,1.97923798757293,0.00919068586179193,0.987217453219993,0.0138285595,"All Sites"
"510","NYU_org_0025176_session_1_rest_2","0025176",24,"NYU 2",1,2,0.47930819253854,158.176517329618,1.80977635368521,0.00776918789826509,1.02875771416998,0.0150340827777778,"All Sites"
"511","NYU_org_0025177_session_1_rest_2","0025177",24,"NYU 2",1,2,0.499251744056171,149.293783874232,2.10156957148191,0.00903925475057082,1.0999944337266,0.0166112994444444,"All Sites"
"512","NYU_org_0025178_session_1_rest_2","0025178",24,"NYU 2",1,2,0.487308468256686,137.763986570578,1.79950053697927,0.0110696271819427,1.07842366805784,0.0107970035555556,"All Sites"
"513","NYU_org_0025179_session_1_rest_2","0025179",24,"NYU 2",1,2,0.493827109095934,131.912461230655,1.93554229543225,0.0118646130578647,1.12438492823208,0.0104996952777778,"All Sites"
"514","NYU_org_0025180_session_1_rest_2","0025180",24,"NYU 2",1,2,0.507919317966078,154.848909430537,1.90467850290343,0.0097497003634303,1.02186663221037,0.0265046683333333,"All Sites"
"515","NYU_org_0025181_session_1_rest_2","0025181",24,"NYU 2",1,2,0.492370934573953,139.165231142082,1.87974155189939,0.0112084888106436,1.10128512385506,0.0162456715,"All Sites"
"516","NYU_org_0025182_session_1_rest_2","0025182",24,"NYU 2",1,2,0.489689357020887,128.98864867601,1.93939761953088,0.0161271604301947,1.07335878861115,0.0149730566666667,"All Sites"
"517","NYU_org_0025183_session_1_rest_2","0025183",24,"NYU 2",1,2,0.490314714702223,112.413054871085,1.82747207930054,0.0122003029875686,1.07641859740961,0.0113548543888889,"All Sites"
"518","NYU_org_0025184_session_1_rest_2","0025184",24,"NYU 2",1,2,0.494438404370832,140.806352796523,1.91286160244351,0.0125006412053149,1.08658330274039,0.022795795,"All Sites"
"519","NYU_org_0025185_session_1_rest_2","0025185",24,"NYU 2",1,2,0.498888144501669,137.297904414764,1.97572185931016,0.0141225388136237,1.0208854613975,0.0146914429444444,"All Sites"
"520","NYU_org_0025186_session_1_rest_2","0025186",24,"NYU 2",1,2,0.486026815599853,145.796129903997,2.18230726601882,0.00624971112236158,1.00504612227023,0.0109081233333333,"All Sites"
"521","NYU_org_0025000_session_2_rest_1","0025000",24,"NYU 2",2,1,0.46553246182589,107.300949181303,1.92745005191964,0.0241235188811992,0.999510809655766,0.00960809205555556,"All Sites"
"522","NYU_org_0025001_session_2_rest_1","0025001",24,"NYU 2",2,1,0.484053835305874,145.106450151498,1.81956457637711,0.0168997953862795,1.00145216405177,0.00997971572222222,"All Sites"
"523","NYU_org_0025002_session_2_rest_1","0025002",24,"NYU 2",2,1,0.465371953025402,159.934475153161,1.83620637207388,0.0145439347171995,0.96925902154573,0.0102639092222222,"All Sites"
"524","NYU_org_0025003_session_2_rest_1","0025003",24,"NYU 2",2,1,0.473511273871053,124.847675236152,2.04892153210198,0.0109973215468702,1.07220169931939,0.0109959136666667,"All Sites"
"525","NYU_org_0025004_session_2_rest_1","0025004",24,"NYU 2",2,1,0.510372985851313,98.9452671232847,1.90556586343831,0.0136225224165742,1.04493377922987,0.00891667972222222,"All Sites"
"526","NYU_org_0025005_session_2_rest_1","0025005",24,"NYU 2",2,1,0.48039080046707,121.35211446816,1.7546812586323,0.0128019206870141,1.10185517659392,0.0126926636666667,"All Sites"
"527","NYU_org_0025006_session_2_rest_1","0025006",24,"NYU 2",2,1,0.509791098275489,109.282597174736,1.98569482259123,0.0122641518002899,0.984541309659149,0.0162355981666667,"All Sites"
"528","NYU_org_0025007_session_2_rest_1","0025007",24,"NYU 2",2,1,0.543640593455198,108.618575967397,1.88736437260344,0.0183884921490919,1.06145448915028,0.0118844598888889,"All Sites"
"529","NYU_org_0025008_session_2_rest_1","0025008",24,"NYU 2",2,1,0.452561446153866,164.874102219739,2.04447867235909,0.0075547941835607,1.00703904781722,0.0108104461111111,"All Sites"
"530","NYU_org_0025009_session_2_rest_1","0025009",24,"NYU 2",2,1,0.536811740864131,76.9135601054171,1.7586274387584,0.0151863533968753,1.09288229262916,0.0167114627777778,"All Sites"
"531","NYU_org_0025010_session_2_rest_1","0025010",24,"NYU 2",2,1,0.474616677700543,158.640635659067,1.8177868267731,0.0104673071033123,1.10362820990507,0.0163380083333333,"All Sites"
"532","NYU_org_0025011_session_2_rest_1","0025011",24,"NYU 2",2,1,0.454402535878001,142.454256498104,1.94400704865745,0.00836176552789479,1.13671820329292,0.0159035344444445,"All Sites"
"533","NYU_org_0025012_session_2_rest_1","0025012",24,"NYU 2",2,1,0.496079067796909,119.414475194483,1.83401068474355,0.0166798201980132,1.07759932117813,0.0120505965,"All Sites"
"534","NYU_org_0025013_session_2_rest_1","0025013",24,"NYU 2",2,1,0.498765924920111,137.290143358179,2.13552246894443,0.00820900793933075,0.921683400968766,0.0132968725,"All Sites"
"535","NYU_org_0025014_session_2_rest_1","0025014",24,"NYU 2",2,1,0.47100283661338,145.162773077425,1.87173107881149,0.0115140465728714,1.12180245076255,0.00999711777777777,"All Sites"
"536","NYU_org_0025015_session_2_rest_1","0025015",24,"NYU 2",2,1,0.468773969864027,186.050290241666,1.93973378683249,0.0124163850510986,1.02133628016888,0.0126647118888889,"All Sites"
"537","NYU_org_0025016_session_2_rest_1","0025016",24,"NYU 2",2,1,0.504353831820347,145.127760927285,2.08624821671758,0.0145013340172779,1.01159220347182,0.0108983231666667,"All Sites"
"538","NYU_org_0025017_session_2_rest_1","0025017",24,"NYU 2",2,1,0.454343917846959,164.154397390038,1.8130138567971,0.0114658226312092,1.04406913443894,0.0145450721111111,"All Sites"
"539","NYU_org_0025018_session_2_rest_1","0025018",24,"NYU 2",2,1,0.496336878581585,94.1496238615767,1.93163851478563,0.0132791076066427,1.01684733350116,0.0149443932777778,"All Sites"
"540","NYU_org_0025019_session_2_rest_1","0025019",24,"NYU 2",2,1,0.460695142036943,149.287543352333,1.76824303499812,0.0158333377605439,1.1170415467353,0.0115421798888889,"All Sites"
"541","NYU_org_0025020_session_2_rest_1","0025020",24,"NYU 2",2,1,0.511248210291232,135.552792438248,1.9142971276774,0.0116726162445812,1.07241547029096,0.008710386,"All Sites"
"542","NYU_org_0025021_session_2_rest_1","0025021",24,"NYU 2",2,1,0.48896546381094,104.497351698894,1.8177989409101,0.0198311525776498,1.05333742825117,0.0421986161111111,"All Sites"
"543","NYU_org_0025022_session_2_rest_1","0025022",24,"NYU 2",2,1,0.478157098223574,107.185503743348,1.82768407669796,0.0233549066994598,0.977710832793258,0.0197444797222222,"All Sites"
"544","NYU_org_0025023_session_2_rest_1","0025023",24,"NYU 2",2,1,0.531489391407555,123.494379602489,1.8685056898366,0.0132243596273409,0.991301361452826,0.0125004527777778,"All Sites"
"545","NYU_org_0025024_session_2_rest_1","0025024",24,"NYU 2",2,1,0.5333964510875,120.425111067419,1.96187237219071,0.0203274414600651,0.919430557193604,0.0207889455555556,"All Sites"
"546","NYU_org_0025025_session_2_rest_1","0025025",24,"NYU 2",2,1,0.486305152563749,142.424586252245,2.26703370385448,0.0086037787616241,1.03693691071949,0.0114712833888889,"All Sites"
"547","NYU_org_0025026_session_2_rest_1","0025026",24,"NYU 2",2,1,0.488392556438525,112.327134178968,2.02113775890412,0.0230836451985448,1.04733512465629,0.0269218472222222,"All Sites"
"548","NYU_org_0025027_session_2_rest_1","0025027",24,"NYU 2",2,1,0.509568566861348,76.3847208606927,1.85385969820973,0.0256252198871611,1.0281603909753,0.0138101553333333,"All Sites"
"549","NYU_org_0025028_session_2_rest_1","0025028",24,"NYU 2",2,1,0.517663036031732,99.1985180917603,1.8820856374079,0.0232400089163664,0.978657542957512,0.0193297522222222,"All Sites"
"550","NYU_org_0025029_session_2_rest_1","0025029",24,"NYU 2",2,1,0.528878125886674,78.2387873031736,1.8290045176304,0.0479928044955164,1.00683850366954,0.0107262656666667,"All Sites"
"551","NYU_org_0025030_session_2_rest_1","0025030",24,"NYU 2",2,1,0.482458862365273,103.971134494034,1.75323664779566,0.0144882857897844,0.984771961997764,0.0119706426666667,"All Sites"
"552","NYU_org_0025031_session_2_rest_1","0025031",24,"NYU 2",2,1,0.461741237050514,110.873147762233,1.74974777634112,0.025497064132086,1.00114553132926,0.0106068036111111,"All Sites"
"553","NYU_org_0025032_session_2_rest_1","0025032",24,"NYU 2",2,1,0.518664970154914,110.578730008352,1.69016439353159,0.0267316183281624,1.08629961277775,0.0141565488888889,"All Sites"
"554","NYU_org_0025033_session_2_rest_1","0025033",24,"NYU 2",2,1,0.535688129918938,69.1878234410971,1.77413050557765,0.044566091720501,1.04139910364916,0.0127908728888889,"All Sites"
"555","NYU_org_0025034_session_2_rest_1","0025034",24,"NYU 2",2,1,0.522894843327566,96.3389308851394,1.83288407000303,0.016105759000542,0.86425043834904,0.0322925883333333,"All Sites"
"556","NYU_org_0025035_session_2_rest_1","0025035",24,"NYU 2",2,1,0.504537629939565,92.0070505601163,1.80190822170701,0.0321188390903834,1.0466928498801,0.0143066020555556,"All Sites"
"557","NYU_org_0025036_session_2_rest_1","0025036",24,"NYU 2",2,1,0.472752545366563,106.507511525292,1.76289464351486,0.0203915886850712,0.969311741695524,0.0108097163888889,"All Sites"
"558","NYU_org_0025037_session_2_rest_1","0025037",24,"NYU 2",2,1,0.505567195457851,84.4389469080652,1.92406415062956,0.034992036580329,0.780830410639508,0.0278583733333333,"All Sites"
"559","NYU_org_0025038_session_2_rest_1","0025038",24,"NYU 2",2,1,0.471281074893722,107.791752079505,1.80493069888724,0.0245201499258953,1.02675336539258,0.0111481363888889,"All Sites"
"560","NYU_org_0025039_session_2_rest_1","0025039",24,"NYU 2",2,1,0.499857365026718,90.3761544977159,1.79627817653862,0.0202999173312764,0.964141997153521,0.0157426376111111,"All Sites"
"561","NYU_org_0025040_session_2_rest_1","0025040",24,"NYU 2",2,1,0.45270182350935,128.549313438917,1.76491467585876,0.010592334378084,0.988312643122608,0.0143216733333333,"All Sites"
"562","NYU_org_0025041_session_2_rest_1","0025041",24,"NYU 2",2,1,0.473554793318342,140.580041940508,1.71444112406942,0.0175359656969217,0.993016242542219,0.00984083016666666,"All Sites"
"563","NYU_org_0025042_session_2_rest_1","0025042",24,"NYU 2",2,1,0.45877989162202,117.939292644618,1.7574281391959,0.0191028281922792,1.04681772311912,0.0176746398333333,"All Sites"
"564","NYU_org_0025043_session_2_rest_1","0025043",24,"NYU 2",2,1,0.47178273274019,142.590200950425,1.87856042354238,0.0156584988821486,0.880467761016226,0.0207620451111111,"All Sites"
"565","NYU_org_0025044_session_2_rest_1","0025044",24,"NYU 2",2,1,0.5051379219982,87.2407253654997,1.77808274277225,0.0250473747894106,1.04514832246461,0.0167414765555555,"All Sites"
"566","NYU_org_0025045_session_2_rest_1","0025045",24,"NYU 2",2,1,0.446022476502506,155.763000141896,1.6953977007134,0.0118956790387658,1.02626656474448,0.0143928644444444,"All Sites"
"567","NYU_org_0025046_session_2_rest_1","0025046",24,"NYU 2",2,1,0.484332715029316,111.991417103614,1.71028294654591,0.0139984108202159,1.02615318409745,0.0127435014444444,"All Sites"
"568","NYU_org_0025047_session_2_rest_1","0025047",24,"NYU 2",2,1,0.482604765999777,114.626980916978,1.70876262235305,0.0230195698654897,0.942717945564674,0.0191920244444444,"All Sites"
"569","NYU_org_0025048_session_2_rest_1","0025048",24,"NYU 2",2,1,0.452455213308047,165.177202367441,1.99485613869364,0.0170509076843789,0.950766993619995,0.00967311816666667,"All Sites"
"570","NYU_org_0025049_session_2_rest_1","0025049",24,"NYU 2",2,1,0.520039336010676,78.928580848788,1.6670142777343,0.0401591140793378,1.05957041401065,0.0137261389444445,"All Sites"
"571","NYU_org_0025050_session_2_rest_1","0025050",24,"NYU 2",2,1,0.546380690355752,94.1299473237946,1.69719665005715,0.0229912700126153,1.07552016799818,0.0132211777777778,"All Sites"
"572","NYU_org_0025051_session_2_rest_1","0025051",24,"NYU 2",2,1,0.44822933681933,128.332164481191,2.38815371037079,0.0195125303470209,0.819223096607567,0.0215255444444444,"All Sites"
"573","NYU_org_0025052_session_2_rest_1","0025052",24,"NYU 2",2,1,0.516485247815424,101.255070637078,1.87776089050072,0.0290266270300111,1.05580353279334,0.0110633001111111,"All Sites"
"574","NYU_org_0025053_session_2_rest_1","0025053",24,"NYU 2",2,1,0.480757607237075,83.4574265336862,1.88278825735361,0.0372102364637043,0.987772752130414,0.0110290732777778,"All Sites"
"575","NYU_org_0025054_session_2_rest_1","0025054",24,"NYU 2",2,1,0.484445312964365,118.150819242859,1.82164517940599,0.0228348153126419,1.0465877337052,0.02147328,"All Sites"
"576","NYU_org_0025055_session_2_rest_1","0025055",24,"NYU 2",2,1,0.520060108898781,84.2492268431211,2.05835541628677,0.018591467677855,0.962123612576321,0.0109726680555556,"All Sites"
"577","NYU_org_0025056_session_2_rest_1","0025056",24,"NYU 2",2,1,0.513335959558447,90.9888978719811,2.00302106702822,0.0250301705113936,1.04420340731626,0.0109736503333333,"All Sites"
"578","NYU_org_0025057_session_2_rest_1","0025057",24,"NYU 2",2,1,0.459252437820076,139.083952228395,1.71335690880837,0.0193474876324176,1.05313411455158,0.0135532056666667,"All Sites"
"579","NYU_org_0025058_session_2_rest_1","0025058",24,"NYU 2",2,1,0.470809466189429,189.210508878676,1.98912918042929,0.0226812674726296,0.991837194051023,0.0123727650555556,"All Sites"
"580","NYU_org_0025059_session_2_rest_1","0025059",24,"NYU 2",2,1,0.473997438399552,153.392853750372,1.84471655331282,0.0115605824183231,1.01530001518798,0.0199805994444444,"All Sites"
"581","NYU_org_0025060_session_2_rest_1","0025060",24,"NYU 2",2,1,0.505278101986575,139.871865730859,1.97434387622699,0.0143903717787736,1.07876540472614,0.0104183771666667,"All Sites"
"582","NYU_org_0025061_session_2_rest_1","0025061",24,"NYU 2",2,1,0.523858488231817,77.947654365211,1.73591948896142,0.0278190023437822,0.97994988353277,0.0140779876111111,"All Sites"
"583","NYU_org_0025000_session_2_rest_2","0025000",24,"NYU 2",2,2,0.467803367769222,92.1980197016196,1.91443038318435,0.024278835183491,1.02253346582313,0.0105229166666667,"All Sites"
"584","NYU_org_0025003_session_2_rest_2","0025003",24,"NYU 2",2,2,0.475102743545489,117.233394889795,2.01623456195543,0.010824294420925,1.01313581963957,0.0115585553888889,"All Sites"
"585","NYU_org_0025004_session_2_rest_2","0025004",24,"NYU 2",2,2,0.50999261009264,116.087170756111,1.91773754258396,0.0140915766033594,1.10810950901404,0.00850549194444445,"All Sites"
"586","NYU_org_0025005_session_2_rest_2","0025005",24,"NYU 2",2,2,0.48252537508063,112.923436710401,1.74798819794261,0.0131694741854798,1.15952039314534,0.0107994257777778,"All Sites"
"587","NYU_org_0025007_session_2_rest_2","0025007",24,"NYU 2",2,2,0.544736227612848,108.028569689849,1.88727654511023,0.0185210498593129,1.03420364505081,0.0129217806666667,"All Sites"
"588","NYU_org_0025008_session_2_rest_2","0025008",24,"NYU 2",2,2,0.448550650470968,185.690069020176,2.18157133219638,0.0116738964391439,1.0394929760708,0.0350775411111111,"All Sites"
"589","NYU_org_0025009_session_2_rest_2","0025009",24,"NYU 2",2,2,0.537886750159007,74.6672967773339,1.78799816390259,0.0155967775905633,1.1091428824554,0.0191428377777778,"All Sites"
"590","NYU_org_0025010_session_2_rest_2","0025010",24,"NYU 2",2,2,0.474677121377333,156.220232766454,1.79995784565083,0.0111743061395338,1.05738300257978,0.0119167819444445,"All Sites"
"591","NYU_org_0025011_session_2_rest_2","0025011",24,"NYU 2",2,2,0.454238770520233,147.78531347944,1.93600263263806,0.0100018905412964,1.11278558645971,0.015768795,"All Sites"
"592","NYU_org_0025012_session_2_rest_2","0025012",24,"NYU 2",2,2,0.495792441414482,125.588968252678,1.87332408782633,0.0171669508473737,1.00692102130808,0.0221680128888889,"All Sites"
"593","NYU_org_0025013_session_2_rest_2","0025013",24,"NYU 2",2,2,0.49895199276107,144.838480712247,2.11603385105385,0.00990706475667222,0.975374515359325,0.0165020199444444,"All Sites"
"594","NYU_org_0025014_session_2_rest_2","0025014",24,"NYU 2",2,2,0.469771512569058,152.848442049043,1.85627344000597,0.0124673160041969,1.14909661177985,0.00945100655555555,"All Sites"
"595","NYU_org_0025015_session_2_rest_2","0025015",24,"NYU 2",2,2,0.469033704978005,184.808731664796,1.93505772995245,0.0131312328359275,1.03694727927498,0.0121549001111111,"All Sites"
"596","NYU_org_0025016_session_2_rest_2","0025016",24,"NYU 2",2,2,0.50537708159118,136.327050774038,2.10210865057818,0.015608686974258,0.878183778528173,0.0161815356666667,"All Sites"
"597","NYU_org_0025017_session_2_rest_2","0025017",24,"NYU 2",2,2,0.455271099178029,161.552081244429,1.82195711843361,0.0113456509980704,0.98882974839586,0.0211491622222222,"All Sites"
"598","NYU_org_0025018_session_2_rest_2","0025018",24,"NYU 2",2,2,0.493622143354394,95.8052253239095,1.92597515574051,0.0158496587816375,1.04704060160276,0.0122774720555556,"All Sites"
"599","NYU_org_0025019_session_2_rest_2","0025019",24,"NYU 2",2,2,0.461726779909861,147.447240837279,1.79068144524696,0.0159669912601184,1.03378183977357,0.0143178061111111,"All Sites"
"600","NYU_org_0025021_session_2_rest_2","0025021",24,"NYU 2",2,2,0.486910822876073,100.826624327299,1.86901448359038,0.0160102207522217,1.10723689719892,0.0141489031111111,"All Sites"
"601","NYU_org_0025022_session_2_rest_2","0025022",24,"NYU 2",2,2,0.479620377961438,101.567003160164,1.80868002428717,0.02508564366079,0.982050110900818,0.0124592486666667,"All Sites"
"602","NYU_org_0025023_session_2_rest_2","0025023",24,"NYU 2",2,2,0.532718248363028,120.027721173901,1.85568590436172,0.0145805729319526,1.05474514376393,0.00986304794444444,"All Sites"
"603","NYU_org_0025024_session_2_rest_2","0025024",24,"NYU 2",2,2,0.532142676534657,117.833594087427,1.96478885067224,0.0210062975127873,0.921938579511752,0.0263043205555556,"All Sites"
"604","NYU_org_0025025_session_2_rest_2","0025025",24,"NYU 2",2,2,0.485669926527019,148.037448104528,2.37913793570008,0.010898252941739,0.852278179263748,0.0207794055555555,"All Sites"
"605","NYU_org_0025026_session_2_rest_2","0025026",24,"NYU 2",2,2,0.48964825532067,113.228377784452,2.03067158471913,0.0224317638815638,1.09234107897839,0.047628675,"All Sites"
"606","NYU_org_0025027_session_2_rest_2","0025027",24,"NYU 2",2,2,0.512351739133198,75.4362410970411,1.86931127994676,0.0278359548801933,0.969588045504453,0.0187274171666667,"All Sites"
"607","NYU_org_0025028_session_2_rest_2","0025028",24,"NYU 2",2,2,0.518993389022436,101.324295328115,1.87441436015587,0.0255587829512715,0.95932686951334,0.0184665805555555,"All Sites"
"608","NYU_org_0025029_session_2_rest_2","0025029",24,"NYU 2",2,2,0.529913957810635,75.3900310266908,1.83835057432198,0.050145824373222,1.03309725101388,0.0106169247777778,"All Sites"
"609","NYU_org_0025030_session_2_rest_2","0025030",24,"NYU 2",2,2,0.483797258065623,103.648002292647,1.72986242046396,0.0159886879182358,1.0424989187026,0.0112257614444444,"All Sites"
"610","NYU_org_0025031_session_2_rest_2","0025031",24,"NYU 2",2,2,0.460463827786501,121.250546666869,1.74271249128132,0.0272562789517641,1.041289654734,0.0101589258333333,"All Sites"
"611","NYU_org_0025032_session_2_rest_2","0025032",24,"NYU 2",2,2,0.519936359722136,93.4158627160216,1.70759663666729,0.0265956767750023,1.1120816769089,0.0130188034444444,"All Sites"
"612","NYU_org_0025033_session_2_rest_2","0025033",24,"NYU 2",2,2,0.534301231251825,71.879445344086,1.79052093293178,0.0479189520310865,1.03489537486416,0.0131195363888889,"All Sites"
"613","NYU_org_0025034_session_2_rest_2","0025034",24,"NYU 2",2,2,0.521898879559397,93.5786519804806,1.78148984380207,0.0193798459086951,1.04852142167215,0.0115719605,"All Sites"
"614","NYU_org_0025035_session_2_rest_2","0025035",24,"NYU 2",2,2,0.505479120385957,81.9105707721627,1.7845123209823,0.03068006144767,1.04276682610238,0.0117451182222222,"All Sites"
"615","NYU_org_0025036_session_2_rest_2","0025036",24,"NYU 2",2,2,0.473077806360359,101.837595445999,1.76771304150459,0.0216916174450906,1.01915021719927,0.0101045445,"All Sites"
"616","NYU_org_0025037_session_2_rest_2","0025037",24,"NYU 2",2,2,0.502370736462089,83.9372756104935,1.94278352082096,0.0358313530994335,0.829115200528663,0.0208695788888889,"All Sites"
"617","NYU_org_0025038_session_2_rest_2","0025038",24,"NYU 2",2,2,0.470954728380833,105.966185132548,1.85039505502919,0.0272793394798522,1.0108386032727,0.0129489935,"All Sites"
"618","NYU_org_0025039_session_2_rest_2","0025039",24,"NYU 2",2,2,0.498412785822326,87.8022239584608,1.78577824829827,0.021253802123454,0.961207323082211,0.012658065,"All Sites"
"619","NYU_org_0025040_session_2_rest_2","0025040",24,"NYU 2",2,2,0.454179708413198,123.432102927659,1.7579187617442,0.0104732826083737,0.966019097132791,0.0143569444444444,"All Sites"
"620","NYU_org_0025041_session_2_rest_2","0025041",24,"NYU 2",2,2,0.472697233234578,135.130187851891,1.71971077366221,0.016882528692765,0.996475524319985,0.0106017365,"All Sites"
"621","NYU_org_0025042_session_2_rest_2","0025042",24,"NYU 2",2,2,0.459512913060708,118.255230413795,1.74106799718426,0.0220392782923811,1.10618111929134,0.00921945205555555,"All Sites"
"622","NYU_org_0025043_session_2_rest_2","0025043",24,"NYU 2",2,2,0.471896268169001,124.969724074426,1.90146825659978,0.0154048914276146,0.933090778009881,0.0121066009444444,"All Sites"
"623","NYU_org_0025044_session_2_rest_2","0025044",24,"NYU 2",2,2,0.505774085528692,87.8621809198895,1.75967834014271,0.0266518315205477,1.01176075115857,0.0122186458333333,"All Sites"
"624","NYU_org_0025045_session_2_rest_2","0025045",24,"NYU 2",2,2,0.447351447923454,139.733734519794,1.7161613315227,0.0109596925930521,0.887746028562342,0.0324787894444444,"All Sites"
"625","NYU_org_0025046_session_2_rest_2","0025046",24,"NYU 2",2,2,0.487133650340876,106.358395763849,1.69014319379185,0.0152886365199123,1.0367887582118,0.0125491313333333,"All Sites"
"626","NYU_org_0025048_session_2_rest_2","0025048",24,"NYU 2",2,2,0.451879296087236,161.135414266497,2.04482392526345,0.018114374639455,0.909953345456113,0.0134523640555556,"All Sites"
"627","NYU_org_0025049_session_2_rest_2","0025049",24,"NYU 2",2,2,0.52116635153848,77.0265316599873,1.68417698132185,0.0397085283410883,1.00432466164533,0.0164873122222222,"All Sites"
"628","NYU_org_0025050_session_2_rest_2","0025050",24,"NYU 2",2,2,0.54706905748628,90.958498350786,1.70191207788242,0.0230046985449366,1.03632110421353,0.0139834155555556,"All Sites"
"629","NYU_org_0025051_session_2_rest_2","0025051",24,"NYU 2",2,2,0.451459200198102,128.542531585992,2.37532483929317,0.0235385645288172,0.880759379399611,0.0184616322777778,"All Sites"
"630","NYU_org_0025052_session_2_rest_2","0025052",24,"NYU 2",2,2,0.517122940941003,100.571395500183,1.85214554782495,0.0304575265880488,1.07847952165083,0.0103551510555555,"All Sites"
"631","NYU_org_0025053_session_2_rest_2","0025053",24,"NYU 2",2,2,0.482140361194922,78.3675925991616,1.88536856853353,0.0391573186725321,1.02816440055019,0.0101544060555556,"All Sites"
"632","NYU_org_0025054_session_2_rest_2","0025054",24,"NYU 2",2,2,0.486847961452211,112.671469874463,1.78521796946225,0.0248103496198402,1.12003805601404,0.0183106344444445,"All Sites"
"633","NYU_org_0025055_session_2_rest_2","0025055",24,"NYU 2",2,2,0.520616190725248,71.0159175909151,2.05361576018751,0.0172040736546797,1.02282948677818,0.00929028827777778,"All Sites"
