"","uniqueid","subid","site","site.name","session","scan","efc","fber","fwhm","gsr","dvars","quality","global"
"1","Berlin_0003001_session_1_rest_1","0003001",4,"BMB",1,1,0.585903858059355,50.3085536339459,1.98971671607354,0.0738735047630618,1.33233739058142,0.00505833515,"All Sites"
"2","Berlin_0003002_session_1_rest_1","0003002",4,"BMB",1,1,0.552845631390251,71.2918146057429,1.91969108578738,0.0613935551607328,1.25126129171251,0.0037421844,"All Sites"
"3","Berlin_0003004_session_1_rest_1","0003004",4,"BMB",1,1,0.585529693397784,47.8728942296571,1.83007977943123,0.0731227128111719,1.13519952305535,0.0100242592,"All Sites"
"4","Berlin_0003006_session_1_rest_1","0003006",4,"BMB",1,1,0.542108917324571,82.4723154444656,1.99385989489422,0.0629060082804527,1.19019167110897,0.00538501595,"All Sites"
"5","Berlin_0003007_session_1_rest_1","0003007",4,"BMB",1,1,0.608529054942277,45.8865174692933,1.85009233519186,0.0735243937482203,1.14127700114004,0.0081702684,"All Sites"
"6","Berlin_0003008_session_1_rest_1","0003008",4,"BMB",1,1,0.561749468874158,59.5618505127929,1.91270728530554,0.0505763089946514,1.1785564670988,0.01046984965,"All Sites"
"7","Berlin_0003009_session_1_rest_1","0003009",4,"BMB",1,1,0.608493593809604,52.7016222688118,1.96482519308322,0.0794142765938282,1.18118733621872,0.00801261200000001,"All Sites"
"8","Berlin_0003010_session_1_rest_1","0003010",4,"BMB",1,1,0.557404927767589,50.5632695591615,1.71826919135982,0.0609574641427784,1.22195228265063,0.0067043313,"All Sites"
"9","Berlin_0003011_session_1_rest_1","0003011",4,"BMB",1,1,0.539673919547672,70.0856095768438,2.04331571520758,0.0310669761183774,1.33785335277178,0.0090311082,"All Sites"
"10","Berlin_0003012_session_1_rest_1","0003012",4,"BMB",1,1,0.610611153690127,47.5884562280676,1.85646134317683,0.0916379565742234,1.17933293272678,0.0100540797,"All Sites"
"11","Berlin_0003013_session_1_rest_1","0003013",4,"BMB",1,1,0.556250397245569,69.6773353888861,1.73781850541609,0.0591715379655669,1.16052799497017,0.02115494,"All Sites"
"12","Berlin_0003014_session_1_rest_1","0003014",4,"BMB",1,1,0.618476289304999,43.2296627904472,1.95616372637839,0.0926927948297072,1.13104534385805,0.0128605421,"All Sites"
"13","Berlin_0003015_session_1_rest_1","0003015",4,"BMB",1,1,0.565403567366372,56.1091382347998,1.91976363199636,0.0701933652616391,1.22423697592124,0.00624606985,"All Sites"
"14","Berlin_0003016_session_1_rest_1","0003016",4,"BMB",1,1,0.650489572503833,35.2730061528696,1.85459866056642,0.0974943139140331,1.11435378825406,0.00721413345,"All Sites"
"15","Berlin_0003017_session_1_rest_1","0003017",4,"BMB",1,1,0.599649631509213,38.6646976597875,2.09870154954836,0.0859231075129266,1.17399496757731,0.0054425844,"All Sites"
"16","Berlin_0003018_session_1_rest_1","0003018",4,"BMB",1,1,0.582520799719832,49.5147238567207,2.00079826735905,0.0733097535879496,1.07148164163237,0.0108282252,"All Sites"
"17","Berlin_0003020_session_1_rest_1","0003020",4,"BMB",1,1,0.567717820538873,52.7092483869712,1.81940722396808,0.0606163092456327,1.12510611863244,0.0109247132,"All Sites"
"18","Berlin_0003021_session_1_rest_1","0003021",4,"BMB",1,1,0.576328744648067,62.9518458380954,1.90938195446032,0.0489937832752388,1.28935384151995,0.00894097785,"All Sites"
"19","Berlin_0003022_session_1_rest_1","0003022",4,"BMB",1,1,0.584123510351683,58.0530439348753,2.01887256106055,0.0739523302080775,1.0907016282929,0.0099146779,"All Sites"
"20","Berlin_0003023_session_1_rest_1","0003023",4,"BMB",1,1,0.540564203872326,71.2791504902858,1.7978742140877,0.0400499264443894,1.19432316296923,0.01054817715,"All Sites"
"21","Berlin_0003024_session_1_rest_1","0003024",4,"BMB",1,1,0.598420754126479,45.1610040763151,2.00931753481587,0.0512614080725546,1.20631890690533,0.0048698055,"All Sites"
"22","Berlin_0003025_session_1_rest_1","0003025",4,"BMB",1,1,0.565059892650651,53.8183540941627,1.97999512113512,0.0501081772516635,1.32863302813226,0.00628729375,"All Sites"
"23","Berlin_0003026_session_1_rest_1","0003026",4,"BMB",1,1,0.55142326436927,71.5608791040047,1.93482150428105,0.0533578236707524,1.15560659098744,0.00841004935,"All Sites"
"24","Berlin_0003032_session_1_rest_1","0003032",4,"BMB",1,1,0.538930671882171,83.4197031002849,1.87623148070511,0.0367429283143385,1.24133414896988,0.005221449,"All Sites"
"25","Berlin_0003033_session_1_rest_1","0003033",4,"BMB",1,1,0.588530191293544,61.0394889956989,2.07189311398147,0.0570487626632336,1.26830356095704,0.0047565199,"All Sites"
"26","Berlin_0003034_session_1_rest_1","0003034",4,"BMB",1,1,0.53977715452737,78.9523016030375,2.14603163774364,0.0419610935035559,1.22954913761612,0.004451402,"All Sites"
"27","Berlin_0003036_session_1_rest_1","0003036",4,"BMB",1,1,0.560799585543033,79.6020841064974,1.9567754903408,0.0433925940965939,1.07307535238074,0.00309181365,"All Sites"
"28","Berlin_0003037_session_1_rest_1","0003037",4,"BMB",1,1,0.557932039277093,80.4971892815646,1.86188847694242,0.0348698126431019,1.24654082249677,0.00486704055,"All Sites"
"29","Berlin_0003038_session_1_rest_1","0003038",4,"BMB",1,1,0.597519643661632,51.7563864500471,1.89862762856656,0.0525225306130261,1.16196710373397,0.0077139292,"All Sites"
"30","Berlin_0003039_session_1_rest_1","0003039",4,"BMB",1,1,0.573536870892659,78.7780057438854,2.08787469036599,0.0499411040107769,1.20699611674559,0.0041502808,"All Sites"
"31","Berlin_0003040_session_1_rest_1","0003040",4,"BMB",1,1,0.61239923435508,47.7085352776768,2.18454232429438,0.0711128906009904,1.03804808555717,0.0080547514,"All Sites"
"32","Berlin_0003041_session_1_rest_1","0003041",4,"BMB",1,1,0.581774237929782,74.2575529868702,2.2560946373582,0.0341036627666672,1.16900122941034,0.00387505585,"All Sites"
"33","Berlin_0003042_session_1_rest_1","0003042",4,"BMB",1,1,0.592127673491381,60.6733009651544,2.01869993459591,0.0541099124783811,1.10255252931383,0.0055999871,"All Sites"
"34","Berlin_0003044_session_1_rest_1","0003044",4,"BMB",1,1,0.590662996146992,56.8720002298305,1.96878651588056,0.0462229430661011,1.15342231483973,0.00768789875,"All Sites"
"35","Berlin_0003045_session_1_rest_1","0003045",4,"BMB",1,1,0.550788940930609,68.908094470639,1.94837116650987,0.0425083327830436,1.1960169255245,0.0075654373,"All Sites"
"36","Berlin_0003047_session_1_rest_1","0003047",4,"BMB",1,1,0.601532109488401,44.3809982872567,1.74328501012976,0.0457695277263347,1.05231321977031,0.0047544323,"All Sites"
"37","Berlin_0003049_session_1_rest_1","0003049",4,"BMB",1,1,0.571985197778862,53.6256634279899,2.16477810978717,0.0458092627661947,1.0766785331151,0.00886036370000001,"All Sites"
"38","Berlin_0003050_session_1_rest_1","0003050",4,"BMB",1,1,0.517601629110325,71.2584153955589,1.9349851848478,0.0305490937885238,1.08159174853171,0.00792016635,"All Sites"
"39","Berlin_0003051_session_1_rest_1","0003051",4,"BMB",1,1,0.593906474607597,64.1225518163997,1.94058494507804,0.0463355701161509,1.26317010903232,0.0041934395,"All Sites"
"40","Berlin_0003052_session_1_rest_1","0003052",4,"BMB",1,1,0.547107059027594,71.512253254394,2.04201964999495,0.0454074154484604,1.09477406215815,0.00407510815,"All Sites"
"41","Berlin_0003054_session_1_rest_1","0003054",4,"BMB",1,1,0.560623274117031,64.7595559762728,1.99450800127025,0.0374244295214105,1.13857155819251,0.0070634878,"All Sites"
"42","Berlin_0003055_session_1_rest_1","0003055",4,"BMB",1,1,0.552986536918988,64.5474194663676,1.89337298455292,0.0436564547909326,1.20773007435795,0.0116747272,"All Sites"
"43","Berlin_0003056_session_1_rest_1","0003056",4,"BMB",1,1,0.611958897673349,48.854405555218,2.00320883615164,0.0537383597521196,1.13485712431298,0.0075927141,"All Sites"
"44","Berlin_0003057_session_1_rest_1","0003057",4,"BMB",1,1,0.576443800005323,59.5830759149704,2.03198005823549,0.0396752928205733,1.14462392746037,0.0062518511,"All Sites"
"45","Berlin_0003059_session_1_rest_1","0003059",4,"BMB",1,1,0.575979767333067,63.6355221238633,2.10435264250985,0.0584326338722523,1.20968879067721,0.00373428705,"All Sites"
"46","Berlin_0003060_session_1_rest_1","0003060",4,"BMB",1,1,0.545652765940125,84.169898850456,1.95971302727137,0.0380556512491798,1.14095457785339,0.00430963475,"All Sites"
"47","Berlin_0003061_session_1_rest_1","0003061",4,"BMB",1,1,0.563777381685634,71.7836864986092,1.94152365057349,0.0300557463891579,1.11654735198592,0.00367011525,"All Sites"
"48","Berlin_0003062_session_1_rest_1","0003062",4,"BMB",1,1,0.585868949280773,43.7576150299759,2.07712036447222,0.0433708393420183,1.14343196320253,0.00956063095,"All Sites"
"49","Berlin_0003063_session_1_rest_1","0003063",4,"BMB",1,1,0.562956583505688,72.2968864453396,1.93710515897498,0.0504422225481778,1.21177108541539,0.00396633025,"All Sites"
"50","Berlin_0003064_session_1_rest_1","0003064",4,"BMB",1,1,0.545010212425501,68.9616491183862,2.09225682866706,0.0491020438937693,1.27352922830055,0.0073004486,"All Sites"
"51","Berlin_0003001_session_1_rest_2","0003001",4,"BMB",1,2,0.585903858059355,50.3085536339459,1.98971671607354,0.0738735047630618,1.38697756109877,0.0050181187,"All Sites"
"52","Berlin_0003002_session_1_rest_2","0003002",4,"BMB",1,2,0.552845631390251,71.2918146057429,1.91969108578738,0.0613935551607328,1.27935937595832,0.0038846925,"All Sites"
"53","Berlin_0003004_session_1_rest_2","0003004",4,"BMB",1,2,0.585529693397784,47.8728942296571,1.83007977943123,0.0731227128111719,1.2143976579087,0.0091105092,"All Sites"
"54","Berlin_0003006_session_1_rest_2","0003006",4,"BMB",1,2,0.542108917324571,82.4723154444655,1.99385989489422,0.0629060082804527,1.21832944816435,0.005110259,"All Sites"
"55","Berlin_0003007_session_1_rest_2","0003007",4,"BMB",1,2,0.608529054942277,45.8865174692933,1.85009233519186,0.0735243937482203,1.25068887928106,0.00516245085,"All Sites"
"56","Berlin_0003008_session_1_rest_2","0003008",4,"BMB",1,2,0.561749468874158,59.5618505127929,1.91270728530554,0.0505763089946514,1.2701423051046,0.0060717965,"All Sites"
"57","Berlin_0003009_session_1_rest_2","0003009",4,"BMB",1,2,0.608493593809604,52.7016222688118,1.96482519308323,0.0794142765938282,1.317760224606,0.0042890183,"All Sites"
"58","Berlin_0003010_session_1_rest_2","0003010",4,"BMB",1,2,0.557404927767589,50.5632695591615,1.71826919135982,0.0609574641427784,1.22715237686192,0.00633904370000001,"All Sites"
"59","Berlin_0003011_session_1_rest_2","0003011",4,"BMB",1,2,0.539673919547672,70.0856095768438,2.04331571520758,0.0310669761183774,1.34343430238929,0.00726032575,"All Sites"
"60","Berlin_0003012_session_1_rest_2","0003012",4,"BMB",1,2,0.610611153690127,47.5884562280676,1.85646134317683,0.0916379565742234,1.13765081016614,0.00905103645,"All Sites"
"61","Berlin_0003013_session_1_rest_2","0003013",4,"BMB",1,2,0.556250397245569,69.6773353888861,1.73781850541609,0.0591715379655669,1.23142885966209,0.012385165,"All Sites"
"62","Berlin_0003014_session_1_rest_2","0003014",4,"BMB",1,2,0.618476289304999,43.2296627904472,1.95616372637839,0.0926927948297072,1.24042263489067,0.0069840427,"All Sites"
"63","Berlin_0003015_session_1_rest_2","0003015",4,"BMB",1,2,0.565403567366372,56.1091382347998,1.91976363199636,0.0701933652616391,1.25399240737926,0.00536844495,"All Sites"
"64","Berlin_0003016_session_1_rest_2","0003016",4,"BMB",1,2,0.650489572503833,35.2730061528696,1.85459866056642,0.0974943139140331,1.06974179100458,0.00747918205,"All Sites"
"65","Berlin_0003017_session_1_rest_2","0003017",4,"BMB",1,2,0.599649631509213,38.6646976597875,2.09870154954836,0.0859231075129266,1.1813877175583,0.00502834635,"All Sites"
"66","Berlin_0003018_session_1_rest_2","0003018",4,"BMB",1,2,0.582520799719832,49.5147238567207,2.00079826735905,0.0733097535879496,1.19978955281543,0.0079521597,"All Sites"
"67","Berlin_0003020_session_1_rest_2","0003020",4,"BMB",1,2,0.567717820538873,52.7092483869712,1.81940722396808,0.0606163092456326,1.17093837307703,0.00679732725,"All Sites"
"68","Berlin_0003021_session_1_rest_2","0003021",4,"BMB",1,2,0.576328744648067,62.9518458380954,1.90938195446032,0.0489937832752388,1.31946067064931,0.0083293149,"All Sites"
"69","Berlin_0003022_session_1_rest_2","0003022",4,"BMB",1,2,0.584123510351683,58.0530439348753,2.01887256106055,0.0739523302080775,1.1493212812309,0.00601133955,"All Sites"
"70","Berlin_0003023_session_1_rest_2","0003023",4,"BMB",1,2,0.540564203872326,71.2791504902858,1.7978742140877,0.0400499264443894,1.26018697385186,0.00734394435,"All Sites"
"71","Berlin_0003024_session_1_rest_2","0003024",4,"BMB",1,2,0.598420754126479,45.1610040763151,2.00931753481587,0.0512614080725546,1.1859641357612,0.00481614455,"All Sites"
"72","Berlin_0003025_session_1_rest_2","0003025",4,"BMB",1,2,0.565059892650651,53.8183540941627,1.97999512113512,0.0501081772516635,1.21230818876741,0.0057397137,"All Sites"
"73","Berlin_0003026_session_1_rest_2","0003026",4,"BMB",1,2,0.55142326436927,71.5608791040047,1.93482150428105,0.0533578236707524,1.18440180072887,0.00662290859999999,"All Sites"
"74","Berlin_0003032_session_1_rest_2","0003032",4,"BMB",1,2,0.538930671882171,83.4197031002849,1.87623148070511,0.0367429283143385,1.25522074296378,0.00743617555,"All Sites"
"75","Berlin_0003033_session_1_rest_2","0003033",4,"BMB",1,2,0.588530191293544,61.0394889956989,2.07189311398147,0.0570487626632336,1.21776122288571,0.0039136567,"All Sites"
"76","Berlin_0003034_session_1_rest_2","0003034",4,"BMB",1,2,0.53977715452737,78.9523016030375,2.14603163774364,0.0419610935035559,1.17591061727651,0.0071998384,"All Sites"
"77","Berlin_0003036_session_1_rest_2","0003036",4,"BMB",1,2,0.560799585543033,79.6020841064974,1.9567754903408,0.0433925940965939,1.1198311808055,0.00398574905,"All Sites"
"78","Berlin_0003037_session_1_rest_2","0003037",4,"BMB",1,2,0.557932039277093,80.4971892815646,1.86188847694242,0.0348698126431019,1.2069128391282,0.0047735785,"All Sites"
"79","Berlin_0003038_session_1_rest_2","0003038",4,"BMB",1,2,0.597519643661632,51.7563864500471,1.89862762856656,0.0525225306130261,1.07843154492498,0.0129290998,"All Sites"
"80","Berlin_0003039_session_1_rest_2","0003039",4,"BMB",1,2,0.573536870892659,78.7780057438855,2.08787469036599,0.0499411040107769,1.23709866526839,0.0035870387,"All Sites"
"81","Berlin_0003040_session_1_rest_2","0003040",4,"BMB",1,2,0.61239923435508,47.7085352776768,2.18454232429438,0.0711128906009904,1.15592739348629,0.0033949171,"All Sites"
"82","Berlin_0003041_session_1_rest_2","0003041",4,"BMB",1,2,0.581774237929782,74.2575529868702,2.2560946373582,0.0341036627666672,1.14774514937263,0.00331196,"All Sites"
"83","Berlin_0003042_session_1_rest_2","0003042",4,"BMB",1,2,0.592127673491381,60.6733009651544,2.01869993459591,0.0541099124783811,1.12525464718512,0.00640577555,"All Sites"
"84","Berlin_0003044_session_1_rest_2","0003044",4,"BMB",1,2,0.590662996146992,56.8720002298305,1.96878651588056,0.0462229430661011,1.30286451726971,0.0071816401,"All Sites"
"85","Berlin_0003045_session_1_rest_2","0003045",4,"BMB",1,2,0.550788940930609,68.908094470639,1.94837116650987,0.0425083327830436,1.25129472875976,0.00418572975,"All Sites"
"86","Berlin_0003047_session_1_rest_2","0003047",4,"BMB",1,2,0.601532109488401,44.3809982872568,1.74328501012976,0.0457695277263347,1.04609259612306,0.008230257,"All Sites"
"87","Berlin_0003049_session_1_rest_2","0003049",4,"BMB",1,2,0.571985197778862,53.6256634279899,2.16477810978717,0.0458092627661947,1.14688836281352,0.00456265425,"All Sites"
"88","Berlin_0003050_session_1_rest_2","0003050",4,"BMB",1,2,0.517601629110325,71.258415395559,1.9349851848478,0.0305490937885238,1.23344929885035,0.00388141775,"All Sites"
"89","Berlin_0003051_session_1_rest_2","0003051",4,"BMB",1,2,0.593906474607597,64.1225518163997,1.94058494507804,0.0463355701161509,1.23265510067681,0.0042803139,"All Sites"
"90","Berlin_0003052_session_1_rest_2","0003052",4,"BMB",1,2,0.547107059027594,71.512253254394,2.04201964999495,0.0454074154484604,1.06635093192367,0.004627943,"All Sites"
"91","Berlin_0003054_session_1_rest_2","0003054",4,"BMB",1,2,0.560623274117031,64.7595559762727,1.99450800127025,0.0374244295214105,1.04674310989041,0.0111482503,"All Sites"
"92","Berlin_0003055_session_1_rest_2","0003055",4,"BMB",1,2,0.552986536918988,64.5474194663676,1.89337298455292,0.0436564547909326,1.21562978230452,0.00910014735,"All Sites"
"93","Berlin_0003056_session_1_rest_2","0003056",4,"BMB",1,2,0.611958897673349,48.854405555218,2.00320883615164,0.0537383597521196,1.31093678812615,0.00671280045,"All Sites"
"94","Berlin_0003057_session_1_rest_2","0003057",4,"BMB",1,2,0.576443800005323,59.5830759149704,2.03198005823549,0.0396752928205733,1.14597751935983,0.0055852903,"All Sites"
"95","Berlin_0003059_session_1_rest_2","0003059",4,"BMB",1,2,0.575979767333067,63.6355221238633,2.10435264250985,0.0584326338722523,1.15871178777425,0.00497808565,"All Sites"
"96","Berlin_0003060_session_1_rest_2","0003060",4,"BMB",1,2,0.545652765940125,84.169898850456,1.95971302727137,0.0380556512491798,1.20703863364152,0.00335616095,"All Sites"
"97","Berlin_0003061_session_1_rest_2","0003061",4,"BMB",1,2,0.563777381685634,71.7836864986092,1.94152365057349,0.0300557463891579,1.08697842072789,0.0043340956,"All Sites"
"98","Berlin_0003062_session_1_rest_2","0003062",4,"BMB",1,2,0.585868949280773,43.7576150299759,2.07712036447222,0.0433708393420183,1.17040235939754,0.003951992,"All Sites"
"99","Berlin_0003063_session_1_rest_2","0003063",4,"BMB",1,2,0.562956583505688,72.2968864453396,1.93710515897498,0.0504422225481778,1.17831730243557,0.0047677636,"All Sites"
"100","Berlin_0003064_session_1_rest_2","0003064",4,"BMB",1,2,0.545010212425501,68.9616491183862,2.09225682866706,0.0491020438937693,1.26393090681844,0.00501347155,"All Sites"
"101","Berlin_0003051_session_1_rest_3","0003051",4,"BMB",1,3,0.595117731894813,57.2404580063791,1.9476414303871,0.0487713977009305,1.17971613480516,0.00618769320000001,"All Sites"
"102","Berlin_0003052_session_1_rest_3","0003052",4,"BMB",1,3,0.550173176589423,67.9764058942652,2.05224701089139,0.0533469020941844,1.03344871754818,0.0053566461,"All Sites"
"103","Berlin_0003054_session_1_rest_3","0003054",4,"BMB",1,3,0.562852078111579,60.9538686575637,2.00305755407174,0.039088085941303,1.20839920289564,0.0062593272,"All Sites"
"104","Berlin_0003055_session_1_rest_3","0003055",4,"BMB",1,3,0.555183746259504,62.1698990079862,1.87999897731053,0.0479475755994214,1.17203887344234,0.01068777795,"All Sites"
"105","Berlin_0003056_session_1_rest_3","0003056",4,"BMB",1,3,0.610821600598983,43.5437518642747,1.96987375967586,0.0575732560347377,1.27668790558118,0.0053919468,"All Sites"
"106","Berlin_0003057_session_1_rest_3","0003057",4,"BMB",1,3,0.577352919604497,57.0564455881606,2.01005346869145,0.0398417460964616,1.22620646843991,0.0044850262,"All Sites"
"107","Berlin_0003059_session_1_rest_3","0003059",4,"BMB",1,3,0.578563955950076,62.7107865663001,2.10153004879384,0.0623853345537131,1.05265703518695,0.0069765427,"All Sites"
"108","Berlin_0003062_session_1_rest_3","0003062",4,"BMB",1,3,0.587468511494302,41.6364000803856,2.03218902711374,0.0453686424835598,1.316234609633,0.00565637375,"All Sites"
"109","Berlin_0003063_session_1_rest_3","0003063",4,"BMB",1,3,0.562042492719691,70.4618793620705,1.92113569672834,0.050457267969883,1.19848841367812,0.00378184045,"All Sites"
"110","Berlin_0003064_session_1_rest_3","0003064",4,"BMB",1,3,0.544655103980086,67.4679627794547,2.0782195724242,0.0486228937019056,1.24847619699334,0.00659480255,"All Sites"
"111","Berlin_0003051_session_1_rest_4","0003051",4,"BMB",1,4,0.596283806617345,58.0608749391061,1.9500945433057,0.0491722843732933,1.19203981188462,0.0051178427,"All Sites"
"112","Berlin_0003052_session_1_rest_4","0003052",4,"BMB",1,4,0.550471558269642,66.0260292799971,2.02572007749136,0.051744045913089,1.0462420300211,0.00608926265,"All Sites"
"113","Berlin_0003054_session_1_rest_4","0003054",4,"BMB",1,4,0.563160236459218,60.1930742683407,1.98089776737371,0.0394618090928098,1.20104082573359,0.00772966420000001,"All Sites"
"114","Berlin_0003055_session_1_rest_4","0003055",4,"BMB",1,4,0.555159000796205,61.9835992520602,1.91076585674338,0.0433521958318507,1.20462326860926,0.00900108084999999,"All Sites"
"115","Berlin_0003056_session_1_rest_4","0003056",4,"BMB",1,4,0.61114737904214,44.873663623297,1.98962888858033,0.0579619731010416,1.23063899278149,0.00710281455000001,"All Sites"
"116","Berlin_0003057_session_1_rest_4","0003057",4,"BMB",1,4,0.575686301604261,60.3648218648577,1.98053434323762,0.0481002312762589,1.16951634276075,0.00459279065,"All Sites"
"117","Berlin_0003059_session_1_rest_4","0003059",4,"BMB",1,4,0.57920971311843,61.462315678603,2.0919417100547,0.0629666957855255,1.12886838443982,0.00565449385,"All Sites"
"118","Berlin_0003062_session_1_rest_4","0003062",4,"BMB",1,4,0.586060284738063,41.4413846925917,2.06970045502707,0.0393459571726367,1.21383310691002,0.00514833705,"All Sites"
"119","Berlin_0003063_session_1_rest_4","0003063",4,"BMB",1,4,0.563558594229997,69.8215325006745,1.9321595621897,0.0520200292222883,1.16301013345537,0.00419109305,"All Sites"
"120","Berlin_0003064_session_1_rest_4","0003064",4,"BMB",1,4,0.546063993561235,68.9540085027773,2.10249933149627,0.0517822701743386,1.19993379826123,0.0080013694,"All Sites"
"121","NKI_TRT_0021001_session_1_rest_645_1","0021001",22,"NKI 1",1,645,0.547865610551491,49.9445607245732,2.72485333333333,0.0466004845040994,1.06134952257471,0.00425560044444444,"All Sites"
"122","NKI_TRT_0021002_session_1_rest_645_1","0021002",22,"NKI 1",1,645,0.537363366591196,47.0120993136719,2.86555666666667,0.0429944421529185,1.06206552239752,0.00387366555061178,"All Sites"
"123","NKI_TRT_0021006_session_1_rest_645_1","0021006",22,"NKI 1",1,645,0.550669413125098,49.6714474541792,3.51599972057345,0.0689117511519444,1.1003147498141,0.00204887793333333,"All Sites"
"124","NKI_TRT_0021018_session_1_rest_645_1","0021018",22,"NKI 1",1,645,0.49599379942226,84.8646363758169,2.68231687983806,0.0416185511166648,1.01838202866874,0.00567259624026697,"All Sites"
"125","NKI_TRT_0021024_session_1_rest_645_1","0021024",22,"NKI 1",1,645,0.548965793920074,45.6550883216795,2.89466689671412,0.0697470644477725,1.0545345880283,0.00454537620689656,"All Sites"
"126","NKI_TRT_0021001_session_1_rest_1400_1","0021001",22,"NKI 2",1,1400,0.533077511756529,76.245559082595,3.01704517982991,0.0357722857274473,1.15273303781615,0.00742120725247525,"All Sites"
"127","NKI_TRT_0021002_session_1_rest_1400_1","0021002",22,"NKI 2",1,1400,0.526095382557725,56.2981145288581,3.13229518669934,0.0406542778157788,1.10312026659146,0.00400297858560794,"All Sites"
"128","NKI_TRT_0021006_session_1_rest_1400_1","0021006",22,"NKI 2",1,1400,0.543946760634781,62.2943090021877,3.6468,0.0686916176483645,1.08354951731302,0.00298989336633663,"All Sites"
"129","NKI_TRT_0021018_session_1_rest_1400_1","0021018",22,"NKI 2",1,1400,0.493610368506222,98.0357655947556,2.90180517296107,0.0378852293879873,1.1027548905588,0.00412171198511167,"All Sites"
"130","NKI_TRT_0021024_session_1_rest_1400_1","0021024",22,"NKI 2",1,1400,0.544727567532795,54.4975068916016,3.21130019140841,0.0676923567582467,1.04617939768895,0.00921025870967742,"All Sites"
"131","NKI_TRT_0021001_session_1_rest_2500_1","0021001",22,"NKI 3",1,2500,0.540971011460744,50.2003786338176,2.40836992521222,0.0478339363771912,1.16508950718677,0.00361718366666667,"All Sites"
"132","NKI_TRT_0021002_session_1_rest_2500_1","0021002",22,"NKI 3",1,2500,0.543245970391023,42.755159080015,2.43770483780733,0.046222681373134,1.17326409487255,0.00356772925,"All Sites"
"133","NKI_TRT_0021006_session_1_rest_2500_1","0021006",22,"NKI 3",1,2500,0.549626494942713,49.5390717798533,2.95156136487454,0.069984211510108,1.20117885218091,0.00263976075,"All Sites"
"134","NKI_TRT_0021018_session_1_rest_2500_1","0021018",22,"NKI 3",1,2500,0.509569593482185,75.5015978501572,2.31981145553859,0.0410448516923898,1.00606388139785,0.0044365555,"All Sites"
"135","NKI_TRT_0021024_session_1_rest_2500_1","0021024",22,"NKI 3",1,2500,0.553893548852499,41.0066439468852,2.53063218877076,0.0731604964835753,1.1237797530471,0.0031401755,"All Sites"
"136","NKI_TRT_0021001_session_2_rest_645_1","0021001",22,"NKI 1",2,645,0.552504706483817,48.1603214782938,2.79693355561364,0.0482530905263318,1.08185666337533,0.00407402599555061,"All Sites"
"137","NKI_TRT_0021002_session_2_rest_645_1","0021002",22,"NKI 1",2,645,0.542129852176727,47.8266467371135,2.77969022090993,0.0471114661086028,1.02914801471714,0.00491704080088987,"All Sites"
"138","NKI_TRT_0021006_session_2_rest_645_1","0021006",22,"NKI 1",2,645,0.55221526938631,51.8326870618162,3.19667666666667,0.069026204649937,0.993075995369054,0.00422544738598443,"All Sites"
"139","NKI_TRT_0021018_session_2_rest_645_1","0021018",22,"NKI 1",2,645,0.497980025976484,86.793587568541,2.68778,0.040429337387694,1.03587240423266,0.00478080886540601,"All Sites"
"140","NKI_TRT_0021024_session_2_rest_645_1","0021024",22,"NKI 1",2,645,0.555160884684081,43.4921670311754,2.8097764433657,0.0706424943664251,1.05280775547828,0.00630535857777779,"All Sites"
"141","NKI_TRT_0021001_session_2_rest_1400_1","0021001",22,"NKI 2",2,1400,0.538941299412135,69.727290523832,3.02997,0.0335174084831329,1.14040527484199,0.0053342629528536,"All Sites"
"142","NKI_TRT_0021002_session_2_rest_1400_1","0021002",22,"NKI 2",2,1400,0.532724585435327,58.0234198440527,3.04200518131764,0.0442715083439364,1.06650050195652,0.00626824215880894,"All Sites"
"143","NKI_TRT_0021006_session_2_rest_1400_1","0021006",22,"NKI 2",2,1400,0.547721328683344,63.1030647509204,3.386865,0.0681265402976345,1.067870810124,0.00365294223325062,"All Sites"
"144","NKI_TRT_0021018_session_2_rest_1400_1","0021018",22,"NKI 2",2,1400,0.49513727086623,93.6457722894172,2.960295,0.0399538939291884,1.08670426164394,0.00367629091811414,"All Sites"
"145","NKI_TRT_0021024_session_2_rest_1400_1","0021024",22,"NKI 2",2,1400,0.547542921521996,51.5929452078786,2.98928,0.0629454641834348,1.09575684632877,0.00363505967821782,"All Sites"
"146","NKI_TRT_0021001_session_2_rest_2500_1","0021001",22,"NKI 3",2,2500,0.543421355967134,50.9018349778615,2.41335047807428,0.0491263712220097,1.24771031847171,0.002339381775,"All Sites"
"147","NKI_TRT_0021002_session_2_rest_2500_1","0021002",22,"NKI 3",2,2500,0.546704454832342,43.6000426407944,2.36577460322738,0.0481183330074076,1.1144556205248,0.005423839,"All Sites"
"148","NKI_TRT_0021006_session_2_rest_2500_1","0021006",22,"NKI 3",2,2500,0.554647702317674,50.1293681654346,2.75226318282954,0.0709161260790513,1.16098859465022,0.00377993575,"All Sites"
"149","NKI_TRT_0021018_session_2_rest_2500_1","0021018",22,"NKI 3",2,2500,0.512026209816483,75.0608519494677,2.39503206932092,0.0403483762814412,1.02761048907972,0.00417643583333333,"All Sites"
"150","NKI_TRT_0021024_session_2_rest_2500_1","0021024",22,"NKI 3",2,2500,0.559034101441974,37.9776920088829,2.44458766631771,0.0741039277251197,1.16495020438798,0.00223011675,"All Sites"
