"","site","site.name","uniqueid","subid","session","scan","snr","cnr","fber","efc","qi1","fwhm","global"
"3223",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027223_session_1_anat_1","0027223",1,1,23.2359676361084,18.040283203125,655.337863005812,0.38410258209888,0.0678213616918421,3.53036,"All Sites"
"3224",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027223_session_2_anat_1","0027223",2,1,25.3535270690918,18.6416454315186,734.509354538446,0.382187947746974,0.0500314774903755,3.45587,"All Sites"
"3225",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027224_session_1_anat_1","0027224",1,1,38.8259048461914,27.1916217803955,1606.89880036692,0.383372941117625,0.0653266349055666,3.81167,"All Sites"
"3226",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027225_session_1_anat_1","0027225",1,1,29.0225334167481,16.6959552764893,845.019504315236,0.394502910140279,0.0705280410532466,3.55281,"All Sites"
"3227",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027226_session_1_anat_1","0027226",1,1,33.524471282959,22.9457206726074,1210.73268839864,0.383024098099531,0.0331575893569765,3.90311,"All Sites"
"3228",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027227_session_1_anat_1","0027227",1,1,41.1515235900879,27.7561492919922,1545.79535013652,0.401535915987122,0.0454438768145181,3.63672,"All Sites"
"3229",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027227_session_2_anat_1","0027227",2,1,43.541748046875,29.5664443969727,1687.95268021993,0.404614567341054,0.0496605790048955,3.63881,"All Sites"
"3230",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027228_session_1_anat_1","0027228",1,1,29.9158916473389,14.4171333312988,1040.60335474909,0.369078399256582,0.0415056244917203,4.14058,"All Sites"
"3231",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027229_session_1_anat_1","0027229",1,1,37.6088447570801,22.876163482666,1454.96588795823,0.39521764293613,0.0351159155023753,3.55147,"All Sites"
"3232",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027230_session_1_anat_1","0027230",1,1,45.3224754333496,28.6921501159668,2505.08519769701,0.41788271952322,0.0399088027799024,3.85862,"All Sites"
"3233",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027230_session_2_anat_1","0027230",2,1,35.3509750366211,23.3446960449219,1622.11887645712,0.410896040160845,0.0497496460450486,3.8125,"All Sites"
"3234",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027231_session_1_anat_1","0027231",1,1,32.7484817504883,17.646110534668,1030.91415213642,0.365934868514581,0.040759802406341,3.56638,"All Sites"
"3235",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027232_session_1_anat_1","0027232",1,1,29.2877521514893,16.9902381896973,841.673432567231,0.421649019291314,0.0851999428907563,3.76515,"All Sites"
"3236",53,"IBATRT","Intrinsic_Brain_Activity_TRT_0027233_session_1_anat_1","0027233",1,1,56.0358238220215,39.9526824951172,2813.96886099243,0.404989824077865,0.0495704478229131,3.54447,"All Sites"
