"","subject","site","site.name","session","scan","falff_50","falff_75","falff_90","falff_fwhm","falff_mean","reho_50","reho_75","reho_90","reho_fwhm","reho_mean","vmhc_50","vmhc_75","vmhc_90","vmhc_fwhm","vmhc_mean","global"
"402","0025065","24","NYU 2","1","2",0.592405259609222,0.611474677920341,0.631097584962845,7.2211,0.57993620634079,0.112506195902824,0.146335583180189,0.181336580216885,11.9038,0.11930039525032,0.359382033348083,0.546461760997772,0.706455945968628,6.49579,0.355045437812805,"All Sites"
"403","0025065","24","NYU 2","1","1",0.597800135612488,0.616559654474258,0.636701440811157,7.26684,0.585201561450958,0.100321121513844,0.132651075720787,0.167348176240921,12.4628,0.10835824906826,0.309605002403259,0.490823745727539,0.656734573841095,6.36373,0.316522359848022,"All Sites"
"404","0025066","24","NYU 2","1","2",0.60010102391243,0.619942963123322,0.639208853244781,7.20023,0.587670266628265,0.160645917057991,0.205737914890051,0.248547595739365,11.7877,0.165479212999344,0.569214761257172,0.731242656707764,0.835614740848541,6.58142,0.503872752189636,"All Sites"
"405","0025066","24","NYU 2","1","1",0.6065534055233,0.627619326114655,0.650184363126755,7.02975,0.597297787666321,0.107746172696352,0.143581852316856,0.180005848407745,12.7216,0.115572780370712,0.33738973736763,0.519377887248993,0.684806704521179,6.52353,0.337902218103409,"All Sites"
"406","0025067","24","NYU 2","1","1",0.593863248825073,0.611890017986298,0.630355775356293,7.10636,0.579748213291168,0.089796282351017,0.116909801959991,0.146460488438606,12.234,0.0971983149647713,0.281606316566467,0.450424492359161,0.612851691246032,6.30611,0.29384458065033,"All Sites"
"407","0025067","24","NYU 2","1","2",0.602757632732391,0.621060207486153,0.639906829595566,6.97735,0.590172350406647,0.109293770045042,0.136854238808155,0.165423905849457,11.6127,0.114261202514172,0.363353222608566,0.548300504684448,0.714398860931396,6.24645,0.358095079660416,"All Sites"
"408","0025068","24","NYU 2","1","1",0.603680849075317,0.622342854738235,0.643103492259979,7.19343,0.592027366161346,0.0897668972611427,0.11908994615078,0.157218834757805,12.9037,0.0989886373281479,0.31169319152832,0.497957527637482,0.682763397693634,6.35685,0.322424083948135,"All Sites"
"409","0025068","24","NYU 2","1","2",0.593490689992905,0.60952527821064,0.625749444961548,7.01778,0.579914569854736,0.0964482687413692,0.126498278230429,0.160727620124817,12.5152,0.103783689439297,0.331760331988335,0.525300323963165,0.685776621103287,6.38982,0.335841298103333,"All Sites"
"410","0025069","24","NYU 2","1","1",0.598602652549744,0.615703105926514,0.632483899593353,7.14209,0.584519982337952,0.0927307233214378,0.119002461433411,0.149156510829926,12.3996,0.0993471220135689,0.310055896639824,0.482964903116226,0.651756525039673,5.99256,0.316373854875565,"All Sites"
"411","0025069","24","NYU 2","1","2",0.601396828889847,0.620137706398964,0.640034520626068,7.16661,0.588998258113861,0.0991873852908611,0.130861826241016,0.1645766466856,12.3636,0.10752610117197,0.326936334371567,0.506509438157082,0.681208908557892,6.2415,0.33112233877182,"All Sites"
