"","site","site.name","uniqueid","subid","session","scan","MeanFD","PercentFD_greater_than_0.20","global"
"1062",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025369_session_1_rest_4","0025369",1,4,0.0928,7.438,"All Sites"
"1063",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025370_session_1_rest_1","0025370",1,1,0.1133,8.2645,"All Sites"
"1064",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025370_session_1_rest_2","0025370",1,2,0.0857,1.6529,"All Sites"
"1065",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025370_session_1_rest_3","0025370",1,3,0.12,5.7851,"All Sites"
"1066",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025370_session_1_rest_4","0025370",1,4,0.1113,2.4793,"All Sites"
"1067",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025371_session_1_rest_1","0025371",1,1,0.1033,16.5289,"All Sites"
"1068",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025371_session_1_rest_2","0025371",1,2,0.2253,17.3554,"All Sites"
"1069",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025371_session_1_rest_3","0025371",1,3,0.1055,7.438,"All Sites"
"1070",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025371_session_1_rest_4","0025371",1,4,0.158,13.2231,"All Sites"
"1071",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025372_session_1_rest_1","0025372",1,1,0.1118,6.6116,"All Sites"
"1072",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025372_session_1_rest_2","0025372",1,2,0.0716,0.8264,"All Sites"
"1073",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025372_session_1_rest_3","0025372",1,3,0.0906,4.1322,"All Sites"
"1074",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025372_session_1_rest_4","0025372",1,4,0.0789,3.3058,"All Sites"
"1075",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025373_session_1_rest_1","0025373",1,1,0.1346,17.3554,"All Sites"
"1076",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025373_session_1_rest_2","0025373",1,2,0.1274,15.7025,"All Sites"
"1077",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025373_session_1_rest_3","0025373",1,3,0.1538,19.8347,"All Sites"
"1078",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025373_session_1_rest_4","0025373",1,4,0.1155,9.0909,"All Sites"
"1079",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025374_session_1_rest_1","0025374",1,1,0.2563,66.9421,"All Sites"
"1080",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025374_session_1_rest_2","0025374",1,2,0.277,67.7686,"All Sites"
"1081",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025374_session_1_rest_3","0025374",1,3,0.2424,56.1983,"All Sites"
"1082",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025374_session_1_rest_4","0025374",1,4,0.3042,64.4628,"All Sites"
"1083",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025375_session_1_rest_1","0025375",1,1,0.0988,9.9174,"All Sites"
"1084",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025375_session_1_rest_2","0025375",1,2,0.0666,3.3058,"All Sites"
"1085",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025375_session_1_rest_3","0025375",1,3,0.0641,0.8264,"All Sites"
"1086",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025375_session_1_rest_4","0025375",1,4,0.0795,1.6529,"All Sites"
"1087",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025376_session_1_rest_1","0025376",1,1,0.1403,20.6612,"All Sites"
"1088",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025376_session_1_rest_2","0025376",1,2,0.123,17.3554,"All Sites"
"1089",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025376_session_1_rest_3","0025376",1,3,0.1103,9.9174,"All Sites"
"1090",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025376_session_1_rest_4","0025376",1,4,0.0841,5.7851,"All Sites"
"1091",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025377_session_1_rest_1","0025377",1,1,0.2507,66.9421,"All Sites"
"1092",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025377_session_1_rest_2","0025377",1,2,0.1415,21.4876,"All Sites"
"1093",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025377_session_1_rest_3","0025377",1,3,0.1905,39.6694,"All Sites"
"1094",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025377_session_1_rest_4","0025377",1,4,0.1603,25.6198,"All Sites"
"1095",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025378_session_1_rest_1","0025378",1,1,0.0963,4.1322,"All Sites"
"1096",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025378_session_1_rest_2","0025378",1,2,0.1771,28.9256,"All Sites"
"1097",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025378_session_1_rest_3","0025378",1,3,0.1761,29.7521,"All Sites"
"1098",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025378_session_1_rest_4","0025378",1,4,0.0868,6.6116,"All Sites"
"1099",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025379_session_1_rest_1","0025379",1,1,0.2286,50.4132,"All Sites"
"1100",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025379_session_1_rest_2","0025379",1,2,0.2907,66.1157,"All Sites"
"1101",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025379_session_1_rest_3","0025379",1,3,0.2356,49.5868,"All Sites"
"1102",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025379_session_1_rest_4","0025379",1,4,0.2649,50.4132,"All Sites"
"1103",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025380_session_1_rest_1","0025380",1,1,0.1538,24.7934,"All Sites"
"1104",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025380_session_1_rest_2","0025380",1,2,0.1656,31.405,"All Sites"
"1105",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025380_session_1_rest_3","0025380",1,3,0.1297,15.7025,"All Sites"
"1106",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025380_session_1_rest_4","0025380",1,4,0.2244,61.157,"All Sites"
"1107",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025381_session_1_rest_1","0025381",1,1,0.1361,17.3554,"All Sites"
"1108",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025381_session_1_rest_2","0025381",1,2,0.1497,19.8347,"All Sites"
"1109",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025381_session_1_rest_3","0025381",1,3,0.1774,25.6198,"All Sites"
"1110",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025381_session_1_rest_4","0025381",1,4,0.1174,11.5702,"All Sites"
"1111",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025382_session_1_rest_1","0025382",1,1,0.1288,14.0496,"All Sites"
"1112",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025382_session_1_rest_2","0025382",1,2,0.1469,22.314,"All Sites"
"1113",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025382_session_1_rest_3","0025382",1,3,0.1616,28.9256,"All Sites"
"1114",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025382_session_1_rest_4","0025382",1,4,0.1415,17.3554,"All Sites"
"1115",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025383_session_1_rest_1","0025383",1,1,0.4034,85.9504,"All Sites"
"1116",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025383_session_1_rest_2","0025383",1,2,0.5342,89.2562,"All Sites"
"1117",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025383_session_1_rest_3","0025383",1,3,0.6029,93.3884,"All Sites"
"1118",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025383_session_1_rest_4","0025383",1,4,0.3473,64.4628,"All Sites"
"1119",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025384_session_1_rest_1","0025384",1,1,0.1008,6.6116,"All Sites"
"1120",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025384_session_1_rest_2","0025384",1,2,0.1033,8.2645,"All Sites"
"1121",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025384_session_1_rest_3","0025384",1,3,0.1693,23.9669,"All Sites"
"1122",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025384_session_1_rest_4","0025384",1,4,0.1714,24.7934,"All Sites"
"1123",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025385_session_1_rest_1","0025385",1,1,0.4701,96.6942,"All Sites"
"1124",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025385_session_1_rest_2","0025385",1,2,0.4334,93.3884,"All Sites"
"1125",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025385_session_1_rest_3","0025385",1,3,0.3192,76.0331,"All Sites"
"1126",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025385_session_1_rest_4","0025385",1,4,0.3833,83.4711,"All Sites"
"1127",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025386_session_1_rest_1","0025386",1,1,0.1552,20.6612,"All Sites"
"1128",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025386_session_1_rest_2","0025386",1,2,0.1784,23.9669,"All Sites"
"1129",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025386_session_1_rest_3","0025386",1,3,0.1685,30.5785,"All Sites"
"1130",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025386_session_1_rest_4","0025386",1,4,0.2074,20.6612,"All Sites"
"1131",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025387_session_1_rest_1","0025387",1,1,0.0612,0.8264,"All Sites"
"1132",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025387_session_1_rest_2","0025387",1,2,0.076,1.6529,"All Sites"
"1133",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025387_session_1_rest_3","0025387",1,3,0.0505,0,"All Sites"
"1134",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025387_session_1_rest_4","0025387",1,4,0.0462,1.6529,"All Sites"
"1135",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025388_session_1_rest_1","0025388",1,1,0.0492,0,"All Sites"
"1136",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025388_session_1_rest_2","0025388",1,2,0.055,1.6529,"All Sites"
"1137",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025388_session_1_rest_3","0025388",1,3,0.0553,2.4793,"All Sites"
"1138",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025388_session_1_rest_4","0025388",1,4,0.0448,0,"All Sites"
"1139",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025389_session_1_rest_1","0025389",1,1,0.0727,3.3058,"All Sites"
"1140",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025389_session_1_rest_2","0025389",1,2,0.087,4.1322,"All Sites"
"1141",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025389_session_1_rest_3","0025389",1,3,0.101,5.7851,"All Sites"
"1142",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025389_session_1_rest_4","0025389",1,4,0.0546,0,"All Sites"
"1143",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025390_session_1_rest_1","0025390",1,1,0.0646,3.3058,"All Sites"
"1144",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025390_session_1_rest_2","0025390",1,2,0.0615,0,"All Sites"
"1145",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025390_session_1_rest_3","0025390",1,3,0.0772,4.1322,"All Sites"
"1146",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025390_session_1_rest_4","0025390",1,4,0.0862,4.1322,"All Sites"
"1147",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025391_session_1_rest_1","0025391",1,1,0.0602,1.6529,"All Sites"
"1148",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025391_session_1_rest_2","0025391",1,2,0.0481,0,"All Sites"
"1149",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025391_session_1_rest_3","0025391",1,3,0.0667,2.4793,"All Sites"
"1150",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025391_session_1_rest_4","0025391",1,4,0.0608,1.6529,"All Sites"
"1151",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025392_session_1_rest_1","0025392",1,1,0.0812,4.1322,"All Sites"
"1152",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025392_session_1_rest_2","0025392",1,2,0.1145,13.2231,"All Sites"
"1153",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025392_session_1_rest_3","0025392",1,3,0.1493,23.9669,"All Sites"
"1154",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025392_session_1_rest_4","0025392",1,4,0.0827,3.3058,"All Sites"
"1155",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025393_session_1_rest_1","0025393",1,1,0.0665,6.6116,"All Sites"
"1156",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025393_session_1_rest_2","0025393",1,2,0.0655,0.8264,"All Sites"
"1157",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025393_session_1_rest_3","0025393",1,3,0.0668,0.8264,"All Sites"
"1158",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025393_session_1_rest_4","0025393",1,4,0.0515,0,"All Sites"
"1159",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025394_session_1_rest_1","0025394",1,1,0.0896,5.7851,"All Sites"
"1160",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025394_session_1_rest_2","0025394",1,2,0.1009,9.0909,"All Sites"
"1161",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025394_session_1_rest_3","0025394",1,3,0.0849,4.1322,"All Sites"
"1162",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025394_session_1_rest_4","0025394",1,4,0.0657,1.6529,"All Sites"
"1163",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025395_session_1_rest_1","0025395",1,1,0.0313,0,"All Sites"
"1164",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025395_session_1_rest_2","0025395",1,2,0.0329,0,"All Sites"
"1165",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025395_session_1_rest_3","0025395",1,3,0.0311,0,"All Sites"
"1166",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025395_session_1_rest_4","0025395",1,4,0.032,0,"All Sites"
"1167",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025396_session_1_rest_1","0025396",1,1,0.0501,0,"All Sites"
"1168",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025396_session_1_rest_2","0025396",1,2,0.0391,0,"All Sites"
"1169",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025396_session_1_rest_3","0025396",1,3,0.0698,2.4793,"All Sites"
"1170",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025396_session_1_rest_4","0025396",1,4,0.0394,0,"All Sites"
"1171",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025397_session_1_rest_1","0025397",1,1,0.1405,33.8843,"All Sites"
"1172",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025397_session_1_rest_2","0025397",1,2,0.0569,1.6529,"All Sites"
"1173",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025397_session_1_rest_3","0025397",1,3,0.0394,0,"All Sites"
"1174",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025397_session_1_rest_4","0025397",1,4,0.0774,2.4793,"All Sites"
"1175",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025398_session_1_rest_1","0025398",1,1,0.0518,0,"All Sites"
"1176",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025398_session_1_rest_2","0025398",1,2,0.0656,0.8264,"All Sites"
"1177",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025398_session_1_rest_3","0025398",1,3,0.0556,0,"All Sites"
"1178",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025398_session_1_rest_4","0025398",1,4,0.0686,0,"All Sites"
"1179",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025399_session_1_rest_1","0025399",1,1,0.0872,0.8264,"All Sites"
"1180",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025399_session_1_rest_2","0025399",1,2,0.0762,1.6529,"All Sites"
"1181",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025399_session_1_rest_3","0025399",1,3,0.081,3.3058,"All Sites"
"1182",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025399_session_1_rest_4","0025399",1,4,0.1008,9.0909,"All Sites"
"1183",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025400_session_1_rest_1","0025400",1,1,0.1384,17.3554,"All Sites"
"1184",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025400_session_1_rest_2","0025400",1,2,0.0554,1.6529,"All Sites"
"1185",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025400_session_1_rest_3","0025400",1,3,0.0597,0.8264,"All Sites"
"1186",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025400_session_1_rest_4","0025400",1,4,0.0602,0,"All Sites"
"1187",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025401_session_1_rest_1","0025401",1,1,0.0687,0.8264,"All Sites"
"1188",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025401_session_1_rest_2","0025401",1,2,0.0735,1.6529,"All Sites"
"1189",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025401_session_1_rest_3","0025401",1,3,0.067,0.8264,"All Sites"
"1190",27,"LMU 2","MUNICH_DAILY_SIEMENS_org_0025401_session_1_rest_4","0025401",1,4,0.0954,7.438,"All Sites"
"1191",28,"LMU 3","MUNICH_YEARLY_org_0025402_session_1_rest_1","0025402",1,1,0.1474,18.1818,"All Sites"
"1192",28,"LMU 3","MUNICH_YEARLY_org_0025402_session_2_rest_1","0025402",2,1,0.1153,10.7438,"All Sites"
"1193",28,"LMU 3","MUNICH_YEARLY_org_0025403_session_1_rest_1","0025403",1,1,0.1887,31.405,"All Sites"
"1194",28,"LMU 3","MUNICH_YEARLY_org_0025403_session_2_rest_1","0025403",2,1,0.1731,28.9256,"All Sites"
"1195",28,"LMU 3","MUNICH_YEARLY_org_0025404_session_1_rest_1","0025404",1,1,0.0539,0,"All Sites"
"1196",28,"LMU 3","MUNICH_YEARLY_org_0025404_session_2_rest_1","0025404",2,1,0.0711,4.1322,"All Sites"
"1197",28,"LMU 3","MUNICH_YEARLY_org_0025405_session_1_rest_1","0025405",1,1,0.0641,2.4793,"All Sites"
"1198",28,"LMU 3","MUNICH_YEARLY_org_0025405_session_2_rest_1","0025405",2,1,0.0627,3.3058,"All Sites"
"1199",28,"LMU 3","MUNICH_YEARLY_org_0025406_session_1_rest_1","0025406",1,1,0.0645,0,"All Sites"
"1200",28,"LMU 3","MUNICH_YEARLY_org_0025406_session_2_rest_1","0025406",2,1,0.0949,4.9587,"All Sites"
"1201",28,"LMU 3","MUNICH_YEARLY_org_0025407_session_1_rest_1","0025407",1,1,0.2212,47.9339,"All Sites"
"1202",28,"LMU 3","MUNICH_YEARLY_org_0025407_session_2_rest_1","0025407",2,1,0.2064,45.4545,"All Sites"
"1203",28,"LMU 3","MUNICH_YEARLY_org_0025408_session_1_rest_1","0025408",1,1,0.1106,7.438,"All Sites"
"1204",28,"LMU 3","MUNICH_YEARLY_org_0025408_session_2_rest_1","0025408",2,1,0.1382,21.4876,"All Sites"
"1205",28,"LMU 3","MUNICH_YEARLY_org_0025409_session_1_rest_1","0025409",1,1,0.1333,11.5702,"All Sites"
"1206",28,"LMU 3","MUNICH_YEARLY_org_0025409_session_2_rest_1","0025409",2,1,0.1137,2.4793,"All Sites"
"1207",28,"LMU 3","MUNICH_YEARLY_org_0025410_session_1_rest_1","0025410",1,1,0.0695,0.8264,"All Sites"
"1208",28,"LMU 3","MUNICH_YEARLY_org_0025410_session_2_rest_1","0025410",2,1,0.0886,6.6116,"All Sites"
"1209",28,"LMU 3","MUNICH_YEARLY_org_0025411_session_1_rest_1","0025411",1,1,0.1707,24.7934,"All Sites"
"1210",28,"LMU 3","MUNICH_YEARLY_org_0025411_session_2_rest_1","0025411",2,1,0.1198,11.5702,"All Sites"
"1211",28,"LMU 3","MUNICH_YEARLY_org_0025412_session_1_rest_1","0025412",1,1,0.1187,10.7438,"All Sites"
"1212",28,"LMU 3","MUNICH_YEARLY_org_0025412_session_2_rest_1","0025412",2,1,0.1742,30.5785,"All Sites"
"1213",28,"LMU 3","MUNICH_YEARLY_org_0025413_session_1_rest_1","0025413",1,1,0.1138,7.438,"All Sites"
"1214",28,"LMU 3","MUNICH_YEARLY_org_0025413_session_2_rest_1","0025413",2,1,0.3628,55.3719,"All Sites"
"1215",28,"LMU 3","MUNICH_YEARLY_org_0025414_session_1_rest_1","0025414",1,1,0.2462,52.8926,"All Sites"
"1216",28,"LMU 3","MUNICH_YEARLY_org_0025414_session_2_rest_1","0025414",2,1,0.228,39.6694,"All Sites"
"1217",28,"LMU 3","MUNICH_YEARLY_org_0025415_session_1_rest_1","0025415",1,1,0.0889,1.6529,"All Sites"
"1218",28,"LMU 3","MUNICH_YEARLY_org_0025415_session_2_rest_1","0025415",2,1,0.0872,4.1322,"All Sites"
"1219",28,"LMU 3","MUNICH_YEARLY_org_0025416_session_1_rest_1","0025416",1,1,0.1211,19.8347,"All Sites"
"1220",28,"LMU 3","MUNICH_YEARLY_org_0025416_session_2_rest_1","0025416",2,1,0.1217,14.0496,"All Sites"
"1221",28,"LMU 3","MUNICH_YEARLY_org_0025417_session_1_rest_1","0025417",1,1,0.177,23.9669,"All Sites"
"1222",28,"LMU 3","MUNICH_YEARLY_org_0025417_session_2_rest_1","0025417",2,1,0.1367,20.6612,"All Sites"
"1223",28,"LMU 3","MUNICH_YEARLY_org_0025418_session_1_rest_1","0025418",1,1,0.1829,27.2727,"All Sites"
"1224",28,"LMU 3","MUNICH_YEARLY_org_0025418_session_2_rest_1","0025418",2,1,0.0709,1.6529,"All Sites"
"1225",28,"LMU 3","MUNICH_YEARLY_org_0025419_session_1_rest_1","0025419",1,1,0.12,9.0909,"All Sites"
"1226",28,"LMU 3","MUNICH_YEARLY_org_0025419_session_2_rest_1","0025419",2,1,0.125,7.438,"All Sites"
"1227",28,"LMU 3","MUNICH_YEARLY_org_0025420_session_1_rest_1","0025420",1,1,0.1455,16.5289,"All Sites"
"1228",28,"LMU 3","MUNICH_YEARLY_org_0025420_session_2_rest_1","0025420",2,1,0.0854,1.6529,"All Sites"
"1229",28,"LMU 3","MUNICH_YEARLY_org_0025421_session_1_rest_1","0025421",1,1,0.1107,5.7851,"All Sites"
"1230",28,"LMU 3","MUNICH_YEARLY_org_0025421_session_2_rest_1","0025421",2,1,0.1217,13.2231,"All Sites"
"1231",28,"LMU 3","MUNICH_YEARLY_org_0025422_session_1_rest_1","0025422",1,1,0.2264,42.1488,"All Sites"
"1232",28,"LMU 3","MUNICH_YEARLY_org_0025422_session_2_rest_1","0025422",2,1,0.1921,33.0579,"All Sites"
"1233",28,"LMU 3","MUNICH_YEARLY_org_0025423_session_1_rest_1","0025423",1,1,0.2131,45.4545,"All Sites"
"1234",28,"LMU 3","MUNICH_YEARLY_org_0025423_session_2_rest_1","0025423",2,1,0.1265,16.5289,"All Sites"
"1235",28,"LMU 3","MUNICH_YEARLY_org_0025424_session_1_rest_1","0025424",1,1,0.075,1.6529,"All Sites"
"1236",28,"LMU 3","MUNICH_YEARLY_org_0025424_session_2_rest_1","0025424",2,1,0.0976,8.2645,"All Sites"
"1237",28,"LMU 3","MUNICH_YEARLY_org_0025425_session_1_rest_1","0025425",1,1,0.1718,38.843,"All Sites"
"1238",28,"LMU 3","MUNICH_YEARLY_org_0025425_session_2_rest_1","0025425",2,1,0.213,47.9339,"All Sites"
"1239",28,"LMU 3","MUNICH_YEARLY_org_0025426_session_1_rest_1","0025426",1,1,0.1089,8.2645,"All Sites"
"1240",28,"LMU 3","MUNICH_YEARLY_org_0025426_session_2_rest_1","0025426",2,1,0.1143,6.6116,"All Sites"
"1241",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_1_rest_1","0025427",1,1,0.0494,1.6611,"All Sites"
"1242",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_2_rest_1","0025427",2,1,0.0642,0.6645,"All Sites"
"1243",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_3_rest_1","0025427",3,1,0.0831,0.6645,"All Sites"
"1244",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_4_rest_1","0025427",4,1,0.0669,0.6645,"All Sites"
"1245",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_5_rest_1","0025427",5,1,0.055,1.9934,"All Sites"
"1246",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_6_rest_1","0025427",6,1,0.0615,0.6645,"All Sites"
"1247",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_7_rest_1","0025427",7,1,0.0787,0.3322,"All Sites"
"1248",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_8_rest_1","0025427",8,1,0.1138,11.9601,"All Sites"
"1249",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_9_rest_1","0025427",9,1,0.0885,4.3189,"All Sites"
"1250",29,"HNU","ccbdhnu_hangzhou_weng_0025427_session_10_rest_1","0025427",10,1,0.0852,1.3289,"All Sites"
"1251",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_1_rest_1","0025428",1,1,0.0452,0.3322,"All Sites"
"1252",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_2_rest_1","0025428",2,1,0.0386,0.3322,"All Sites"
"1253",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_3_rest_1","0025428",3,1,0.0629,1.3289,"All Sites"
"1254",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_4_rest_1","0025428",4,1,0.0398,0.3322,"All Sites"
"1255",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_5_rest_1","0025428",5,1,0.0403,0.3322,"All Sites"
"1256",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_6_rest_1","0025428",6,1,0.056,0.3322,"All Sites"
"1257",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_7_rest_1","0025428",7,1,0.0402,0.3322,"All Sites"
"1258",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_8_rest_1","0025428",8,1,0.0375,0.3322,"All Sites"
"1259",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_9_rest_1","0025428",9,1,0.0417,0.3322,"All Sites"
"1260",29,"HNU","ccbdhnu_hangzhou_weng_0025428_session_10_rest_1","0025428",10,1,0.0366,0.3322,"All Sites"
"1261",29,"HNU","ccbdhnu_hangzhou_weng_0025429_session_1_rest_1","0025429",1,1,0.082,2.3256,"All Sites"
"1262",29,"HNU","ccbdhnu_hangzhou_weng_0025429_session_2_rest_1","0025429",2,1,0.0903,2.99,"All Sites"
"1263",29,"HNU","ccbdhnu_hangzhou_weng_0025429_session_3_rest_1","0025429",3,1,0.0775,0.3322,"All Sites"
"1264",29,"HNU","ccbdhnu_hangzhou_weng_0025429_session_4_rest_1","0025429",4,1,0.0679,0.3322,"All Sites"
