"","site","site.name","uniqueid","subid","session","scan","MeanFD","PercentFD_greater_than_0.20","global"
"2307",36,"SWU 4","psychswu_chongqing_qiu_0025804_session_2_rest_1","0025804",2,1,0.0621,1.6461,"All Sites"
"2308",36,"SWU 4","psychswu_chongqing_qiu_0025805_session_1_rest_1","0025805",1,1,0.1239,3.7037,"All Sites"
"2309",36,"SWU 4","psychswu_chongqing_qiu_0025805_session_2_rest_1","0025805",2,1,0.1355,12.7572,"All Sites"
"2310",36,"SWU 4","psychswu_chongqing_qiu_0025806_session_1_rest_1","0025806",1,1,0.1185,6.1728,"All Sites"
"2311",36,"SWU 4","psychswu_chongqing_qiu_0025806_session_2_rest_1","0025806",2,1,0.1286,7.4074,"All Sites"
"2312",36,"SWU 4","psychswu_chongqing_qiu_0025807_session_1_rest_1","0025807",1,1,0.0817,0.4115,"All Sites"
"2313",36,"SWU 4","psychswu_chongqing_qiu_0025807_session_2_rest_1","0025807",2,1,0.0906,1.6461,"All Sites"
"2314",36,"SWU 4","psychswu_chongqing_qiu_0025808_session_1_rest_1","0025808",1,1,0.0705,2.0576,"All Sites"
"2315",36,"SWU 4","psychswu_chongqing_qiu_0025808_session_2_rest_1","0025808",2,1,0.0959,2.0576,"All Sites"
"2316",36,"SWU 4","psychswu_chongqing_qiu_0025809_session_1_rest_1","0025809",1,1,0.065,0.823,"All Sites"
"2317",36,"SWU 4","psychswu_chongqing_qiu_0025809_session_2_rest_1","0025809",2,1,0.0982,4.1152,"All Sites"
"2318",36,"SWU 4","psychswu_chongqing_qiu_0025810_session_1_rest_1","0025810",1,1,0.0828,0,"All Sites"
"2319",36,"SWU 4","psychswu_chongqing_qiu_0025810_session_2_rest_1","0025810",2,1,0.1124,5.3498,"All Sites"
"2320",36,"SWU 4","psychswu_chongqing_qiu_0025811_session_1_rest_1","0025811",1,1,0.0587,0,"All Sites"
"2321",36,"SWU 4","psychswu_chongqing_qiu_0025811_session_2_rest_1","0025811",2,1,0.0677,1.2346,"All Sites"
"2322",36,"SWU 4","psychswu_chongqing_qiu_0025812_session_1_rest_1","0025812",1,1,0.0941,1.6461,"All Sites"
"2323",36,"SWU 4","psychswu_chongqing_qiu_0025812_session_2_rest_1","0025812",2,1,0.0775,0,"All Sites"
"2324",36,"SWU 4","psychswu_chongqing_qiu_0025813_session_1_rest_1","0025813",1,1,0.1019,6.5844,"All Sites"
"2325",36,"SWU 4","psychswu_chongqing_qiu_0025813_session_2_rest_1","0025813",2,1,0.0678,0.823,"All Sites"
"2326",36,"SWU 4","psychswu_chongqing_qiu_0025814_session_1_rest_1","0025814",1,1,0.1186,7.8189,"All Sites"
"2327",36,"SWU 4","psychswu_chongqing_qiu_0025814_session_2_rest_1","0025814",2,1,0.0715,1.6461,"All Sites"
"2328",36,"SWU 4","psychswu_chongqing_qiu_0025815_session_1_rest_1","0025815",1,1,0.1292,11.5226,"All Sites"
"2329",36,"SWU 4","psychswu_chongqing_qiu_0025815_session_2_rest_1","0025815",2,1,0.1288,11.9342,"All Sites"
"2330",36,"SWU 4","psychswu_chongqing_qiu_0025816_session_1_rest_1","0025816",1,1,0.062,2.4691,"All Sites"
"2331",36,"SWU 4","psychswu_chongqing_qiu_0025816_session_2_rest_1","0025816",2,1,0.0685,1.2346,"All Sites"
"2332",36,"SWU 4","psychswu_chongqing_qiu_0025817_session_1_rest_1","0025817",1,1,0.0579,0.4115,"All Sites"
"2333",36,"SWU 4","psychswu_chongqing_qiu_0025817_session_2_rest_1","0025817",2,1,0.0907,1.6461,"All Sites"
"2334",36,"SWU 4","psychswu_chongqing_qiu_0025818_session_1_rest_1","0025818",1,1,0.0914,0,"All Sites"
"2335",36,"SWU 4","psychswu_chongqing_qiu_0025818_session_2_rest_1","0025818",2,1,0.0871,0.4115,"All Sites"
"2336",36,"SWU 4","psychswu_chongqing_qiu_0025819_session_1_rest_1","0025819",1,1,0.122,6.9959,"All Sites"
"2337",36,"SWU 4","psychswu_chongqing_qiu_0025819_session_2_rest_1","0025819",2,1,0.0921,5.3498,"All Sites"
"2338",36,"SWU 4","psychswu_chongqing_qiu_0025820_session_1_rest_1","0025820",1,1,0.1134,9.465,"All Sites"
"2339",36,"SWU 4","psychswu_chongqing_qiu_0025820_session_2_rest_1","0025820",2,1,0.1681,23.0453,"All Sites"
"2340",36,"SWU 4","psychswu_chongqing_qiu_0025821_session_1_rest_1","0025821",1,1,0.1679,33.7449,"All Sites"
"2341",36,"SWU 4","psychswu_chongqing_qiu_0025821_session_2_rest_1","0025821",2,1,0.1826,41.5638,"All Sites"
"2342",36,"SWU 4","psychswu_chongqing_qiu_0025822_session_1_rest_1","0025822",1,1,0.0612,0,"All Sites"
"2343",36,"SWU 4","psychswu_chongqing_qiu_0025822_session_2_rest_1","0025822",2,1,0.0737,2.0576,"All Sites"
"2344",36,"SWU 4","psychswu_chongqing_qiu_0025823_session_1_rest_1","0025823",1,1,0.1231,12.7572,"All Sites"
"2345",36,"SWU 4","psychswu_chongqing_qiu_0025823_session_2_rest_1","0025823",2,1,0.1008,5.3498,"All Sites"
"2346",36,"SWU 4","psychswu_chongqing_qiu_0025824_session_1_rest_1","0025824",1,1,0.0909,1.6461,"All Sites"
"2347",36,"SWU 4","psychswu_chongqing_qiu_0025824_session_2_rest_1","0025824",2,1,0.1252,2.4691,"All Sites"
"2348",36,"SWU 4","psychswu_chongqing_qiu_0025825_session_1_rest_1","0025825",1,1,0.0963,3.7037,"All Sites"
"2349",36,"SWU 4","psychswu_chongqing_qiu_0025825_session_2_rest_1","0025825",2,1,0.0513,1.2346,"All Sites"
"2350",36,"SWU 4","psychswu_chongqing_qiu_0025826_session_1_rest_1","0025826",1,1,0.0736,0.823,"All Sites"
"2351",36,"SWU 4","psychswu_chongqing_qiu_0025826_session_2_rest_1","0025826",2,1,0.0461,0,"All Sites"
"2352",36,"SWU 4","psychswu_chongqing_qiu_0025827_session_1_rest_1","0025827",1,1,0.1521,12.3457,"All Sites"
"2353",36,"SWU 4","psychswu_chongqing_qiu_0025827_session_2_rest_1","0025827",2,1,0.4052,50.6173,"All Sites"
"2354",36,"SWU 4","psychswu_chongqing_qiu_0025828_session_1_rest_1","0025828",1,1,0.2859,48.1481,"All Sites"
"2355",36,"SWU 4","psychswu_chongqing_qiu_0025828_session_2_rest_1","0025828",2,1,0.6395,46.5021,"All Sites"
"2356",36,"SWU 4","psychswu_chongqing_qiu_0025829_session_1_rest_1","0025829",1,1,0.141,14.4033,"All Sites"
"2357",36,"SWU 4","psychswu_chongqing_qiu_0025829_session_2_rest_1","0025829",2,1,0.1719,25.9259,"All Sites"
"2358",36,"SWU 4","psychswu_chongqing_qiu_0025830_session_1_rest_1","0025830",1,1,0.1016,1.2346,"All Sites"
"2359",36,"SWU 4","psychswu_chongqing_qiu_0025830_session_2_rest_1","0025830",2,1,0.1298,9.8765,"All Sites"
"2360",36,"SWU 4","psychswu_chongqing_qiu_0025831_session_1_rest_1","0025831",1,1,0.0574,1.6461,"All Sites"
"2361",36,"SWU 4","psychswu_chongqing_qiu_0025831_session_2_rest_1","0025831",2,1,0.075,4.1152,"All Sites"
"2362",36,"SWU 4","psychswu_chongqing_qiu_0025832_session_1_rest_1","0025832",1,1,0.0427,0.4115,"All Sites"
"2363",36,"SWU 4","psychswu_chongqing_qiu_0025832_session_2_rest_1","0025832",2,1,0.0388,0.4115,"All Sites"
"2364",36,"SWU 4","psychswu_chongqing_qiu_0025833_session_1_rest_1","0025833",1,1,0.0938,1.2346,"All Sites"
"2365",36,"SWU 4","psychswu_chongqing_qiu_0025833_session_2_rest_1","0025833",2,1,0.091,2.4691,"All Sites"
"2366",36,"SWU 4","psychswu_chongqing_qiu_0025834_session_1_rest_1","0025834",1,1,0.2176,24.2798,"All Sites"
"2367",36,"SWU 4","psychswu_chongqing_qiu_0025834_session_2_rest_1","0025834",2,1,0.1202,9.0535,"All Sites"
"2368",36,"SWU 4","psychswu_chongqing_qiu_0025835_session_1_rest_1","0025835",1,1,0.1336,9.465,"All Sites"
"2369",36,"SWU 4","psychswu_chongqing_qiu_0025835_session_2_rest_1","0025835",2,1,0.1306,6.5844,"All Sites"
"2370",36,"SWU 4","psychswu_chongqing_qiu_0025836_session_1_rest_1","0025836",1,1,0.1269,13.1687,"All Sites"
"2371",36,"SWU 4","psychswu_chongqing_qiu_0025836_session_2_rest_1","0025836",2,1,0.1493,12.7572,"All Sites"
"2372",36,"SWU 4","psychswu_chongqing_qiu_0025837_session_1_rest_1","0025837",1,1,0.1002,1.6461,"All Sites"
"2373",36,"SWU 4","psychswu_chongqing_qiu_0025837_session_2_rest_1","0025837",2,1,0.0911,2.0576,"All Sites"
"2374",36,"SWU 4","psychswu_chongqing_qiu_0025838_session_1_rest_1","0025838",1,1,0.1342,13.5802,"All Sites"
"2375",36,"SWU 4","psychswu_chongqing_qiu_0025838_session_2_rest_1","0025838",2,1,0.0667,2.4691,"All Sites"
"2376",36,"SWU 4","psychswu_chongqing_qiu_0025839_session_1_rest_1","0025839",1,1,0.042,0,"All Sites"
"2377",36,"SWU 4","psychswu_chongqing_qiu_0025839_session_2_rest_1","0025839",2,1,0.0594,0,"All Sites"
"2378",36,"SWU 4","psychswu_chongqing_qiu_0025840_session_1_rest_1","0025840",1,1,0.0569,0.823,"All Sites"
"2379",36,"SWU 4","psychswu_chongqing_qiu_0025840_session_2_rest_1","0025840",2,1,0.0736,2.0576,"All Sites"
"2380",36,"SWU 4","psychswu_chongqing_qiu_0025841_session_1_rest_1","0025841",1,1,0.1058,4.9383,"All Sites"
"2381",36,"SWU 4","psychswu_chongqing_qiu_0025841_session_2_rest_1","0025841",2,1,0.0914,2.8807,"All Sites"
"2382",36,"SWU 4","psychswu_chongqing_qiu_0025842_session_1_rest_1","0025842",1,1,0.1041,4.5267,"All Sites"
"2383",36,"SWU 4","psychswu_chongqing_qiu_0025842_session_2_rest_1","0025842",2,1,0.1405,18.5185,"All Sites"
"2384",36,"SWU 4","psychswu_chongqing_qiu_0025843_session_1_rest_1","0025843",1,1,0.0556,0,"All Sites"
"2385",36,"SWU 4","psychswu_chongqing_qiu_0025843_session_2_rest_1","0025843",2,1,0.0465,0,"All Sites"
"2386",36,"SWU 4","psychswu_chongqing_qiu_0025844_session_1_rest_1","0025844",1,1,0.1002,7.8189,"All Sites"
"2387",36,"SWU 4","psychswu_chongqing_qiu_0025844_session_2_rest_1","0025844",2,1,0.0977,8.642,"All Sites"
"2388",36,"SWU 4","psychswu_chongqing_qiu_0025845_session_1_rest_1","0025845",1,1,0.0896,1.2346,"All Sites"
"2389",36,"SWU 4","psychswu_chongqing_qiu_0025845_session_2_rest_1","0025845",2,1,0.0647,2.8807,"All Sites"
"2390",36,"SWU 4","psychswu_chongqing_qiu_0025846_session_1_rest_1","0025846",1,1,0.0921,2.8807,"All Sites"
"2391",36,"SWU 4","psychswu_chongqing_qiu_0025846_session_2_rest_1","0025846",2,1,0.0726,3.2922,"All Sites"
"2392",36,"SWU 4","psychswu_chongqing_qiu_0025847_session_1_rest_1","0025847",1,1,0.1418,12.7572,"All Sites"
"2393",36,"SWU 4","psychswu_chongqing_qiu_0025847_session_2_rest_1","0025847",2,1,0.1022,3.2922,"All Sites"
"2394",36,"SWU 4","psychswu_chongqing_qiu_0025848_session_1_rest_1","0025848",1,1,0.0542,0.4115,"All Sites"
"2395",36,"SWU 4","psychswu_chongqing_qiu_0025848_session_2_rest_1","0025848",2,1,0.0617,0,"All Sites"
"2396",36,"SWU 4","psychswu_chongqing_qiu_0025849_session_1_rest_1","0025849",1,1,0.0903,2.4691,"All Sites"
"2397",36,"SWU 4","psychswu_chongqing_qiu_0025849_session_2_rest_1","0025849",2,1,0.157,25.1029,"All Sites"
"2398",36,"SWU 4","psychswu_chongqing_qiu_0025850_session_1_rest_1","0025850",1,1,0.1037,5.7613,"All Sites"
"2399",36,"SWU 4","psychswu_chongqing_qiu_0025850_session_2_rest_1","0025850",2,1,0.1175,4.1152,"All Sites"
"2400",36,"SWU 4","psychswu_chongqing_qiu_0025851_session_1_rest_1","0025851",1,1,0.0984,2.8807,"All Sites"
"2401",36,"SWU 4","psychswu_chongqing_qiu_0025851_session_2_rest_1","0025851",2,1,0.1408,15.6379,"All Sites"
"2402",36,"SWU 4","psychswu_chongqing_qiu_0025852_session_1_rest_1","0025852",1,1,0.1334,9.0535,"All Sites"
"2403",36,"SWU 4","psychswu_chongqing_qiu_0025852_session_2_rest_1","0025852",2,1,0.1446,14.8148,"All Sites"
"2404",36,"SWU 4","psychswu_chongqing_qiu_0025853_session_1_rest_1","0025853",1,1,0.0847,5.3498,"All Sites"
"2405",36,"SWU 4","psychswu_chongqing_qiu_0025853_session_2_rest_1","0025853",2,1,0.053,0,"All Sites"
"2406",36,"SWU 4","psychswu_chongqing_qiu_0025854_session_1_rest_1","0025854",1,1,0.0955,0.4115,"All Sites"
"2407",36,"SWU 4","psychswu_chongqing_qiu_0025854_session_2_rest_1","0025854",2,1,0.0715,0.4115,"All Sites"
"2408",36,"SWU 4","psychswu_chongqing_qiu_0025855_session_1_rest_1","0025855",1,1,0.1361,11.5226,"All Sites"
"2409",36,"SWU 4","psychswu_chongqing_qiu_0025855_session_2_rest_1","0025855",2,1,0.1054,1.6461,"All Sites"
"2410",36,"SWU 4","psychswu_chongqing_qiu_0025856_session_1_rest_1","0025856",1,1,0.0929,4.5267,"All Sites"
"2411",36,"SWU 4","psychswu_chongqing_qiu_0025856_session_2_rest_1","0025856",2,1,0.0821,3.7037,"All Sites"
"2412",36,"SWU 4","psychswu_chongqing_qiu_0025857_session_1_rest_1","0025857",1,1,0.1125,9.0535,"All Sites"
"2413",36,"SWU 4","psychswu_chongqing_qiu_0025857_session_2_rest_1","0025857",2,1,0.1374,13.1687,"All Sites"
"2414",36,"SWU 4","psychswu_chongqing_qiu_0025858_session_1_rest_1","0025858",1,1,0.0978,1.6461,"All Sites"
"2415",36,"SWU 4","psychswu_chongqing_qiu_0025858_session_2_rest_1","0025858",2,1,0.1129,7.4074,"All Sites"
"2416",36,"SWU 4","psychswu_chongqing_qiu_0025859_session_1_rest_1","0025859",1,1,0.1361,10.2881,"All Sites"
"2417",36,"SWU 4","psychswu_chongqing_qiu_0025859_session_2_rest_1","0025859",2,1,0.1284,6.5844,"All Sites"
"2418",36,"SWU 4","psychswu_chongqing_qiu_0025860_session_1_rest_1","0025860",1,1,0.0589,2.4691,"All Sites"
"2419",36,"SWU 4","psychswu_chongqing_qiu_0025860_session_2_rest_1","0025860",2,1,0.0398,2.4691,"All Sites"
"2420",36,"SWU 4","psychswu_chongqing_qiu_0025861_session_1_rest_1","0025861",1,1,0.1272,10.6996,"All Sites"
"2421",36,"SWU 4","psychswu_chongqing_qiu_0025861_session_2_rest_1","0025861",2,1,0.1121,6.9959,"All Sites"
"2422",36,"SWU 4","psychswu_chongqing_qiu_0025862_session_1_rest_1","0025862",1,1,0.0919,2.8807,"All Sites"
"2423",36,"SWU 4","psychswu_chongqing_qiu_0025862_session_2_rest_1","0025862",2,1,0.0964,7.4074,"All Sites"
"2424",36,"SWU 4","psychswu_chongqing_qiu_0025863_session_1_rest_1","0025863",1,1,0.073,1.6461,"All Sites"
"2425",36,"SWU 4","psychswu_chongqing_qiu_0025863_session_2_rest_1","0025863",2,1,0.0812,4.1152,"All Sites"
"2426",37,"BNU 1","skcnlbnu_beijing_he_0025864_session_1_rest_1","0025864",1,1,0.0887,7.4627,"All Sites"
"2427",37,"BNU 1","skcnlbnu_beijing_he_0025864_session_2_rest_1","0025864",2,1,0.0973,1.99,"All Sites"
"2428",37,"BNU 1","skcnlbnu_beijing_he_0025865_session_1_rest_1","0025865",1,1,0.0967,7.9602,"All Sites"
"2429",37,"BNU 1","skcnlbnu_beijing_he_0025865_session_2_rest_1","0025865",2,1,0.1132,8.9552,"All Sites"
"2430",37,"BNU 1","skcnlbnu_beijing_he_0025866_session_1_rest_1","0025866",1,1,0.0674,0,"All Sites"
"2431",37,"BNU 1","skcnlbnu_beijing_he_0025866_session_2_rest_1","0025866",2,1,0.0996,0,"All Sites"
"2432",37,"BNU 1","skcnlbnu_beijing_he_0025867_session_1_rest_1","0025867",1,1,0.0723,0,"All Sites"
"2433",37,"BNU 1","skcnlbnu_beijing_he_0025867_session_2_rest_1","0025867",2,1,0.082,0,"All Sites"
"2434",37,"BNU 1","skcnlbnu_beijing_he_0025868_session_1_rest_1","0025868",1,1,0.1461,8.9552,"All Sites"
"2435",37,"BNU 1","skcnlbnu_beijing_he_0025868_session_2_rest_1","0025868",2,1,0.105,4.9751,"All Sites"
"2436",37,"BNU 1","skcnlbnu_beijing_he_0025869_session_1_rest_1","0025869",1,1,0.0884,2.9851,"All Sites"
"2437",37,"BNU 1","skcnlbnu_beijing_he_0025869_session_2_rest_1","0025869",2,1,0.106,5.4726,"All Sites"
"2438",37,"BNU 1","skcnlbnu_beijing_he_0025870_session_1_rest_1","0025870",1,1,0.0702,3.9801,"All Sites"
"2439",37,"BNU 1","skcnlbnu_beijing_he_0025870_session_2_rest_1","0025870",2,1,0.1027,3.4826,"All Sites"
"2440",37,"BNU 1","skcnlbnu_beijing_he_0025871_session_1_rest_1","0025871",1,1,0.0846,0,"All Sites"
"2441",37,"BNU 1","skcnlbnu_beijing_he_0025871_session_2_rest_1","0025871",2,1,0.0826,3.4826,"All Sites"
"2442",37,"BNU 1","skcnlbnu_beijing_he_0025872_session_1_rest_1","0025872",1,1,0.1444,12.9353,"All Sites"
"2443",37,"BNU 1","skcnlbnu_beijing_he_0025872_session_2_rest_1","0025872",2,1,0.0973,2.4876,"All Sites"
"2444",37,"BNU 1","skcnlbnu_beijing_he_0025873_session_1_rest_1","0025873",1,1,0.1058,0.4975,"All Sites"
"2445",37,"BNU 1","skcnlbnu_beijing_he_0025873_session_2_rest_1","0025873",2,1,0.1118,3.4826,"All Sites"
"2446",37,"BNU 1","skcnlbnu_beijing_he_0025874_session_1_rest_1","0025874",1,1,0.0959,1.4925,"All Sites"
"2447",37,"BNU 1","skcnlbnu_beijing_he_0025874_session_2_rest_1","0025874",2,1,0.1468,16.4179,"All Sites"
"2448",37,"BNU 1","skcnlbnu_beijing_he_0025875_session_1_rest_1","0025875",1,1,0.1501,20.398,"All Sites"
"2449",37,"BNU 1","skcnlbnu_beijing_he_0025875_session_2_rest_1","0025875",2,1,0.1877,47.2637,"All Sites"
"2450",37,"BNU 1","skcnlbnu_beijing_he_0025876_session_1_rest_1","0025876",1,1,0.0741,0.995,"All Sites"
"2451",37,"BNU 1","skcnlbnu_beijing_he_0025876_session_2_rest_1","0025876",2,1,0.0676,1.4925,"All Sites"
"2452",37,"BNU 1","skcnlbnu_beijing_he_0025877_session_1_rest_1","0025877",1,1,0.0944,2.4876,"All Sites"
"2453",37,"BNU 1","skcnlbnu_beijing_he_0025877_session_2_rest_1","0025877",2,1,0.1344,12.9353,"All Sites"
"2454",37,"BNU 1","skcnlbnu_beijing_he_0025878_session_1_rest_1","0025878",1,1,0.1292,8.9552,"All Sites"
"2455",37,"BNU 1","skcnlbnu_beijing_he_0025878_session_2_rest_1","0025878",2,1,0.1477,14.4279,"All Sites"
"2456",37,"BNU 1","skcnlbnu_beijing_he_0025879_session_1_rest_1","0025879",1,1,0.106,3.4826,"All Sites"
"2457",37,"BNU 1","skcnlbnu_beijing_he_0025879_session_2_rest_1","0025879",2,1,0.1364,12.4378,"All Sites"
"2458",37,"BNU 1","skcnlbnu_beijing_he_0025880_session_1_rest_1","0025880",1,1,0.0838,0.4975,"All Sites"
"2459",37,"BNU 1","skcnlbnu_beijing_he_0025880_session_2_rest_1","0025880",2,1,0.0932,0.995,"All Sites"
"2460",37,"BNU 1","skcnlbnu_beijing_he_0025881_session_1_rest_1","0025881",1,1,0.072,1.99,"All Sites"
"2461",37,"BNU 1","skcnlbnu_beijing_he_0025881_session_2_rest_1","0025881",2,1,0.0913,2.9851,"All Sites"
"2462",37,"BNU 1","skcnlbnu_beijing_he_0025882_session_1_rest_1","0025882",1,1,0.1113,6.4677,"All Sites"
"2463",37,"BNU 1","skcnlbnu_beijing_he_0025882_session_2_rest_1","0025882",2,1,0.1014,1.99,"All Sites"
"2464",37,"BNU 1","skcnlbnu_beijing_he_0025883_session_1_rest_1","0025883",1,1,0.0925,0.995,"All Sites"
"2465",37,"BNU 1","skcnlbnu_beijing_he_0025883_session_2_rest_1","0025883",2,1,0.0868,0.4975,"All Sites"
"2466",37,"BNU 1","skcnlbnu_beijing_he_0025884_session_1_rest_1","0025884",1,1,0.1268,1.4925,"All Sites"
"2467",37,"BNU 1","skcnlbnu_beijing_he_0025884_session_2_rest_1","0025884",2,1,0.1291,7.9602,"All Sites"
"2468",37,"BNU 1","skcnlbnu_beijing_he_0025885_session_1_rest_1","0025885",1,1,0.1127,13.9303,"All Sites"
"2469",37,"BNU 1","skcnlbnu_beijing_he_0025885_session_2_rest_1","0025885",2,1,0.0862,1.4925,"All Sites"
"2470",37,"BNU 1","skcnlbnu_beijing_he_0025886_session_1_rest_1","0025886",1,1,0.0321,0,"All Sites"
"2471",37,"BNU 1","skcnlbnu_beijing_he_0025886_session_2_rest_1","0025886",2,1,0.0322,0,"All Sites"
"2472",37,"BNU 1","skcnlbnu_beijing_he_0025887_session_1_rest_1","0025887",1,1,0.0584,2.9851,"All Sites"
"2473",37,"BNU 1","skcnlbnu_beijing_he_0025887_session_2_rest_1","0025887",2,1,0.0845,3.4826,"All Sites"
"2474",37,"BNU 1","skcnlbnu_beijing_he_0025888_session_1_rest_1","0025888",1,1,0.0671,0,"All Sites"
"2475",37,"BNU 1","skcnlbnu_beijing_he_0025888_session_2_rest_1","0025888",2,1,0.0833,0.995,"All Sites"
"2476",37,"BNU 1","skcnlbnu_beijing_he_0025889_session_1_rest_1","0025889",1,1,0.1155,1.4925,"All Sites"
"2477",37,"BNU 1","skcnlbnu_beijing_he_0025889_session_2_rest_1","0025889",2,1,0.1074,0.4975,"All Sites"
"2478",37,"BNU 1","skcnlbnu_beijing_he_0025890_session_1_rest_1","0025890",1,1,0.2257,33.8308,"All Sites"
"2479",37,"BNU 1","skcnlbnu_beijing_he_0025890_session_2_rest_1","0025890",2,1,0.1393,15.4229,"All Sites"
"2480",37,"BNU 1","skcnlbnu_beijing_he_0025891_session_1_rest_1","0025891",1,1,0.1092,7.9602,"All Sites"
"2481",37,"BNU 1","skcnlbnu_beijing_he_0025891_session_2_rest_1","0025891",2,1,0.0523,1.4925,"All Sites"
"2482",37,"BNU 1","skcnlbnu_beijing_he_0025892_session_1_rest_1","0025892",1,1,0.0928,0,"All Sites"
"2483",37,"BNU 1","skcnlbnu_beijing_he_0025892_session_2_rest_1","0025892",2,1,0.0839,0,"All Sites"
"2484",37,"BNU 1","skcnlbnu_beijing_he_0025893_session_1_rest_1","0025893",1,1,0.0793,2.4876,"All Sites"
"2485",37,"BNU 1","skcnlbnu_beijing_he_0025893_session_2_rest_1","0025893",2,1,0.0732,0.4975,"All Sites"
"2486",37,"BNU 1","skcnlbnu_beijing_he_0025894_session_1_rest_1","0025894",1,1,0.1109,8.9552,"All Sites"
"2487",37,"BNU 1","skcnlbnu_beijing_he_0025894_session_2_rest_1","0025894",2,1,0.0897,1.4925,"All Sites"
"2488",37,"BNU 1","skcnlbnu_beijing_he_0025895_session_1_rest_1","0025895",1,1,0.1145,10.4478,"All Sites"
"2489",37,"BNU 1","skcnlbnu_beijing_he_0025895_session_2_rest_1","0025895",2,1,0.1411,21.393,"All Sites"
"2490",37,"BNU 1","skcnlbnu_beijing_he_0025896_session_1_rest_1","0025896",1,1,0.0601,0,"All Sites"
"2491",37,"BNU 1","skcnlbnu_beijing_he_0025896_session_2_rest_1","0025896",2,1,0.0673,0.995,"All Sites"
"2492",37,"BNU 1","skcnlbnu_beijing_he_0025897_session_1_rest_1","0025897",1,1,0.0663,0.4975,"All Sites"
"2493",37,"BNU 1","skcnlbnu_beijing_he_0025897_session_2_rest_1","0025897",2,1,0.0667,0.4975,"All Sites"
"2494",37,"BNU 1","skcnlbnu_beijing_he_0025898_session_1_rest_1","0025898",1,1,0.0759,0.4975,"All Sites"
"2495",37,"BNU 1","skcnlbnu_beijing_he_0025898_session_2_rest_1","0025898",2,1,0.0895,1.99,"All Sites"
"2496",37,"BNU 1","skcnlbnu_beijing_he_0025899_session_1_rest_1","0025899",1,1,0.0681,0,"All Sites"
"2497",37,"BNU 1","skcnlbnu_beijing_he_0025899_session_2_rest_1","0025899",2,1,0.072,0,"All Sites"
"2498",37,"BNU 1","skcnlbnu_beijing_he_0025900_session_1_rest_1","0025900",1,1,0.0577,0,"All Sites"
"2499",37,"BNU 1","skcnlbnu_beijing_he_0025900_session_2_rest_1","0025900",2,1,0.0841,1.4925,"All Sites"
"2500",37,"BNU 1","skcnlbnu_beijing_he_0025901_session_1_rest_1","0025901",1,1,0.0707,0,"All Sites"
"2501",37,"BNU 1","skcnlbnu_beijing_he_0025901_session_2_rest_1","0025901",2,1,0.0755,0.4975,"All Sites"
"2502",37,"BNU 1","skcnlbnu_beijing_he_0025902_session_1_rest_1","0025902",1,1,0.0928,0,"All Sites"
"2503",37,"BNU 1","skcnlbnu_beijing_he_0025902_session_2_rest_1","0025902",2,1,0.1099,2.4876,"All Sites"
"2504",37,"BNU 1","skcnlbnu_beijing_he_0025903_session_1_rest_1","0025903",1,1,0.0561,0,"All Sites"
"2505",37,"BNU 1","skcnlbnu_beijing_he_0025903_session_2_rest_1","0025903",2,1,0.0642,0.995,"All Sites"
"2506",37,"BNU 1","skcnlbnu_beijing_he_0025904_session_1_rest_1","0025904",1,1,0.1132,0,"All Sites"
"2507",37,"BNU 1","skcnlbnu_beijing_he_0025904_session_2_rest_1","0025904",2,1,0.1315,6.9652,"All Sites"
"2508",37,"BNU 1","skcnlbnu_beijing_he_0025905_session_1_rest_1","0025905",1,1,0.0665,1.4925,"All Sites"
"2509",37,"BNU 1","skcnlbnu_beijing_he_0025905_session_2_rest_1","0025905",2,1,0.0955,3.4826,"All Sites"
"2510",37,"BNU 1","skcnlbnu_beijing_he_0025906_session_1_rest_1","0025906",1,1,0.1548,16.4179,"All Sites"
"2511",37,"BNU 1","skcnlbnu_beijing_he_0025906_session_2_rest_1","0025906",2,1,0.1335,5.9701,"All Sites"
"2512",37,"BNU 1","skcnlbnu_beijing_he_0025907_session_1_rest_1","0025907",1,1,0.1437,19.9005,"All Sites"
"2513",37,"BNU 1","skcnlbnu_beijing_he_0025907_session_2_rest_1","0025907",2,1,0.1956,50.2488,"All Sites"
"2514",37,"BNU 1","skcnlbnu_beijing_he_0025908_session_1_rest_1","0025908",1,1,0.0756,0,"All Sites"
"2515",37,"BNU 1","skcnlbnu_beijing_he_0025908_session_2_rest_1","0025908",2,1,0.0946,0.995,"All Sites"
"2516",37,"BNU 1","skcnlbnu_beijing_he_0025909_session_1_rest_1","0025909",1,1,0.1118,3.9801,"All Sites"
"2517",37,"BNU 1","skcnlbnu_beijing_he_0025909_session_2_rest_1","0025909",2,1,0.1377,10.4478,"All Sites"
"2518",37,"BNU 1","skcnlbnu_beijing_he_0025910_session_1_rest_1","0025910",1,1,0.1532,17.9104,"All Sites"
"2519",37,"BNU 1","skcnlbnu_beijing_he_0025910_session_2_rest_1","0025910",2,1,0.137,15.4229,"All Sites"
"2520",37,"BNU 1","skcnlbnu_beijing_he_0025911_session_1_rest_1","0025911",1,1,0.087,0.4975,"All Sites"
"2521",37,"BNU 1","skcnlbnu_beijing_he_0025911_session_2_rest_1","0025911",2,1,0.0748,0,"All Sites"
"2522",37,"BNU 1","skcnlbnu_beijing_he_0025912_session_1_rest_1","0025912",1,1,0.1401,16.9154,"All Sites"
