"","subject","session","scan","site","func_efc","func_fber","func_fwhm","func_gsr","func_dvars","func_quality","func_mean_fd","func_num_fd","func_perc_fd"
"1","0003001",1,1,"BMB",0.585903858059355,50.3085536339459,1.98971671607354,0.0738735047630618,1.33233739058142,0.00505833515,"0.7623",0,"0.0"
"2","0003001",1,2,"BMB",0.585903858059355,50.3085536339459,1.98971671607354,0.0738735047630618,1.38697756109877,0.0050181187,"0.9814",3,"1.4925"
"3","0003002",1,1,"BMB",0.552845631390251,71.2918146057429,1.91969108578738,0.0613935551607328,1.25126129171251,0.0037421844,"1.8338",0,"0.0"
"4","0003002",1,2,"BMB",0.552845631390251,71.2918146057429,1.91969108578738,0.0613935551607328,1.27935937595832,0.0038846925,"1.5463",0,"0.0"
"5","0003004",1,1,"BMB",0.585529693397784,47.8728942296571,1.83007977943123,0.0731227128111719,1.13519952305535,0.0100242592,"4.1403",7,"3.4826"
"6","0003004",1,2,"BMB",0.585529693397784,47.8728942296571,1.83007977943123,0.0731227128111719,1.2143976579087,0.0091105092,"3.6417",5,"2.4876"
"7","0003006",1,1,"BMB",0.542108917324571,82.4723154444656,1.99385989489422,0.0629060082804527,1.19019167110897,0.00538501595,"2.0841",7,"3.4826"
"8","0003006",1,2,"BMB",0.542108917324571,82.4723154444655,1.99385989489422,0.0629060082804527,1.21832944816435,0.005110259,"2.0161",8,"3.9801"
"9","0003007",1,1,"BMB",0.608529054942277,45.8865174692933,1.85009233519186,0.0735243937482203,1.14127700114004,0.0081702684,"1.5837",5,"2.4876"
"10","0003007",1,2,"BMB",0.608529054942277,45.8865174692933,1.85009233519186,0.0735243937482203,1.25068887928106,0.00516245085,"1.3073",0,"0.0"
"11","0003008",1,1,"BMB",0.561749468874158,59.5618505127929,1.91270728530554,0.0505763089946514,1.1785564670988,0.01046984965,"1.4148",1,"0.4975"
"12","0003008",1,2,"BMB",0.561749468874158,59.5618505127929,1.91270728530554,0.0505763089946514,1.2701423051046,0.0060717965,"0.8635",0,"0.0"
"13","0003009",1,1,"BMB",0.608493593809604,52.7016222688118,1.96482519308322,0.0794142765938282,1.18118733621872,0.00801261200000001,"3.7225",13,"6.4677"
"14","0003009",1,2,"BMB",0.608493593809604,52.7016222688118,1.96482519308323,0.0794142765938282,1.317760224606,0.0042890183,"1.9495",6,"2.9851"
"15","0003010",1,1,"BMB",0.557404927767589,50.5632695591615,1.71826919135982,0.0609574641427784,1.22195228265063,0.0067043313,"3.26",8,"3.9801"
"16","0003010",1,2,"BMB",0.557404927767589,50.5632695591615,1.71826919135982,0.0609574641427784,1.22715237686192,0.00633904370000001,"2.5283",4,"1.99"
"17","0003011",1,1,"BMB",0.539673919547672,70.0856095768438,2.04331571520758,0.0310669761183774,1.33785335277178,0.0090311082,"1.9934",10,"4.9751"
"18","0003011",1,2,"BMB",0.539673919547672,70.0856095768438,2.04331571520758,0.0310669761183774,1.34343430238929,0.00726032575,"1.7683",14,"6.9652"
"19","0003012",1,1,"BMB",0.610611153690127,47.5884562280676,1.85646134317683,0.0916379565742234,1.17933293272678,0.0100540797,"2.0561",2,"0.995"
"20","0003012",1,2,"BMB",0.610611153690127,47.5884562280676,1.85646134317683,0.0916379565742234,1.13765081016614,0.00905103645,"1.994",1,"0.4975"
"21","0003013",1,1,"BMB",0.556250397245569,69.6773353888861,1.73781850541609,0.0591715379655669,1.16052799497017,0.02115494,"1.7788",1,"0.4975"
"22","0003013",1,2,"BMB",0.556250397245569,69.6773353888861,1.73781850541609,0.0591715379655669,1.23142885966209,0.012385165,"1.9494",3,"1.4925"
"23","0003014",1,1,"BMB",0.618476289304999,43.2296627904472,1.95616372637839,0.0926927948297072,1.13104534385805,0.0128605421,"3.8739999999999997",21,"10.4478"
"24","0003014",1,2,"BMB",0.618476289304999,43.2296627904472,1.95616372637839,0.0926927948297072,1.24042263489067,0.0069840427,"3.0764",10,"4.9751"
"25","0003015",1,1,"BMB",0.565403567366372,56.1091382347998,1.91976363199636,0.0701933652616391,1.22423697592124,0.00624606985,"2.6815",6,"2.9851"
"26","0003015",1,2,"BMB",0.565403567366372,56.1091382347998,1.91976363199636,0.0701933652616391,1.25399240737926,0.00536844495,"2.5733",6,"2.9851"
"27","0003016",1,1,"BMB",0.650489572503833,35.2730061528696,1.85459866056642,0.0974943139140331,1.11435378825406,0.00721413345,"2.9134",8,"3.9801"
"28","0003016",1,2,"BMB",0.650489572503833,35.2730061528696,1.85459866056642,0.0974943139140331,1.06974179100458,0.00747918205,"2.4619999999999997",3,"1.4925"
"29","0003017",1,1,"BMB",0.599649631509213,38.6646976597875,2.09870154954836,0.0859231075129266,1.17399496757731,0.0054425844,"4.3323",19,"9.4527"
"30","0003017",1,2,"BMB",0.599649631509213,38.6646976597875,2.09870154954836,0.0859231075129266,1.1813877175583,0.00502834635,"4.4951",27,"13.4328"
"31","0003018",1,1,"BMB",0.582520799719832,49.5147238567207,2.00079826735905,0.0733097535879496,1.07148164163237,0.0108282252,"2.457",1,"0.4975"
"32","0003018",1,2,"BMB",0.582520799719832,49.5147238567207,2.00079826735905,0.0733097535879496,1.19978955281543,0.0079521597,"2.6204",12,"5.9701"
"33","0003020",1,1,"BMB",0.567717820538873,52.7092483869712,1.81940722396808,0.0606163092456327,1.12510611863244,0.0109247132,"2.8007",13,"6.4677"
"34","0003020",1,2,"BMB",0.567717820538873,52.7092483869712,1.81940722396808,0.0606163092456326,1.17093837307703,0.00679732725,"3.2717",16,"7.9602"
"35","0003021",1,1,"BMB",0.576328744648067,62.9518458380954,1.90938195446032,0.0489937832752388,1.28935384151995,0.00894097785,"4.1254",26,"12.9353"
"36","0003021",1,2,"BMB",0.576328744648067,62.9518458380954,1.90938195446032,0.0489937832752388,1.31946067064931,0.0083293149,"2.7781",17,"8.4577"
"37","0003022",1,1,"BMB",0.584123510351683,58.0530439348753,2.01887256106055,0.0739523302080775,1.0907016282929,0.0099146779,"3.5801",20,"9.9502"
"38","0003022",1,2,"BMB",0.584123510351683,58.0530439348753,2.01887256106055,0.0739523302080775,1.1493212812309,0.00601133955,"3.7511",14,"6.9652"
"39","0003023",1,1,"BMB",0.540564203872326,71.2791504902858,1.7978742140877,0.0400499264443894,1.19432316296923,0.01054817715,"1.9442",4,"1.99"
"40","0003023",1,2,"BMB",0.540564203872326,71.2791504902858,1.7978742140877,0.0400499264443894,1.26018697385186,0.00734394435,"2.2653",6,"2.9851"
"41","0003024",1,1,"BMB",0.598420754126479,45.1610040763151,2.00931753481587,0.0512614080725546,1.20631890690533,0.0048698055,"1.5883",0,"0.0"
"42","0003024",1,2,"BMB",0.598420754126479,45.1610040763151,2.00931753481587,0.0512614080725546,1.1859641357612,0.00481614455,"1.1306",1,"0.4975"
"43","0003025",1,1,"BMB",0.565059892650651,53.8183540941627,1.97999512113512,0.0501081772516635,1.32863302813226,0.00628729375,"2.2267",6,"2.9851"
"44","0003025",1,2,"BMB",0.565059892650651,53.8183540941627,1.97999512113512,0.0501081772516635,1.21230818876741,0.0057397137,"2.2749",4,"1.99"
"45","0003026",1,1,"BMB",0.55142326436927,71.5608791040047,1.93482150428105,0.0533578236707524,1.15560659098744,0.00841004935,"3.8382",6,"2.9851"
"46","0003026",1,2,"BMB",0.55142326436927,71.5608791040047,1.93482150428105,0.0533578236707524,1.18440180072887,0.00662290859999999,"2.8395",2,"0.995"
"47","0003032",1,1,"BMB",0.538930671882171,83.4197031002849,1.87623148070511,0.0367429283143385,1.24133414896988,0.005221449,"5.2577",83,"41.2935"
"48","0003032",1,2,"BMB",0.538930671882171,83.4197031002849,1.87623148070511,0.0367429283143385,1.25522074296378,0.00743617555,"4.7716",79,"39.3035"
"49","0003033",1,1,"BMB",0.588530191293544,61.0394889956989,2.07189311398147,0.0570487626632336,1.26830356095704,0.0047565199,"1.8573",4,"1.99"
"50","0003033",1,2,"BMB",0.588530191293544,61.0394889956989,2.07189311398147,0.0570487626632336,1.21776122288571,0.0039136567,"1.9999",6,"2.9851"
"51","0003034",1,1,"BMB",0.53977715452737,78.9523016030375,2.14603163774364,0.0419610935035559,1.22954913761612,0.004451402,"1.5773",0,"0.0"
"52","0003034",1,2,"BMB",0.53977715452737,78.9523016030375,2.14603163774364,0.0419610935035559,1.17591061727651,0.0071998384,"2.2911",0,"0.0"
"53","0003036",1,1,"BMB",0.560799585543033,79.6020841064974,1.9567754903408,0.0433925940965939,1.07307535238074,0.00309181365,"1.865",0,"0.0"
